asset,family,value_kind,index,value
N1000,q_b,head_singular,98,0.10331824569813555
N1000,q_b,head_singular,99,0.10182612183877586
N1000,q_b,head_singular,100,0.10093380868886404
N1000,q_b,head_singular,101,0.10050082521483639
N1000,q_b,head_singular,102,0.09962305876303856
N1000,q_b,head_singular,103,0.09796907304406857
N1000,q_b,head_singular,104,0.09713148631272854
N1000,q_b,head_singular,105,0.09587238807178144
N1000,q_b,head_singular,106,0.09525162595675371
N1000,q_b,head_singular,107,0.09397043901525629
N1000,q_b,head_singular,108,0.09356474928451931
N1000,q_b,head_singular,109,0.09281870847113141
N1000,q_b,head_singular,110,0.09128752264624788
N1000,q_b,head_singular,111,0.09121311511108565
N1000,q_b,head_singular,112,0.08986131910014437
N1000,q_b,head_singular,113,0.08949099458280309
N1000,q_b,head_singular,114,0.088292568896096
N1000,q_b,head_singular,115,0.08780663481161534
N1000,q_b,head_singular,116,0.08689332929298724
N1000,q_b,head_singular,117,0.08560488234736274
N1000,q_b,head_singular,118,0.0847469510029385
N1000,q_b,head_singular,119,0.08462841260667142
N1000,q_b,head_singular,120,0.08418395724358989
N1000,q_b,head_singular,121,0.08324131171599965
N1000,q_b,head_singular,122,0.08237869339988918
N1000,q_b,head_singular,123,0.08196639272281751
N1000,q_b,head_singular,124,0.08096768603528734
N1000,q_b,head_singular,125,0.08087449876232831
N1000,q_b,head_singular,126,0.07961109839213815
N1000,q_b,head_singular,127,0.07899173760950358
N1000,q_b,head_singular,128,0.07851032346484169
N1000,q_b,head_singular,129,0.07806256396474501
N1000,q_b,head_singular,130,0.0772321915432234
N1000,q_b,head_singular,131,0.07679234353374818
N1000,q_b,head_singular,132,0.07585178057174184
N1000,q_b,head_singular,133,0.07501245723377102
N1000,q_b,head_singular,134,0.07459311420992121
N1000,q_b,head_singular,135,0.07440941962462914
N1000,q_b,head_singular,136,0.072997180893225
N1000,q_b,head_singular,137,0.07281693479728264
N1000,q_b,head_singular,138,0.07190418423976987
N1000,q_b,head_singular,139,0.07163807275561139
N1000,q_b,head_singular,140,0.07070780958314049
N1000,q_b,head_singular,141,0.07057181895897553
N1000,q_b,head_singular,142,0.06947021163779471
N1000,q_b,head_singular,143,0.06924608104560839
N1000,q_b,head_singular,144,0.06813380277990112
N1000,q_b,head_singular,145,0.06777348748000168
N1000,q_b,head_singular,146,0.06722356596892526
