left_asset,right_asset,family,left_rank,right_rank,minimum_principal_cosine,mean_squared_principal_cosine,shared_projection_energy,chordal_distance
O1200,N1000,q_b,216,216,0.000692756112842813,0.18997644874634212,41.034912929209895,13.227436904812288
O1200,N1800,q_b,216,216,0.0010884515263730446,0.19092326280705624,41.23942476632415,13.219704052424012
N1000,N1800,q_b,216,216,0.07112554425856003,0.6366957234073936,137.526276255997,8.858539594312541
O1200,N1000,v_b,216,216,0.020956339493542066,0.8496432030618526,183.52293186136015,5.698865513296471
O1200,N1800,v_b,216,216,0.0029523093072949887,0.8486069943616025,183.29911078210614,5.718469132372217
N1000,N1800,v_b,216,216,0.0020532979425062466,0.8785043172071375,189.7569325167417,5.122798793946362
