asset,global_task_id,family,left_demo,right_demo,flattened_cosine,relative_l2,centered_energy_ratio
O1200,5,q_b,46,48,0.9990440439930551,0.0438260936242762,0.00047914407770491046
O1200,5,v_b,46,48,0.9987192140371643,0.050600575799810796,0.0006413722461194163
O1200,7,q_b,46,48,0.9710770318785141,0.24111823130883991,0.014466757805098486
O1200,7,v_b,46,48,0.9710297082169315,0.2416223143575341,0.014496318836654266
O1200,12,q_b,46,48,0.9960102755715029,0.0920220909076963,0.0021737550535560206
O1200,12,v_b,46,48,0.9962954208983421,0.08803169787856584,0.0019815228447897957
O1200,37,q_b,46,48,0.9960621365469403,0.08900365280692554,0.002003870391431478
O1200,37,v_b,46,48,0.995004319596458,0.09997350129749617,0.002524582427923145
