asset,global_task_id,teacher_demo,family,layer,b_frobenius_norm,b_singular_values,delta_frobenius_norm,delta_singular_values,reconstruction_max_abs,reconstruction_relative_l2
N1000,5,48,v_b,11,4.124926087177591,"[4.11520230044241,0.277119796539929,0.04175119234388651,0.034265451232622354,0.012972816902024254,0.009060477194180388,0.007675050276684713,0.005855478740958785,0.004217057664893067,0.004048976680063682,0.002989507003783463,0.0027274759031839183,0.0026119780789791015,0.002286601335278214,0.0018137363597991519,0.001764180978323795]",32.05058873217099,"[32.05002610148086,0.1869273603504319,0.024923147585557952,0.019091809833588134,0.007522117795774185,0.005262919883984524,0.004321214009715662,0.003437545026118721,0.0024245112654046512,0.002369284244303183,0.0016483186491757897,0.001539984678552114,0.001497448612421894,0.0013142417044146458,0.0010504116318498851,0.0010252900022862995]",0.00048342475201934576,0.0016809015157452209
N1000,5,48,v_b,12,4.555675991059536,"[4.555230419986912,0.05399950638256489,0.026344382070490727,0.01487231422282147,0.008842700863552736,0.007361298101002324,0.005591465723545454,0.004112602724621404,0.003375966578445171,0.0030099908170953303,0.002458181232382492,0.0023983477777261507,0.0023535001942813086,0.001979731527200123,0.0017877154967300345,0.0017120888607098095]",35.29625106217921,"[35.29623152352136,0.03137973600333029,0.015580194864472034,0.008769148746991558,0.005116071752203338,0.0042131898047855,0.003120113453853844,0.0024446416732299206,0.0019124888478333469,0.0017264280743018278,0.0013899078161042906,0.0013603086243827258,0.0013103014150408184,0.0011364513358449104,0.0009956992717139077,0.0009472441679977328]",0.00048725093074608594,0.0017101373640324414
N1000,5,48,v_b,13,4.648830701513822,"[4.648671913541401,0.024935648785477094,0.022559261834588056,0.013050938617868197,0.009168063612859724,0.004861770947225764,0.004001730705350606,0.00339726535628481,0.003025188846056495,0.0026643751675756856,0.002392185735530703,0.0022047253080964484,0.0019881518695235145,0.0018808767378962054,0.0017168153086122653,0.0016674287456460337]",36.06781307705698,"[36.06780611016283,0.014506121451216714,0.013262845670424565,0.00761362317874881,0.005226994838337549,0.0028318529751602704,0.0024025695076163012,0.0019731009365506792,0.0017573860666427652,0.0015487578210272449,0.001417839448546451,0.0012579859511961833,0.0011117318681079507,0.001076783795349874,0.0009624057813957008,0.0009249360198230754]",0.00048739745398052037,0.0016435667287630954
N1000,5,48,v_b,14,4.638770724155058,"[4.638643537434437,0.023819716968189287,0.020116712630769647,0.008810568943179043,0.006988838485560259,0.0049317862340232015,0.0034406975280049344,0.002924693247973647,0.0026354903541777612,0.0024657472095055647,0.0022720389883796707,0.002103433966668215,0.002033254541852712,0.001954418115814363,0.0018434942063821486,0.0016593549497584223]",35.90282471370927,"[35.90281930041339,0.013720192570600134,0.011394539477132393,0.00525397561446816,0.0040154126745689574,0.0028502603008000445,0.0019464578837153693,0.001642316996224915,0.0015778045882016564,0.0014326817987298684,0.0013085226823415063,0.0012037183199108397,0.001177751732952975,0.0011024141612963432,0.0010433253252814356,0.0009455893360384496]",0.00048795907423482276,0.0017043523144703407
N1000,5,48,v_b,15,4.219767426537716,"[4.2167114239331545,0.15205414794754127,0.037075144224375425,0.029969524659716747,0.013680609491190203,0.008086325266145066,0.006660900916494592,0.005317215949422947,0.004149279804389785,0.0034364147162767107,0.0027954981454366306,0.0027234087772282593,0.0024832498105826655,0.002324751675078935,0.0020497549901970884,0.0018657052660577295]",33.0389250809319,"[33.038778048616685,0.09399008147639605,0.021758844923691265,0.01679108246843459,0.0076025299582644255,0.0047185178986216695,0.003901912368086409,0.0030310298781275305,0.002429897858282388,0.0020488253067377014,0.0016505693019374065,0.0015321615546996016,0.0014296657690727082,0.0013355388997975462,0.0011842239160823227,0.00107496962467765]",0.0004868771029578056,0.0017344923758190133
N1000,5,48,v_b,16,4.461586000844504,"[4.460801715496136,0.07309707984747248,0.035715364423177014,0.010706245069284514,0.009203078476706483,0.00780894039770035,0.005406735649517059,0.004730208726842046,0.0040760943429049715,0.0037900832421216024,0.003076520029364626,0.002810898521578088,0.002706441333961625,0.002239986553947978,0.0018208121365677044,0.0017369354824057616]",34.886716976845925,"[34.88668378652484,0.04182010476708331,0.02100339287585707,0.006223332542038295,0.005178368275475234,0.0045708134896107885,0.0030985258612446294,0.002773024478460882,0.002379348447309184,0.0021393389355420472,0.001723909150517807,0.001660627827722225,0.00152396330507679,0.0012872739089836538,0.001039067596414516,0.0009913891994615157]",0.0004876682651229203,0.0017231480458829516
N1000,5,48,v_b,17,4.467386698936608,"[4.466345170137452,0.09195991744591082,0.02163976617396098,0.011444697263092328,0.00982682983464224,0.006769564332780119,0.004914159345859101,0.004427591434882831,0.004133802702799009,0.003838287820023895,0.002780958429331524,0.0025869765190946305,0.0023475134088000956,0.0020588101049372493,0.0019350752753367012,0.0017218970669792494]",35.12632422393893,"[35.126277810797255,0.054476665289368516,0.01278909830565695,0.006748350593997577,0.005831441405421476,0.003985395219120632,0.0026930128665103017,0.002601179374513196,0.0023317457345693867,0.002115398857248715,0.0016030088448385409,0.0014546160720768481,0.001334817147460426,0.0011682394895801424,0.001115913324837586,0.0009689290479206216]",0.0004883204819634557,0.0016639579135229261
N1000,7,46,q_b,0,9.842042952636413,"[9.829510604741019,0.4856723933554108,0.08415571299891896,0.03371497991848966,0.026633732043311018,0.026476053395906817,0.018812567361360413,0.016081424254940198,0.01019989415943034,0.008841060648804057,0.008518751299379651,0.006908061412217204,0.006063073579999565,0.0051813701704797105,0.004843325926369657,0.004666409514061767]",40.847121797802096,"[40.84606715312288,0.28735025970395994,0.049222486227824776,0.019134774218014218,0.015135823877040515,0.014842957467518403,0.01104991149033529,0.009616154207160891,0.005729789236384641,0.0052009283938897165,0.004744029169587963,0.004112839853422605,0.0034163829191603524,0.002981878974426686,0.002735164576373529,0.0026075363359027762]",0.000488142526592128,0.0016654132483728608
N1000,7,46,q_b,1,9.452996011335893,"[9.444822861246971,0.3448575263671769,0.17874478009088068,0.039675427772045455,0.025537409285671855,0.02299784319009679,0.015545575996626421,0.01312810514188355,0.011021012119485543,0.008567175754343063,0.007732861216591099,0.006608047209070516,0.006020847585465163,0.005467079633314358,0.004987305424784857,0.00444443092454518]",40.26552601316879,"[40.26486628260121,0.20246123508806052,0.10457176609749974,0.02328837298232918,0.014608401922516615,0.012958383830331143,0.00906427587195061,0.007839638875501652,0.006340794116724138,0.004967832831954296,0.004536121245612864,0.003691985481663216,0.0035408749697477928,0.003092672166201073,0.0028134465798652125,0.002480097585898361]",0.0004875416634604335,0.001680645243658362
N1000,7,46,q_b,2,9.502711360170537,"[9.489357740465097,0.47554176617746063,0.1447285595251124,0.05219460552231822,0.037776859503292265,0.03350873047800549,0.020943513696084798,0.017977308461243797,0.012875524939054833,0.00949112107564895,0.009018553790834768,0.006505553986596564,0.006350590626494298,0.005160782576324497,0.004906245160484339,0.004468950446600524]",40.91272000349331,"[40.91164639028468,0.28036207835664245,0.08396011631357929,0.030251875385559526,0.022384513231068444,0.019073376949741025,0.01201524938941704,0.010597625451011136,0.007409060025112536,0.0053909423390217735,0.004934189286574113,0.003771841236923063,0.0035927637181650206,0.0029083952508817523,0.0028882178969180283,0.002564077015882622]",0.00048729858826845884,0.0016641131012909071
N1000,7,46,q_b,3,9.465385196807075,"[9.450378385059777,0.5048062048189452,0.1492581779396779,0.04924206995969268,0.03826653540755338,0.0365890267122284,0.025017566208180474,0.018826106974381022,0.014045516806840805,0.010142838206375255,0.008905755905471557,0.007702560826299373,0.0061244738152925055,0.005511386070519343,0.004780180111066417,0.004505299196832218]",40.36581312630239,"[40.36452871550033,0.30672508945574184,0.08587621674888671,0.028696893086475515,0.0218197668782153,0.020485071582280776,0.014735651461459743,0.010872863219880576,0.007988594246005244,0.005982779179790853,0.0051477091150197146,0.004332423552340361,0.0036342699095898933,0.0030746195974397147,0.002719292270005333,0.002524189920227071]",0.0004869462572969496,0.0016717555662803846
N1000,7,46,q_b,4,9.659303555647888,"[9.647595824214475,0.4345267311479593,0.18482651445848944,0.03217692849473588,0.026260343637133646,0.020717040433627786,0.015969689386338297,0.013376113543150872,0.010836307542848742,0.01020540147358483,0.008200656981577667,0.00790294538041872,0.0067919643642172485,0.00558508487186835,0.00518030404526076,0.004703412181782048]",40.28876528433831,"[40.287734820083074,0.2673080833637329,0.10271492352181018,0.018557363159764504,0.015275642431522714,0.012372317415400928,0.00915783154394908,0.007504329210608656,0.0061267224454864605,0.0057864110884385846,0.004691624191707859,0.004511101991544112,0.003924831906748242,0.00338520714943145,0.002987240695065755,0.0026630756770718287]",0.00048803785466589034,0.0016505297875103171
N1000,7,46,q_b,5,10.253890618319778,"[10.252800169782292,0.1345600575676161,0.04183551429542972,0.03497888485260326,0.023219443356451045,0.014099473063080155,0.012600750824276927,0.010395918998880024,0.008235381063345988,0.006804656369368812,0.005944266761239624,0.0057716144488631545,0.0051448177130311735,0.005020400937218785,0.004677292278607019,0.004498463320185337]",41.76173108232005,"[41.761647811876294,0.07458244420094803,0.02366441899632519,0.020154348202067938,0.013302788243661719,0.008342663368096108,0.007269002938542645,0.005980322637155437,0.004626891426779672,0.003961093256751757,0.0034691900872824526,0.003354746046015379,0.002999026201461104,0.002882337595456405,0.0026787751476679495,0.0025005287392421203]",0.0004876009188592434,0.001645930014008974
N1000,7,46,q_b,6,10.15186245400155,"[10.149903685500101,0.17893255128358737,0.06816901674295707,0.03790796347093172,0.025006218548252367,0.020392998229292553,0.015299236006354815,0.0094283988412758,0.0077868955004395226,0.007188852668217954,0.006608390720693525,0.006411450110404717,0.005535157677531671,0.0053287295200293355,0.005007764115622334,0.004497001887611812]",41.095467545726954,"[41.095302623959554,0.105111990805239,0.03846160843914084,0.021719457014010582,0.014676527660094113,0.011335684325392668,0.00889718096003378,0.0055680704428006595,0.0045089620690458975,0.00424118228737613,0.0038459725562220294,0.003672452413711676,0.003224607424606198,0.0030714041066172513,0.002858946663234711,0.0026120722942852516]",0.0004882915964117274,0.0016485976748458733
N1000,7,46,q_b,7,9.99090812789052,"[9.981571220823433,0.32940746709492036,0.24011971051529724,0.13167725881528786,0.033914770783532645,0.026872620504627714,0.019398575102719046,0.013840459261854399,0.012298675010539233,0.01170103533246426,0.008890896489134284,0.007510481363039385,0.00599914695677885,0.005194495462764332,0.004989273301669277,0.004880931647603049]",41.13238728084284,"[41.13161062152294,0.19390820690646024,0.1405923739374291,0.074500198069181,0.01927823315088825,0.015232511498490727,0.011094705827463379,0.00820330153457175,0.007289830332054807,0.006681747155606572,0.00513069852890399,0.004336731262294641,0.0033712747886530023,0.0030617172697831696,0.00295130535848565,0.0027889094569239123]",0.00048799056094139814,0.0016499079376190782
N1000,7,46,q_b,8,10.441214824940353,"[10.44055180677128,0.10291216753529248,0.03728443406456679,0.026852553799746357,0.01642747576198476,0.01564781880183772,0.01361447353051144,0.010135514941944078,0.009837940786561784,0.007848535110090633,0.0064652942765618,0.006057144199503765,0.005557542515211874,0.00508346091796402,0.005040879388085538,0.004590981438868463]",42.248244016620475,"[42.248188621612215,0.05987432036166453,0.021786510229535386,0.015465106055652043,0.009386006675730306,0.009268521856434949,0.007979416447286176,0.005823276405611187,0.005564783644756202,0.004485740543994864,0.003749516845686796,0.003475362700006332,0.003176721935145719,0.0029307106996534138,0.002839000708259865,0.002524737474847353]",0.00048745924141258,0.0016533910732571928
N1000,7,46,q_b,9,10.593794071066979,"[10.5932583474116,0.07497234746262589,0.04914284143508556,0.0407983468739855,0.027223907147291917,0.020126090146582096,0.0119629969155209,0.009130579546859457,0.008265673595636638,0.006985738231042425,0.005841890472536686,0.0057513879585834905,0.0054314667443761035,0.0047832780123620135,0.004623389044446182,0.0043889129775589565]",42.56823205223572,"[42.56818730109179,0.043245029210097714,0.028379116722855376,0.02397967889230426,0.015491850984416232,0.01237493485996203,0.006918649663676864,0.005098370194296995,0.004763668030066403,0.003998231104675643,0.00342773979142632,0.003253505102371978,0.003154902411767623,0.0027510947628678014,0.0026751077521728526,0.0025945278253211067]",0.00048664549831300974,0.0016399583860942553
N1000,7,46,q_b,10,10.273910979705402,"[10.272621550500697,0.139518216913301,0.04883938670970255,0.04813402551771512,0.0369223865951788,0.017164171241392103,0.014325838740804907,0.011896995364081685,0.008162955817438228,0.0077711511548281004,0.006837081289824578,0.006605211205020539,0.005680480862845528,0.005241723063215797,0.00493828694198843,0.004430264871268571]",42.08151031437225,"[42.08140112173292,0.08253358572196437,0.028885666500165108,0.028071647071464183,0.02103005756700531,0.0101410768155887,0.00782524259785076,0.006613761929792478,0.004653215672050299,0.004458878601685767,0.004051959363524884,0.003744647658833973,0.0031746253261355985,0.0029945020123116972,0.00285821827418734,0.002551089502409139]",0.0004883208312094212,0.0016726197888907199
N1000,7,46,q_b,11,9.654756008555847,"[9.636847796047585,0.5700329683539881,0.13160417947127964,0.03433268203543808,0.025996105053494097,0.020718131181491007,0.017755837933251046,0.013945466698762489,0.010734811918456247,0.009821351706178212,0.00710693512809252,0.00699251211025788,0.0067460978492108635,0.005472506761211927,0.0046655476545327795,0.004365064441692593]",40.49761760159646,"[40.49612205861969,0.33821135575189354,0.07529906856397968,0.02002837624855798,0.014638073772393276,0.011716496175528656,0.010529142487200221,0.008000745103053533,0.006257681917837558,0.005748787999210433,0.004135995840413303,0.004036001624632903,0.003933841244196613,0.0032503042247606227,0.0026825763422249657,0.002519683159343302]",0.00048726092791184783,0.0016622875176774913
N1000,7,46,q_b,12,10.394872489534583,"[10.394005380476779,0.11351216671331116,0.04804670675619712,0.03882646225838358,0.02208981951656913,0.01714199491663881,0.011950013528561574,0.010974153978102447,0.007334335835435343,0.0068725362984463955,0.006509851240166384,0.005960294476896384,0.005654126533520473,0.0049332701010414755,0.004783789913595622,0.004697941759369702]",41.99613850364639,"[41.99607010842876,0.06335297119612686,0.027394426237748386,0.0230530394908682,0.012889919895119456,0.010329914279094611,0.00680524809065348,0.006139927026476385,0.004252328417801857,0.003972374975035056,0.0038390836479573385,0.003388200015131249,0.0031332225186017615,0.002892509825309654,0.002681875180481289,0.002616346031151025]",0.00048812547174748033,0.0016649482582435978
N1000,7,46,q_b,13,10.5985353435521,"[10.597797856428977,0.10134214724469852,0.05723202215994037,0.03275021953754742,0.01835107111471196,0.015268442446882918,0.010973899839297759,0.008835645512087759,0.006778929927040353,0.0061613392305317274,0.005838811560145761,0.00553645845354286,0.005255930359249881,0.004950559908772484,0.004811906402556993,0.0046239716217924085]",42.455318592728005,"[42.455257548692856,0.057955789326112866,0.03362241403462527,0.018765552731414278,0.010842169149191614,0.008887498574121537,0.006140463776942356,0.005246312533816891,0.0037887845991360697,0.00357673420091425,0.0033537452597365135,0.0032183003960500217,0.003008519936617748,0.0028302350247789336,0.0027053850431895893,0.0026258556909025325]",0.000488151767058298,0.001654597458060469
N1000,7,46,q_b,14,10.557896427640005,"[10.557568178535199,0.0657533258367818,0.0345249208239211,0.02571745205730345,0.01452908920661015,0.012870488458365387,0.009028112427760714,0.007633005143830298,0.00713840080669654,0.005918721367554224,0.005727450433271479,0.005461431506286532,0.005233680970263673,0.004817721256740099,0.004555731085962252,0.0042173473019940545]",42.126951445996674,"[42.12692489387118,0.03709761426674283,0.019792505382875285,0.014921754903050592,0.008323145268057422,0.007319775121141003,0.0049952707411446634,0.004414666692142437,0.0041934075000738145,0.0033760356116770817,0.003309163584599039,0.003136830600961766,0.003010417187342126,0.0028122491009174902,0.0025654833697091924,0.0024213619601159515]",0.00048801487719174474,0.001647491930827882
N1000,7,46,q_b,15,9.732567262063837,"[9.726375049399161,0.2921014834209727,0.177024665647025,0.04280954172226001,0.027862219224483332,0.018674743755030004,0.01696938146047176,0.012784489560950307,0.010529514720514686,0.010396233456921105,0.007117005083049655,0.0066278931635763505,0.006207028731971757,0.0052919517272471545,0.004901452379544392,0.004438651483793094]",40.09654204353209,"[40.096021622050614,0.17188802552104784,0.10459376005617213,0.02436073007186972,0.01593458260767512,0.010770679929286181,0.009576194934158924,0.0073980091221869885,0.006034792208106643,0.005888793705838139,0.004174297872583411,0.0038664064132432514,0.0035369988312970416,0.002909092852043,0.002761242369803174,0.0025921086009619244]",0.0004881953354924917,0.0016556468545170517
N1000,7,46,q_b,16,10.082298701535152,"[10.080645653580547,0.1466585727520861,0.08781922961392158,0.04266414878400627,0.03292074330033255,0.01932660982941375,0.017308759311259265,0.011163063969061263,0.009970103270824184,0.00949094578293301,0.007419787444409893,0.006985352551978384,0.006086026983490568,0.005590922678017609,0.005093528041870556,0.004478657508668421]",41.1356077846956,"[41.13547289445952,0.08483802597003885,0.04998927973229082,0.024818953659074484,0.01936923406429621,0.011762791453681492,0.009585931714632043,0.006520865584333659,0.0058761846108604555,0.00553070485510355,0.004297034708692659,0.004094364332501963,0.003421851029766764,0.0032062922594691874,0.002905884743523036,0.002538488010275722]",0.00048788540880195796,0.0016612053834730042
N1000,7,46,q_b,17,10.041140741998534,"[10.037960076368908,0.2306019644721269,0.08630368652269069,0.033738606707346026,0.030729562723114775,0.023114799268476007,0.012647924519832533,0.011855565507230712,0.008922073590174363,0.007829013825080774,0.006979630093983549,0.006038844424744992,0.005524588340215816,0.004964844328558101,0.004601553655486978,0.004412567897586848]",41.49904182358805,"[41.49877039871263,0.13793656442749655,0.04957611525982724,0.019536753853606755,0.01693837735627797,0.012837535857071028,0.007344106763228702,0.006903122319384041,0.005280729407382763,0.004514835049972436,0.004046553657973194,0.003492072863963304,0.003179375312352095,0.0028423038156916657,0.002608587654463015,0.0025628634932776872]",0.000487817102111876,0.0016551078458442632
N1000,7,46,v_b,0,3.275359560209677,"[3.271390529078738,0.15818061942308978,0.02246436878632343,0.013038539016087463,0.01062064194121528,0.008469065288157421,0.006815104826825004,0.004436618947073211,0.003181594838033598,0.0026847299150578458,0.0021660324973738574,0.0020891063626454287,0.001946464149693444,0.0017151149030030955,0.0016155387542700773,0.0014546998596555304]",22.006025443599977,"[22.005812628098735,0.09513335980399433,0.012735955927224804,0.007410669588513053,0.0063313802726733225,0.0048465497652210015,0.0040432877800834635,0.002531561943074535,0.001834709483389234,0.0015193443974610265,0.0012633886074226797,0.0012203493210475869,0.0010950156648792044,0.0010161509785562362,0.0009350692888811786,0.0008510500043896598]",0.00045691561535932124,0.001649372388621511
N1000,7,46,v_b,1,3.154087134740143,"[3.1514787656247436,0.1174771508719484,0.04668751503680456,0.01682390179231575,0.008787800335023471,0.0061340185149249965,0.004986493534983967,0.0030084789243415956,0.002916111420143762,0.0026411465702468337,0.0022973760125752185,0.0019141397109001595,0.0017742550555039894,0.0017249954624226655,0.0015372708713682678,0.0013852578302432754]",21.477147967505957,"[21.477013833718832,0.06970402653317763,0.027208401420372747,0.010026788572701483,0.005165360626545271,0.0035444126362522465,0.0029466892407822433,0.0017207299071054978,0.001657676789676097,0.0014970981935013867,0.0013225303324418752,0.0010997703916024286,0.001034896540486087,0.0009305176244737626,0.0008699929569117585,0.000768273893169668]",0.0004834595929423813,0.0015936691094428513
N1000,7,46,v_b,2,3.1770012648693573,"[3.172821711325891,0.1563784208221862,0.03531921320337872,0.02107658156408049,0.013213751922380217,0.009882582515639912,0.006005422388179913,0.0054733364035638695,0.004409453282129305,0.003744728348073871,0.00254477448968371,0.002151047644283459,0.0018443789001859304,0.0017269615325008723,0.001611723643607645,0.0013051394135420102]",21.77330880414462,"[21.773092418569117,0.09337341906034978,0.020514099056105194,0.012196662222301301,0.007935530113097276,0.005645286049009044,0.0034315775889733253,0.003168080651408512,0.0024942160291331283,0.0021539102437480094,0.0014407522820635435,0.00126578696248864,0.0010579817790451705,0.0009841908109205675,0.0008988780198627674,0.0007363119486144205]",0.00048579651047475636,0.0016064762259752501
N1000,7,46,v_b,3,3.1570772425538727,"[3.1525404232696546,0.1609125588619684,0.044939222308784485,0.01532175436454676,0.013901759108878378,0.010976510122954301,0.009787152287668046,0.004560670810274366,0.004097181531992668,0.003304881515777055,0.0025073015700217273,0.0021937503742787243,0.0017547838416690795,0.0015090758103436385,0.0014123024291611064,0.001401242623583457]",21.635843842116397,"[21.635613326465577,0.09520563319444213,0.025824650001817853,0.009089381602833542,0.008210415546375029,0.006243934424518506,0.005602535884179868,0.002778499721630332,0.002335098646748219,0.0018896178636126047,0.001396811715477142,0.0012710172940418962,0.0009713033873322444,0.0008652778256757618,0.0008206120918175271,0.0008028414527544585]",0.0004878667641605716,0.0015874761941797502
N1000,7,46,v_b,4,3.2299082200629647,"[3.22551692294319,0.16010735387926817,0.048658524588428426,0.011895629131560283,0.00796532451934962,0.0071930570167498395,0.005179371418089482,0.004696429758831067,0.003145044659826129,0.0027868611176002324,0.002681912555041429,0.0020749357198991034,0.0019177211990556594,0.0016999954493759322,0.001576015615524133,0.00137509293062076]",21.58740398530126,"[21.5871814338349,0.0932801430828462,0.028179403342314866,0.0067024196598823495,0.00470307390163419,0.004098620920286099,0.0029398614051179177,0.0027585110534117164,0.0018069039144900996,0.0016227484604397137,0.001501120263670917,0.0011706341910569281,0.0011261043969515566,0.0009820592986287328,0.0009060870803808781,0.0007973249899922016]",0.0004867771713179536,0.0016345627993813539
N1000,7,46,v_b,5,3.3920500894668946,"[3.3915205219131255,0.05633606369018502,0.013228649427399574,0.009414771940929656,0.008430614712928962,0.005274221933701732,0.004405944194805082,0.0032486914785053163,0.002459002856380424,0.002263587774454498,0.0018584177099814805,0.001822759894614736,0.0016147834873697308,0.001450345873860456,0.0013897457608181367,0.0012343367319554537]",22.5008364879996,"[22.500808354877684,0.03356562360861396,0.007708622732001052,0.005374230297437845,0.0048799386114927205,0.003016320720867193,0.0024746905213372805,0.0018455557417053421,0.001423231503214838,0.0013014692827991786,0.0010921813180419181,0.001042212382287445,0.0009201266959457016,0.0008354162885188956,0.0007817796671638043,0.0006957626679328692]",0.00048716412857174873,0.0016734853420523877
N1000,7,46,v_b,6,3.3663400697045436,"[3.3653970506943005,0.07483962400840982,0.020514776552463823,0.01176193131121847,0.008594812919747832,0.006287815132551411,0.005597613078276039,0.0031201717525499734,0.0028032466464537947,0.0024040922530686928,0.002276936376185164,0.002041633864772362,0.0018298829382391842,0.0016087042672947084,0.0015463036145913391,0.0014810408916002091]",22.402506087798137,"[22.4024576046615,0.04385942294124846,0.011933041973601522,0.006454301344951412,0.005014038902117331,0.0037581912852393848,0.0032966379033272887,0.0018182656086641476,0.0016350077676509935,0.0013716204154587974,0.0013007480133466261,0.0011782907600174288,0.001051593221864729,0.0009446990730764484,0.0008943882092180978,0.000842055619971187]",0.0004663205472752452,0.0016222475500962175
N1000,7,46,v_b,7,3.34035041296583,"[3.3369192590535586,0.13087215630512117,0.060077659031976816,0.042875721000519465,0.011470761227689686,0.008545189161884374,0.007514068335055339,0.004659570755028342,0.0043490426109324114,0.00314669599336255,0.003047222664563553,0.0018886251714165957,0.0018499331808811976,0.0018207639156538524,0.001572933328638652,0.0013837490071348915]",22.42987648863656,"[22.42970653237807,0.07584490930487352,0.03433064412472994,0.024155713036410547,0.006468749592320191,0.004929305852911972,0.004331489164713908,0.002702646620845266,0.002542233791169235,0.0017802213847724847,0.0017176912719090846,0.0010969214818159097,0.001066203757763675,0.0010375857181300371,0.0009158567702531609,0.0007603537933066328]",0.0004700697027146816,0.0016782861989373399
N1000,7,46,v_b,8,3.451812415372432,"[3.4514945957683802,0.04293623930919159,0.011624044466821483,0.00822823964339114,0.007266185866320793,0.006026926229580714,0.004220909721975398,0.003484897960135786,0.0028718480174000018,0.002156733399430044,0.0020015961194284615,0.0017005761180446818,0.001633075809925579,0.0015059296438829526,0.001439382456876586,0.0013332251568364244]",22.774300027592794,"[22.774284117622337,0.02457576065769737,0.006885101607724238,0.004930634390877212,0.004135570800748031,0.003549381177836761,0.0023912838348498703,0.0020028901829143584,0.00167225144009933,0.0012369194099586434,0.001167092705425747,0.0009809931353785793,0.0009501188223409463,0.0008774501859481189,0.0008149554241216848,0.0007578470857675275]",0.00048556874389760196,0.0016526370674677026
N1000,7,46,v_b,9,3.494839648305535,"[3.4946384159230677,0.0301000660733487,0.0160365200832532,0.011167161401634453,0.006315031379883963,0.005266884414670628,0.0036579163474549817,0.002990998956772774,0.002652390341202742,0.0022469571163429365,0.0021268500267114286,0.0017224461004356063,0.0016551270173297272,0.0015945953567479527,0.0014521357759116863,0.0013071248031586392]",22.8249495807067,"[22.824939773479844,0.0169031062934121,0.009068402238406457,0.006315125166007667,0.003646170940579858,0.003031726477039081,0.002199466359164059,0.0017231718092326793,0.0015618448227646324,0.0012892908546159715,0.0012524124395792893,0.0009950892929691498,0.0009467092706264954,0.0009057033102275869,0.0008412041150082129,0.0006997435205408836]",0.0004755824920721352,0.0016897791861783596
N1000,7,46,v_b,10,3.4000837991501482,"[3.399485770834759,0.05769703116284188,0.019574245912186435,0.012699621528438988,0.008841733017586452,0.006586236193462909,0.004678844888141759,0.0037798113048130473,0.002979657332270745,0.0024572974949749887,0.0022299264989604725,0.002057840331422982,0.001915388130157949,0.0018567778497194333,0.0014963068601046823,0.0013204959911301793]",22.718003998332648,"[22.717974967124885,0.03274824447142321,0.011363936922254438,0.007320616578788065,0.005108922421343416,0.003791360283279283,0.002694415170167556,0.002127922608256699,0.001658686152714935,0.001462988568773511,0.0012876208063477884,0.0011966046370889423,0.0010978856757471315,0.0010607645814741083,0.0008345264419204078,0.0007819826331396832]",0.0004869157855864614,0.0016424158046876396
N1000,7,46,v_b,11,3.217716699754584,"[3.2116695235335055,0.19219568134318793,0.038248494280903995,0.015174525545745884,0.010157644367158644,0.007368454462421961,0.005006668706517929,0.0041178960683915305,0.0037414183626367694,0.0031933763920633474,0.0025368543595397273,0.0023044356812516797,0.0021506698062341047,0.0016317903322315655,0.0015278412631977197,0.0014758120765010015]",21.544997465900714,"[21.544680483331707,0.11418242421945136,0.02159851484445007,0.008437321624721458,0.005943739673349795,0.0042749963982284655,0.002942044511284552,0.002315060389435629,0.0021023496601997255,0.001869138299895479,0.001470343101210307,0.0013349848602141696,0.0012209711417941948,0.000953103618773976,0.0008715262683902658,0.0008552351436093354]",0.00047907879343256354,0.0016536715515948076
N1000,7,46,v_b,12,3.4327090392951427,"[3.432284238702665,0.04955076048361344,0.015064678975430347,0.009782064670728887,0.0072770728216608955,0.005183604354641118,0.004065299908394095,0.0032020360457743575,0.002706638108269735,0.002563900630493486,0.002122932481541803,0.0018981930414124783,0.0017708596940676545,0.0016611777271041313,0.001529915474621581,0.0012211519395721477]",22.50066834528971,"[22.50064669514437,0.028600409229327866,0.008909698435821926,0.005624176401135217,0.004209984288098548,0.0029148657643184805,0.002285462386974016,0.0018074198008419078,0.001624347179724641,0.001439843954964574,0.0012594386342684235,0.001097900036877503,0.0010156994626555587,0.0009393136231980307,0.0008487627971829867,0.0006628903166822688]",0.0004869747790507972,0.0017248411239192342
N1000,7,46,v_b,13,3.5003688727844247,"[3.500011783089441,0.0453063824613492,0.016506492307535547,0.007592441114826956,0.006943456940166762,0.004629827185720497,0.0034940188724873113,0.0027488413103009222,0.0023521432552507477,0.0022365362337734384,0.0021497517851305427,0.0017823707839522344,0.0017202640239214323,0.0015992398907146872,0.001442244418564277,0.0012825616978429535]",22.967703553300012,"[22.967684546994448,0.02683127784237402,0.00964092872258988,0.004561390617375116,0.004132504853435376,0.00263514529286848,0.0019620184706237585,0.0015502524482371301,0.0013399470723915294,0.0013094680042607704,0.0012242970118398937,0.0010262927387892852,0.0010042046711238987,0.0009304759191947477,0.0008086087646568575,0.0007252379084993496]",0.0004867292009294033,0.0016575830824053382
