model,start_step,end_step,updates,mean_flow_loss,mean_teaching_loss,mean_total_loss,writer_grad_norm,meta_grad_norm,vl_meta_grad_norm,text_meta_grad_norm,seconds,maximum_allocated_gib
dual_camera,201,300,100,0.1195586672802234,0.06982104359893128,0.14283234847986714,0.31469649508595465,0.00013338332104467554,0.006531111496733502,0.0005685152958903927,15.184395612878724,28.175265789031982
dual_camera,301,400,100,0.11577859559672929,0.06931230791844428,0.13888269823621072,0.2509791723638773,0.0001963169362352346,0.005170895832125097,0.0006760318412852939,14.81680728236679,28.175265789031982
dual_camera,401,500,100,0.11211838902417748,0.06590435653692112,0.13408650786981785,0.2158589469641447,0.0002516027505043894,0.004443011425901204,0.0006152854691026732,14.493321311050094,28.175265789031982
dual_camera,501,600,100,0.11221157986493337,0.06297476224601269,0.13320316728027093,0.2058742055296898,0.00024652136427903313,0.004336108125280589,0.0006006339150189888,14.728109033051878,28.175265789031982
dual_camera,601,700,100,0.10997494076001679,0.060127449601422994,0.13001742396049112,0.1819442830234766,0.00019899461298336974,0.00353219180367887,0.00047018276920425707,14.580438829334453,28.175265789031982
dual_camera,701,800,100,0.10796572870042707,0.05986653675092384,0.127921240950735,0.18099865846335889,0.00025171894296363464,0.004102901462465525,0.0003478850004466949,14.893063220023178,28.175265789031982
dual_camera,801,900,100,0.10639900648079458,0.05613317738985643,0.12511006561074672,0.1686084695160389,0.00024126995191181777,0.003233586740680039,0.00023090839844371657,14.282117210016587,28.175265789031982
dual_camera,901,1000,100,0.10648216350137123,0.058841697331517936,0.1260960626118772,0.15753257237374782,0.00021831487290910445,0.002854428782593459,0.00017249212374736088,14.774872567006387,28.175265789031982
dual_camera,1001,1100,100,0.10524618057356702,0.05700583193683997,0.12424812455251369,0.15754281342029572,0.0002488887172512477,0.0026454708713572472,0.0001559398017343483,14.815887985387818,28.175265789031982
dual_camera,1101,1200,100,0.10310759063721413,0.05404734916402958,0.12112337369189065,0.14702478267252445,0.00023636528065253514,0.0023412668728269637,8.585350875364383e-05,14.80919645510614,28.175265789031982
dual_camera,1201,1300,100,0.10138733736549814,0.056225636021699756,0.12012921603939805,0.14289951898157596,0.00020703047455754132,0.0021245542948599904,0.000177573514120013,14.56720570792444,28.175286293029785
dual_camera,1301,1400,100,0.10061135500092945,0.05372298848349601,0.11851901782876145,0.13734552010893822,0.00019783791467489208,0.002024820512160659,7.058348819555249e-05,14.721601787558757,28.175286293029785
dual_camera,1401,1500,100,0.10016427628008559,0.048770109242759645,0.11642097936100548,0.13719921916723252,0.0001638485876901541,0.0017925307108089328,7.404672227494302e-05,14.281748742740602,28.175286293029785
