study,task_group,step,suite,task,occurrence,condition_index,queries,frames,flow_loss,teaching_loss,fm_lora_gradient_norm,teaching_lora_gradient_norm,task_weight,seconds
old,common20,13,libero_spatial,5,2,0,21,25,0.20620726545651755,0.07342072576284409,0.013837850652635098,0.006327205803245306,0.25,6.103675600141287
old,common20,13,libero_10,34,2,0,21,46,0.10864451172805968,0.12179061025381088,0.008843807503581047,0.009341283701360226,0.25,9.17457699868828
old,old_only4,13,libero_spatial,9,2,0,21,29,0.16587397314253305,0.12286533415317535,0.01237708143889904,0.008038964122533798,0.25,6.767656327225268
old,common20,14,libero_goal,29,2,0,21,37,0.2002693017323812,0.2017563134431839,0.015495936386287212,0.013262113556265831,0.25,7.9202201860025525
old,common20,14,libero_goal,20,2,0,21,29,0.1495672201826459,0.08392538130283356,0.017596175894141197,0.014803331345319748,0.25,6.8006597915664315
old,common20,14,libero_goal,22,2,0,21,22,0.21771576645828428,0.14731289446353912,0.023262131959199905,0.016796821728348732,0.25,5.798149164766073
old,old_only4,14,libero_object,16,2,0,21,35,0.13467800759133836,0.13581380248069763,0.018481872975826263,0.016277292743325233,0.25,7.566459018737078
old,common20,15,libero_spatial,4,2,0,21,29,0.13457584168229783,0.05457251891493797,0.012475520372390747,0.006771464366465807,0.25,7.00520368758589
old,common20,15,libero_object,14,2,0,21,29,0.11808559014683678,0.06767324358224869,0.01126913446933031,0.010237944312393665,0.25,6.981560579501092
old,common20,15,libero_10,35,2,0,21,41,0.07952997620616639,0.026549411937594414,0.009458198212087154,0.005143606103956699,0.25,8.710195655934513
old,common20,15,libero_goal,28,2,0,21,19,0.15679217307340532,0.051971178501844406,0.01868053898215294,0.007045712321996689,0.25,5.315942593850195
old,old_only4,16,libero_object,18,2,0,21,34,0.09456069731996172,0.06401821225881577,0.011333778500556946,0.013316362164914608,0.25,7.880634047091007
old,common20,16,libero_10,36,2,0,21,42,0.11852330891858964,0.05821641907095909,0.01757112331688404,0.00895171519368887,0.25,9.434515912085772
old,common20,16,libero_object,19,2,0,21,29,0.1034832014924004,0.060524724423885345,0.01249956525862217,0.010949620045721531,0.25,7.013243015855551
old,common20,16,libero_spatial,0,2,0,21,35,0.2070567856232325,0.16085284948349,0.019246229901909828,0.0147859463468194,0.25,7.733325961977243
old,common20,17,libero_spatial,2,2,0,21,21,0.13929212873890284,0.05017584189772606,0.014466771855950356,0.010825516656041145,0.25,5.631620714440942
old,common20,17,libero_10,37,2,0,21,61,0.14046686923220045,0.05622531473636627,0.01433316245675087,0.00954714696854353,0.25,11.355111161246896
old,common20,17,libero_10,38,2,0,21,77,0.09539602590458733,0.06177414953708649,0.012891232036054134,0.009452053345739841,0.25,13.622887800447643
old,common20,17,libero_object,12,2,0,21,27,0.09669809078886396,0.06058523431420326,0.01241875160485506,0.00888919085264206,0.25,6.710868758149445
old,old_only4,18,libero_10,39,2,0,21,55,0.206786219562803,0.21748681366443634,0.018059544265270233,0.024138854816555977,0.25,10.465921407565475
old,common20,18,libero_goal,21,2,0,21,21,0.1376192229134696,0.06698340177536011,0.016297077760100365,0.013997316360473633,0.25,5.703665942884982
old,common20,18,libero_object,15,2,0,21,35,0.12468658103829336,0.10289964079856873,0.014221484772861004,0.013911292888224125,0.25,7.952751675620675
old,common20,18,libero_goal,25,2,0,21,30,0.17696600300925117,0.19941547513008118,0.03690757229924202,0.037309516221284866,0.25,6.933385197073221
old,common20,19,libero_object,14,3,0,21,34,0.09446191149098532,0.10757884383201599,0.00901286955922842,0.010270470753312111,0.25,7.579448014497757
old,old_only4,19,libero_10,39,3,0,21,65,0.1786727692399706,0.15004269778728485,0.01709567941725254,0.014447586610913277,0.25,12.00258214585483
old,common20,19,libero_10,35,3,0,21,41,0.09602770741496768,0.02924240194261074,0.009810560382902622,0.004562607035040855,0.25,8.352929681539536
old,common20,19,libero_goal,29,3,0,21,53,0.18367778048628852,0.26199591159820557,0.022282447665929794,0.020727181807160378,0.25,10.34331581555307
old,common20,20,libero_object,12,3,0,21,28,0.0953286180184001,0.050981003791093826,0.008707450702786446,0.00933533813804388,0.25,6.636493842117488
old,common20,20,libero_spatial,7,3,0,21,32,0.11688042999733061,0.11826404929161072,0.0123779671266675,0.011461813934147358,0.25,6.995845207944512
old,common20,20,libero_10,38,3,0,21,77,0.12559321700107484,0.04935731738805771,0.011278130114078522,0.0058508156798779964,0.25,13.19593895599246
old,common20,20,libero_spatial,0,3,0,21,22,0.22069951111362093,0.07091103494167328,0.024742906913161278,0.010211348533630371,0.25,5.780438652262092
old,common20,21,libero_goal,22,3,0,21,27,0.21324849270638965,0.21517236530780792,0.03575347736477852,0.037023600190877914,0.25,6.558257130905986
old,common20,21,libero_10,37,3,0,21,53,0.13331943324634007,0.08498002588748932,0.009025008417665958,0.0061635179445147514,0.25,10.33414364606142
old,common20,21,libero_goal,25,3,0,21,31,0.1504466150488172,0.15151789784431458,0.029580945149064064,0.02127356454730034,0.25,7.053862622007728
old,common20,21,libero_spatial,4,3,0,21,29,0.16652134557565051,0.05872863903641701,0.015462711453437805,0.009431992657482624,0.25,6.9610034907236695
old,common20,22,libero_goal,21,3,0,21,23,0.12173554372219811,0.07642851769924164,0.015101807191967964,0.009799915365874767,0.25,6.150567841716111
old,common20,22,libero_goal,28,3,0,21,23,0.14927883730048225,0.08325796574354172,0.019618699327111244,0.009277346543967724,0.25,5.976854027248919
old,old_only4,22,libero_object,18,3,0,21,31,0.080706280789205,0.051385123282670975,0.008049470372498035,0.007374478504061699,0.25,7.409554790705442
old,common20,22,libero_spatial,2,3,0,21,21,0.11539123952388763,0.07779959589242935,0.013692980632185936,0.008899220265448093,0.25,5.6140715992078185
old,old_only4,23,libero_object,16,3,0,21,31,0.10779424614849542,0.06847184896469116,0.012942243367433548,0.00902845524251461,0.25,7.037608633749187
old,common20,23,libero_goal,20,3,0,21,29,0.14333669486499967,0.10973772406578064,0.02660704031586647,0.01518520899116993,0.25,6.992036453448236
old,common20,23,libero_object,15,3,0,21,29,0.14202888522829327,0.13462664186954498,0.016539648175239563,0.014077483676373959,0.25,6.756640652194619
old,common20,23,libero_10,34,3,0,21,49,0.10609035619667598,0.08302881568670273,0.013431709259748459,0.008797039277851582,0.25,9.660847958177328
old,common20,24,libero_object,19,3,0,21,28,0.09502089484816505,0.05575309693813324,0.012221240438520908,0.006027900148183107,0.25,6.78951666969806
old,common20,24,libero_10,36,3,0,21,49,0.1279029314007078,0.021883048117160797,0.011217952705919743,0.005705465096980333,0.25,10.360944734886289
old,old_only4,24,libero_spatial,9,3,0,21,28,0.17647461947940643,0.08073399215936661,0.016932809725403786,0.007572459056973457,0.25,6.966242237016559
old,common20,24,libero_spatial,5,3,0,21,24,0.2045155032759621,0.11141656339168549,0.03195842728018761,0.010022979229688644,0.25,6.118562038987875
old,common20,25,libero_goal,28,4,0,21,19,0.13018463764871868,0.05665062740445137,0.01613076776266098,0.006663172971457243,0.25,5.4001309322193265
old,common20,25,libero_goal,21,4,0,21,22,0.10405577825648445,0.04468471556901932,0.009885680861771107,0.004728461150079966,0.25,5.930652744136751
old,common20,25,libero_object,14,4,0,21,33,0.11936919107323599,0.07004021108150482,0.011217175982892513,0.009497540071606636,0.25,7.614072504453361
old,common20,25,libero_spatial,0,4,0,21,20,0.20373506347338358,0.042711179703474045,0.02093055285513401,0.007046994287520647,0.25,5.668289044871926
old,common20,26,libero_goal,29,4,0,21,38,0.1805420283760343,0.21538536250591278,0.029405415058135986,0.024953436106443405,0.25,8.178130677901208
old,common20,26,libero_10,38,4,0,21,102,0.10948781030518669,0.14153136312961578,0.02021179348230362,0.01306469738483429,0.25,17.114613353274763
old,common20,26,libero_object,19,4,0,21,26,0.08936754649593717,0.048083025962114334,0.016966264694929123,0.008912946097552776,0.25,6.471645204350352
old,common20,26,libero_goal,22,4,0,21,22,0.16506958646433692,0.10821658372879028,0.03427724167704582,0.024034705013036728,0.25,5.921396683901548
old,common20,27,libero_object,15,4,0,21,31,0.09823181586606163,0.07301142811775208,0.010714893229305744,0.010513605549931526,0.25,7.051036546938121
old,common20,27,libero_goal,25,4,0,21,26,0.1465546428447678,0.08727271109819412,0.025785865262150764,0.013167468830943108,0.25,6.565638717263937
old,common20,27,libero_spatial,4,4,0,21,29,0.13823087300573075,0.08483445644378662,0.01154812891036272,0.008030314929783344,0.25,7.119161169975996
old,old_only4,27,libero_spatial,9,4,0,21,28,0.1640467792749405,0.07247089594602585,0.011606655083596706,0.008707108907401562,0.25,6.620068588294089
old,common20,28,libero_10,34,4,0,21,54,0.1290982574934051,0.03468851000070572,0.015602716244757175,0.003857954638078809,0.25,10.419667295180261
old,old_only4,28,libero_10,39,4,0,21,65,0.21829907383237565,0.1614917665719986,0.019444767385721207,0.015183220617473125,0.25,12.27381794154644
old,old_only4,28,libero_object,18,4,0,21,33,0.09160830861046201,0.0639905110001564,0.010786892846226692,0.010132201947271824,0.25,8.061565347015858
old,common20,28,libero_spatial,7,4,0,21,36,0.13883887302307857,0.16072164475917816,0.012302996590733528,0.012730302289128304,0.25,8.261261349543929
old,common20,29,libero_10,36,4,0,21,51,0.09924415428014029,0.11046402156352997,0.008983072824776173,0.008926662616431713,0.25,10.13204928021878
old,common20,29,libero_spatial,5,4,0,21,25,0.17298278638294762,0.11678673326969147,0.01797630451619625,0.007835758849978447,0.25,6.376594494096935
old,common20,29,libero_spatial,2,4,0,21,27,0.129763187397094,0.04721730947494507,0.009748882614076138,0.004558473825454712,0.25,6.467951618134975
old,old_only4,29,libero_object,16,4,0,21,34,0.11139231689629099,0.1628870964050293,0.012949913740158081,0.011763082817196846,0.25,7.564076530747116
old,common20,30,libero_10,37,4,0,21,51,0.13531855884052457,0.1216297298669815,0.012011568993330002,0.00673320097848773,0.25,10.034794643521309
old,common20,30,libero_10,35,4,0,21,40,0.08138691350108102,0.030623672530055046,0.007350338622927666,0.0035048939753323793,0.25,8.318618620745838
old,common20,30,libero_goal,20,4,0,21,30,0.15186734426589238,0.09061320871114731,0.014110447838902473,0.00931133609265089,0.25,6.879918047226965
old,common20,30,libero_object,12,4,0,21,34,0.10587642980473382,0.1565054953098297,0.00910081248730421,0.012758270837366581,0.25,8.049910571426153
old,common20,31,libero_object,12,5,0,21,26,0.12134496016161782,0.061512984335422516,0.007554624695330858,0.0068254671059548855,0.25,6.425306959077716
old,old_only4,31,libero_spatial,9,5,0,21,29,0.16655181206408,0.05493532121181488,0.0093154301866889,0.004955746699124575,0.25,6.728509604930878
old,old_only4,31,libero_object,16,5,0,21,32,0.1113989491547857,0.044140882790088654,0.008502121083438396,0.010179754346609116,0.25,7.3018467435613275
old,common20,31,libero_goal,25,5,0,21,30,0.18698641870703014,0.08065475523471832,0.020960047841072083,0.015483737923204899,0.25,6.883571019396186
old,common20,32,libero_object,14,5,0,21,31,0.06362689357428324,0.07494549453258514,0.0077918521128594875,0.008730965666472912,0.25,7.153547689318657
old,common20,32,libero_goal,20,5,0,21,32,0.1566657182716188,0.11370910704135895,0.014628196135163307,0.01223006471991539,0.25,7.401130153797567
old,common20,32,libero_spatial,7,5,0,21,30,0.10249004654941105,0.08069021999835968,0.009029200300574303,0.007851842790842056,0.25,6.933787869289517
old,common20,32,libero_10,34,5,0,21,50,0.08885052977573304,0.06365181505680084,0.006071146111935377,0.004379515070468187,0.25,9.941417722031474
old,common20,33,libero_goal,28,5,0,21,19,0.12559897807382403,0.08433166146278381,0.020950976759195328,0.007385144475847483,0.25,5.690843852236867
old,common20,33,libero_goal,21,5,0,21,26,0.1081524331654821,0.035246267914772034,0.016000114381313324,0.006400450598448515,0.25,6.303602837026119
old,common20,33,libero_10,37,5,0,21,48,0.1325830136026655,0.032632824033498764,0.010725906118750572,0.004428633954375982,0.25,9.47910463064909
old,common20,33,libero_spatial,0,5,0,21,25,0.21377384662628174,0.11373156309127808,0.020064618438482285,0.013419773429632187,0.25,6.365180054679513
old,common20,34,libero_object,19,5,0,21,27,0.08988522312470845,0.061782438308000565,0.012411173433065414,0.01422587875276804,0.25,6.464685287326574
old,common20,34,libero_goal,22,5,0,21,19,0.17557440201441446,0.11401370167732239,0.03397411108016968,0.0171625055372715,0.25,5.326123351231217
old,common20,34,libero_object,15,5,0,21,36,0.138616501220635,0.07711293548345566,0.01654970273375511,0.014257562346756458,0.25,7.7744548516348
old,common20,34,libero_10,35,5,0,21,41,0.08062272128604707,0.029560372233390808,0.01888822391629219,0.006085630506277084,0.25,8.290763194672763
old,common20,35,libero_10,36,5,0,21,58,0.11994229718333199,0.13130679726600647,0.014030318707227707,0.01120716705918312,0.25,11.064698167145252
old,common20,35,libero_goal,29,5,0,21,37,0.16927776379244666,0.12654127180576324,0.030060289427638054,0.020455878227949142,0.25,7.9002250749617815
old,old_only4,35,libero_object,18,5,0,21,34,0.0813418442294711,0.033763233572244644,0.010793709196150303,0.007749360520392656,0.25,8.147424581460655
old,common20,35,libero_10,38,5,0,21,76,0.13029736422357105,0.03923206031322479,0.015054467134177685,0.007127801422029734,0.25,13.237766618840396
old,common20,36,libero_spatial,5,5,0,21,27,0.21574119159153526,0.061376724392175674,0.024720465764403343,0.010583275929093361,0.25,6.411933170631528
old,common20,36,libero_spatial,2,5,0,21,24,0.10136109484093529,0.08668817579746246,0.01080881804227829,0.010159030556678772,0.25,6.301144167780876
old,old_only4,36,libero_10,39,5,0,21,63,0.20330534804435002,0.1690332293510437,0.025410469621419907,0.018559105694293976,0.25,11.860561355017126
old,common20,36,libero_spatial,4,5,0,21,30,0.13879665661425816,0.053316354751586914,0.019152630120515823,0.009084692224860191,0.25,6.988935144618154
old,common20,37,libero_object,14,6,0,21,31,0.12033463517824809,0.10690292716026306,0.011910323984920979,0.009520705789327621,0.25,7.099422527477145
old,common20,37,libero_spatial,5,6,0,21,25,0.16088634658427464,0.09122252464294434,0.018760500475764275,0.019126160070300102,0.25,6.222276462242007
old,common20,37,libero_goal,21,6,0,21,24,0.09683749079704282,0.04463084787130356,0.011231551878154278,0.008867396041750908,0.25,5.942764209583402
old,common20,37,libero_10,34,6,0,21,55,0.09866202445257277,0.06467921286821365,0.010623292066156864,0.007461083121597767,0.25,10.3878202624619
old,old_only4,38,libero_10,39,6,0,21,69,0.22574224358513242,0.2023402750492096,0.022905413061380386,0.012499107047915459,0.25,12.535192321054637
old,common20,38,libero_object,19,6,0,21,28,0.09703230751412255,0.04586242511868477,0.006267758086323738,0.005587106570601463,0.25,6.825865309685469
old,common20,38,libero_goal,28,6,0,21,19,0.12420757008450371,0.06407125294208527,0.016672231256961823,0.006524344440549612,0.25,5.511070010252297
old,common20,38,libero_object,15,6,0,21,32,0.12451534895669847,0.0743895098567009,0.01658260077238083,0.01058868132531643,0.25,7.1138716051355
old,old_only4,39,libero_spatial,9,6,0,21,26,0.15205850842453184,0.04210998862981796,0.015029452741146088,0.006148439832031727,0.25,6.449659679085016
old,common20,39,libero_10,36,6,0,21,42,0.13805597169058664,0.05057399719953537,0.007901906035840511,0.007568983361124992,0.25,8.953983110375702
old,old_only4,39,libero_object,16,6,0,21,30,0.09929423779249191,0.12499158829450607,0.016200771555304527,0.016611970961093903,0.25,6.941122537478805
old,common20,39,libero_goal,29,6,0,21,36,0.21186655830769313,0.13558273017406464,0.025066008791327477,0.014679326675832272,0.25,7.8888152707368135
old,common20,40,libero_spatial,0,6,0,21,18,0.1897596205983843,0.09216417372226715,0.02550361305475235,0.015173973515629768,0.25,5.175278544425964
old,old_only4,40,libero_object,18,6,0,21,31,0.0985503796310652,0.04409687966108322,0.010592881590127945,0.008923862129449844,0.25,8.011172874830663
old,common20,40,libero_10,35,6,0,21,46,0.07432349487429572,0.04919195920228958,0.01350007951259613,0.006157820113003254,0.25,9.173845708370209
old,common20,40,libero_goal,25,6,0,21,30,0.15214711995351882,0.13609980046749115,0.057299040257930756,0.051099564880132675,0.25,6.8579295463860035
old,common20,41,libero_goal,20,6,0,21,28,0.13871000210444132,0.06993091106414795,0.015541384927928448,0.009748131968080997,0.25,6.798341705463827
old,common20,41,libero_spatial,4,6,0,21,29,0.14210204425312223,0.06670768558979034,0.012877281755208969,0.013027475215494633,0.25,6.942028719000518
old,common20,41,libero_goal,22,6,0,21,22,0.16626842319965363,0.1367105096578598,0.03551246225833893,0.02534640021622181,0.25,6.1218277253210545
old,common20,41,libero_10,38,6,0,21,83,0.12612447958616982,0.023621544241905212,0.010484511032700539,0.006493495311588049,0.25,14.294442372396588
old,common20,42,libero_object,12,6,0,21,28,0.09827953257731029,0.048277560621500015,0.01892670802772045,0.007746737916022539,0.25,6.549265560694039
old,common20,42,libero_10,37,6,0,21,55,0.15680360119967235,0.13142690062522888,0.013280256651341915,0.011521372944116592,0.25,10.588217592798173
old,common20,42,libero_spatial,2,6,0,21,25,0.11131571410667329,0.07789510488510132,0.011313182301819324,0.01054837554693222,0.25,6.1626679468899965
old,common20,42,libero_spatial,7,6,0,21,29,0.13748729938552492,0.06298328936100006,0.010720171965658665,0.0077330875210464,0.25,6.78657703101635
old,common20,43,libero_goal,25,7,0,21,36,0.17132572403975893,0.09942495822906494,0.02362080104649067,0.01113107055425644,0.25,7.928721833974123
old,common20,43,libero_object,12,7,0,21,27,0.12191849308354515,0.06193162128329277,0.010119827464222908,0.009333138354122639,0.25,6.663490297272801
old,common20,43,libero_object,19,7,0,21,28,0.07312721297854469,0.05717724189162254,0.008823526091873646,0.00830921158194542,0.25,6.996937111951411
old,common20,43,libero_spatial,7,7,0,21,26,0.12891395638386408,0.07498985528945923,0.012948943302035332,0.005296875722706318,0.25,6.333866395056248
old,common20,44,libero_goal,21,7,0,21,20,0.11052550694772176,0.05175966024398804,0.009539270773530006,0.004895943216979504,0.25,5.807537126354873
old,common20,44,libero_10,37,7,0,21,49,0.15005885809659958,0.10163427144289017,0.008922846987843513,0.006912513170391321,0.25,9.805484538897872
old,old_only4,44,libero_10,39,7,0,21,57,0.18608170960630688,0.13379785418510437,0.013593443669378757,0.011004533618688583,0.25,10.870559079572558
old,common20,44,libero_object,14,7,0,21,30,0.08328351733230409,0.043022871017456055,0.016407625749707222,0.005838136188685894,0.25,6.969427741132677
old,common20,45,libero_spatial,4,7,0,21,28,0.13056797179437818,0.05682433396577835,0.009033512324094772,0.005561131983995438,0.25,6.768796093761921
old,common20,45,libero_goal,28,7,0,21,20,0.12082569017296746,0.04406493529677391,0.022866327315568924,0.007180192973464727,0.25,5.467918058857322
old,common20,45,libero_object,15,7,0,21,33,0.12561608709040142,0.08188089728355408,0.01353483647108078,0.010231917724013329,0.25,7.451484891586006
old,common20,45,libero_goal,22,7,0,21,21,0.14161364876088642,0.11177472025156021,0.025235140696167946,0.03217886760830879,0.25,5.655992398969829
old,old_only4,46,libero_object,16,7,0,21,32,0.07741812385973476,0.09896527975797653,0.009473701007664204,0.014600121416151524,0.25,7.394337213598192
old,common20,46,libero_10,36,7,0,21,56,0.09039194527126493,0.07290845364332199,0.00810156762599945,0.006834914907813072,0.25,10.659983863122761
old,common20,46,libero_10,38,7,0,21,85,0.09336861719687778,0.12646141648292542,0.0080611826851964,0.011918708682060242,0.25,14.64502970315516
old,common20,46,libero_goal,20,7,0,21,29,0.1447731022323881,0.03421318531036377,0.018182193860411644,0.008155779913067818,0.25,6.7587303929030895
old,old_only4,47,libero_object,18,7,0,21,36,0.11071309731120155,0.06997844576835632,0.008089536800980568,0.007553445175290108,0.25,8.052725914865732
old,common20,47,libero_goal,29,7,0,21,32,0.20112470430987223,0.21886782348155975,0.03971920162439346,0.037572670727968216,0.25,7.162002764642239
old,common20,47,libero_spatial,2,7,0,21,25,0.09924289016496568,0.060110144317150116,0.01823320984840393,0.006420891731977463,0.25,6.477604771964252
old,old_only4,47,libero_spatial,9,7,0,21,28,0.1303432441893078,0.09688951075077057,0.017105624079704285,0.010723691433668137,0.25,6.566109548322856
old,common20,48,libero_10,35,7,0,21,37,0.06773072853684425,0.01659930683672428,0.017065441235899925,0.005132004152983427,0.25,7.9750413056463
old,common20,48,libero_spatial,5,7,0,21,25,0.1647921853831836,0.25426098704338074,0.034180499613285065,0.04066963866353035,0.25,6.111652844585478
old,common20,48,libero_spatial,0,7,0,21,28,0.2313070190804345,0.24608755111694336,0.041851721704006195,0.02052227035164833,0.25,6.587129021063447
old,common20,48,libero_10,34,7,0,21,54,0.12879620847247894,0.03832773491740227,0.016477499157190323,0.00827016681432724,0.25,10.294757131487131
old,common20,49,libero_goal,22,8,0,21,24,0.12741640706857044,0.07383012026548386,0.028156280517578125,0.013950968161225319,0.25,6.26412405166775
old,common20,49,libero_10,37,8,0,21,56,0.10824407459724517,0.08641695231199265,0.00964945089071989,0.007077095098793507,0.25,10.855992783792317
