study,task_group,step,suite,task,occurrence,condition_index,queries,frames,flow_loss,teaching_loss,fm_lora_gradient_norm,teaching_lora_gradient_norm,task_weight,seconds
old,common20,132,libero_goal,25,21,0,21,39,0.15232653312739872,0.1520274579524994,0.026265010237693787,0.03859119117259979,0.25,8.323185880668461
old,common20,132,libero_10,35,21,0,21,42,0.0851761893857093,0.030226243659853935,0.009656879119575024,0.003963255789130926,0.25,8.722331093624234
old,common20,132,libero_spatial,0,21,0,21,21,0.1386123150587082,0.16049711406230927,0.02412921003997326,0.011931856162846088,0.25,5.741383803077042
old,common20,133,libero_spatial,4,22,0,21,34,0.12780934785093578,0.04822607710957527,0.008025433868169785,0.006996675860136747,0.25,7.567053553648293
old,common20,133,libero_10,37,22,0,21,62,0.1741507812624886,0.04965927451848984,0.008841773495078087,0.004529866855591536,0.25,11.242314829491079
old,common20,133,libero_10,34,22,0,21,53,0.09829770560775482,0.0454111211001873,0.009190695360302925,0.003891946282237768,0.25,10.322685910388827
old,common20,133,libero_10,38,22,0,21,95,0.10589017914164633,0.03832032158970833,0.007479511201381683,0.004324088338762522,0.25,15.897687716409564
old,common20,134,libero_spatial,2,22,0,21,24,0.0832946587886129,0.04415605962276459,0.006923304405063391,0.005508502013981342,0.25,6.263347362168133
old,common20,134,libero_goal,20,22,0,21,28,0.13669263536021822,0.0563218779861927,0.011197563260793686,0.011782125569880009,0.25,6.495922704227269
old,common20,134,libero_object,12,22,0,21,26,0.09499672871260416,0.11391135305166245,0.010164019651710987,0.007411490194499493,0.25,6.589670556597412
old,common20,134,libero_goal,29,22,0,21,32,0.16507176274345034,0.1367805451154709,0.02501244843006134,0.027412980794906616,0.25,7.2148997485637665
old,common20,135,libero_10,36,22,0,21,58,0.11614701009932019,0.12454560399055481,0.0074702161364257336,0.0058496687561273575,0.25,10.859113328158855
old,common20,135,libero_spatial,0,22,0,21,19,0.16591217617193857,0.0674215704202652,0.01761007495224476,0.01506672240793705,0.25,5.347555400803685
old,old_only4,135,libero_object,16,22,0,21,34,0.09697001711243675,0.061173465102910995,0.007952193729579449,0.006858218926936388,0.25,7.4563225926831365
old,common20,135,libero_spatial,7,22,0,21,27,0.10422709939025697,0.06538274884223938,0.0073861670680344105,0.005234339740127325,0.25,6.710880544036627
old,common20,136,libero_goal,22,22,0,21,21,0.17612524685405548,0.1257152408361435,0.09840674698352814,0.06198875978589058,0.25,5.66665349714458
old,common20,136,libero_spatial,5,22,0,21,26,0.15628424783547717,0.08758140355348587,0.012674526311457157,0.01101291086524725,0.25,6.428928516805172
old,common20,136,libero_goal,25,22,0,21,26,0.14980677408831458,0.10642411559820175,0.0221868809312582,0.011155144311487675,0.25,6.637852555140853
old,old_only4,136,libero_10,39,22,0,21,76,0.19761682266280764,0.16259260475635529,0.014679793268442154,0.011073528788983822,0.25,13.490345348604023
old,common20,137,libero_goal,21,22,0,21,20,0.07958149732578368,0.0590733177959919,0.015359160490334034,0.007238689344376326,0.25,5.620957097038627
old,common20,137,libero_object,19,22,0,21,25,0.09703939514500755,0.05790994316339493,0.008949837647378445,0.0058662174269557,0.25,6.444568415172398
old,old_only4,137,libero_spatial,9,22,0,21,27,0.18832359853244962,0.14603354036808014,0.021729016676545143,0.012102785520255566,0.25,6.485268032178283
old,common20,137,libero_goal,28,22,0,21,22,0.09350153626430602,0.06572112441062927,0.012457373552024364,0.007306828163564205,0.25,5.706022493541241
old,old_only4,138,libero_object,18,22,0,21,31,0.11293892846221015,0.048340849578380585,0.011505179107189178,0.0069426740519702435,0.25,7.157330728136003
old,common20,138,libero_object,14,22,0,21,31,0.09411510080099104,0.0734940767288208,0.012509308755397797,0.0065925708040595055,0.25,7.250651774927974
old,common20,138,libero_object,15,22,0,21,28,0.08963194915226527,0.06282481551170349,0.00987800769507885,0.011246243491768837,0.25,6.640020860359073
old,common20,138,libero_10,35,22,0,21,38,0.10899121775513601,0.01493778545409441,0.010206727311015129,0.0032366178929805756,0.25,8.007210842333734
old,common20,139,libero_object,12,23,0,21,26,0.09456766857987359,0.05845043435692787,0.00904655922204256,0.012165370397269726,0.25,6.3834711862728
old,common20,139,libero_10,37,23,0,21,48,0.11175809871582758,0.036337994039058685,0.00902703870087862,0.004805781878530979,0.25,10.03522336948663
old,common20,139,libero_object,19,23,0,21,27,0.07473815480868021,0.042888883501291275,0.008918439038097858,0.007371959276497364,0.25,6.985269161872566
old,common20,139,libero_goal,25,23,0,21,28,0.15574844536327181,0.08150129020214081,0.026211829856038094,0.011888803914189339,0.25,6.656670080497861
old,common20,140,libero_10,38,23,0,21,79,0.10016911725203197,0.029938841238617897,0.012732487171888351,0.006968236528337002,0.25,13.625319470651448
old,common20,140,libero_spatial,2,23,0,21,22,0.11400557699657622,0.07355718314647675,0.0212872214615345,0.015304661355912685,0.25,5.7729010954499245
old,common20,140,libero_spatial,7,23,0,21,28,0.14053542628174737,0.046323325484991074,0.025198698043823242,0.00900510884821415,0.25,6.561683555133641
old,common20,140,libero_goal,20,23,0,21,31,0.12198539503983089,0.06473807245492935,0.01177901029586792,0.00966197531670332,0.25,6.896917091682553
old,common20,141,libero_goal,21,23,0,21,22,0.10227364514555248,0.03896486386656761,0.015912571921944618,0.010556554421782494,0.25,5.774760984815657
old,common20,141,libero_10,35,23,0,21,40,0.08443379118329003,0.015427080914378166,0.009399862959980965,0.001961516449227929,0.25,8.468613243661821
old,old_only4,141,libero_object,16,23,0,21,32,0.09552538891633351,0.09049123525619507,0.009962801821529865,0.008059114217758179,0.25,7.32550735399127
old,common20,141,libero_goal,29,23,0,21,35,0.16324215772606077,0.16466544568538666,0.028294619172811508,0.015445196069777012,0.25,7.695530541241169
old,common20,142,libero_spatial,5,23,0,21,24,0.19369231519244967,0.05838465690612793,0.019063331186771393,0.006715478375554085,0.25,6.325086801312864
old,common20,142,libero_object,15,23,0,21,28,0.11243747565008345,0.04909722879528999,0.01039312593638897,0.007308249361813068,0.25,6.779784249141812
old,old_only4,142,libero_10,39,23,0,21,53,0.20215371676853724,0.12532973289489746,0.014862405136227608,0.014306943863630295,0.25,10.160717315040529
old,common20,142,libero_goal,22,23,0,21,25,0.15210509725979396,0.19834282994270325,0.024549491703510284,0.02323896437883377,0.25,6.150062047876418
old,common20,143,libero_10,36,23,0,21,49,0.11692876546155839,0.07384507358074188,0.016712000593543053,0.005614172201603651,0.25,9.865660265088081
old,common20,143,libero_spatial,0,23,0,21,20,0.1765048312289374,0.05056783929467201,0.0180831179022789,0.0078085605055093765,0.25,5.632960142567754
old,common20,143,libero_spatial,4,23,0,21,31,0.15434820417846953,0.11680985242128372,0.018861936405301094,0.007236038334667683,0.25,7.183428851887584
old,old_only4,143,libero_spatial,9,23,0,21,29,0.16548069140740804,0.13203169405460358,0.015622904524207115,0.009116861037909985,0.25,6.768512875773013
old,common20,144,libero_10,34,23,0,21,60,0.07341720873401278,0.08064468204975128,0.008230792358517647,0.005120613146573305,0.25,10.78232971765101
old,old_only4,144,libero_object,18,23,0,21,32,0.08702550615583146,0.048406511545181274,0.00938902236521244,0.008397486992180347,0.25,7.258176457136869
old,common20,144,libero_goal,28,23,0,21,20,0.15197563987402687,0.04397784546017647,0.020663458853960037,0.005652661435306072,0.25,5.437884428538382
old,common20,144,libero_object,14,23,0,21,31,0.10215628040688378,0.01363353617489338,0.008187057450413704,0.003063626354560256,0.25,7.002235941588879
old,common20,145,libero_object,15,24,0,21,29,0.1219939859140487,0.08902408182621002,0.009212912060320377,0.014964574947953224,0.25,6.9212810350582
old,old_only4,145,libero_spatial,9,24,0,21,28,0.1483159668388821,0.08764313161373138,0.013910003006458282,0.007915401831269264,0.25,6.566891293972731
old,common20,145,libero_spatial,2,24,0,21,22,0.11263335105918702,0.06164298951625824,0.007673867512494326,0.0063189915381371975,0.25,5.702624969184399
old,old_only4,145,libero_object,16,24,0,21,31,0.10434529646521523,0.10448835045099258,0.007314057555049658,0.00845417007803917,0.25,7.000256494618952
old,common20,146,libero_goal,29,24,0,21,32,0.1601635558264596,0.06691869348287582,0.016830625012516975,0.013193042948842049,0.25,7.154890447854996
old,common20,146,libero_10,37,24,0,21,47,0.11434572828667502,0.039790913462638855,0.007861481048166752,0.005875836126506329,0.25,9.606050928123295
old,common20,146,libero_goal,22,24,0,21,24,0.12999107724144343,0.12411252409219742,0.01199954841285944,0.014591557905077934,0.25,6.053284473717213
old,common20,146,libero_10,36,24,0,21,45,0.09294418351990835,0.04472643509507179,0.009244631044566631,0.005704923998564482,0.25,9.541888199746609
old,common20,147,libero_object,19,24,0,21,35,0.12245857147943406,0.09881909191608429,0.008011826314032078,0.009483314119279385,0.25,7.801537501625717
old,common20,147,libero_10,34,24,0,21,48,0.09473656650100434,0.09810513257980347,0.00943966768682003,0.007979531772434711,0.25,9.391325764358044
old,common20,147,libero_spatial,5,24,0,21,32,0.18121694596040813,0.1186099722981453,0.016032062470912933,0.010815596207976341,0.25,7.183102388866246
old,common20,147,libero_goal,25,24,0,21,32,0.1373751638900666,0.050114382058382034,0.05036737397313118,0.011657134629786015,0.25,7.041551825590432
old,common20,148,libero_object,14,24,0,21,30,0.08708249351808002,0.040476664900779724,0.008407599292695522,0.005584183149039745,0.25,7.1029509184882045
old,common20,148,libero_object,12,24,0,21,26,0.08980086907034829,0.07998374849557877,0.007040437310934067,0.007698670029640198,0.25,6.559503272175789
old,common20,148,libero_10,35,24,0,21,50,0.07740727936228116,0.05145005136728287,0.009092985652387142,0.005232684314250946,0.25,9.766908128745854
old,common20,148,libero_spatial,4,24,0,21,27,0.14475751065072556,0.10599707812070847,0.0097602978348732,0.008640565909445286,0.25,6.643959177657962
old,common20,149,libero_spatial,0,24,0,21,18,0.1892534409250532,0.08954858779907227,0.013621770776808262,0.007265642285346985,0.25,5.226354278624058
old,old_only4,149,libero_10,39,24,0,21,76,0.231589770033246,0.16247083246707916,0.012173952534794807,0.014708168804645538,0.25,13.569048282690346
old,common20,149,libero_10,38,24,0,21,87,0.11379647645212355,0.07289666682481766,0.011782719753682613,0.010325809940695763,0.25,15.207660915330052
old,old_only4,149,libero_object,18,24,0,21,34,0.11139101996308282,0.06536398828029633,0.011038324795663357,0.008667130954563618,0.25,7.720133365131915
old,common20,150,libero_goal,28,24,0,21,19,0.12923482734532582,0.0715152770280838,0.013155096210539341,0.009263556450605392,0.25,5.454973285086453
old,common20,150,libero_goal,20,24,0,21,27,0.12621401853504632,0.056457094848155975,0.0193294957280159,0.007777881342917681,0.25,6.58330097887665
old,common20,150,libero_spatial,7,24,0,21,32,0.12655778122799738,0.07588601112365723,0.009153389371931553,0.0068975407630205154,0.25,7.165274005383253
old,common20,150,libero_goal,21,24,0,21,20,0.10779816337994166,0.07246585190296173,0.01149747520685196,0.004848267883062363,0.25,5.624637559056282
old,common20,151,libero_object,15,25,0,21,28,0.09587584471418745,0.07277238368988037,0.008553077466785908,0.00943265575915575,0.25,6.687697225250304
old,common20,151,libero_10,37,25,0,21,50,0.12334444054535457,0.06055893748998642,0.009692732244729996,0.006413137074559927,0.25,10.181674068793654
old,common20,151,libero_goal,20,25,0,21,27,0.15200139262846538,0.05288850888609886,0.013112952001392841,0.013920353725552559,0.25,6.603627077303827
old,common20,151,libero_10,35,25,0,21,43,0.06312336737201327,0.023787835612893105,0.011668918654322624,0.003443310735747218,0.25,8.860451009124517
old,old_only4,152,libero_object,18,25,0,21,32,0.08326842884222665,0.04591010510921478,0.008148206397891045,0.006415157113224268,0.25,7.257155166007578
old,common20,152,libero_spatial,7,25,0,21,28,0.1166500470467976,0.0765538290143013,0.00850424263626337,0.0070324004627764225,0.25,6.559898845851421
old,common20,152,libero_10,34,25,0,21,55,0.11895257660320827,0.04545227810740471,0.0067358603700995445,0.004281180910766125,0.25,10.528632948175073
old,common20,152,libero_object,19,25,0,21,32,0.08262299994627635,0.040231648832559586,0.009601444937288761,0.006813050247728825,0.25,7.131207006052136
old,common20,153,libero_10,38,25,0,21,83,0.1454765945672989,0.09728457033634186,0.0206601545214653,0.007881049998104572,0.25,14.243170190602541
old,common20,153,libero_goal,22,25,0,21,20,0.1474789487464087,0.17327247560024261,0.01879839226603508,0.018915468826889992,0.25,5.573498718440533
old,old_only4,153,libero_10,39,25,0,21,58,0.15832216044267017,0.10095637291669846,0.014808188192546368,0.012788219377398491,0.25,10.763728422112763
old,common20,153,libero_goal,28,25,0,21,19,0.12249253477369036,0.023669669404625893,0.012111927382647991,0.004217382986098528,0.25,5.394224825315177
old,common20,154,libero_goal,21,25,0,21,20,0.10180566779204778,0.05242810770869255,0.009408225305378437,0.006195160560309887,0.25,5.427195891737938
old,common20,154,libero_spatial,4,25,0,21,34,0.13712933446679795,0.050241876393556595,0.011691216379404068,0.005390319507569075,0.25,7.8367905197665095
old,old_only4,154,libero_spatial,9,25,0,21,30,0.18767001870132627,0.05122365802526474,0.018633142113685608,0.006184048019349575,0.25,6.88757698982954
old,common20,154,libero_object,14,25,0,21,37,0.08570991243634905,0.11995162814855576,0.009171823970973492,0.009844108484685421,0.25,7.803174675442278
old,common20,155,libero_object,12,25,0,21,26,0.10177760535762423,0.05609697476029396,0.009526059962809086,0.005899425130337477,0.25,6.31859144102782
old,common20,155,libero_10,36,25,0,21,67,0.13507350090713727,0.04904022067785263,0.009457817301154137,0.004751646425575018,0.25,12.193336459808052
old,common20,155,libero_spatial,5,25,0,21,29,0.17066648176738194,0.08260122686624527,0.011663145385682583,0.008266368880867958,0.25,6.797348944470286
old,common20,155,libero_goal,25,25,0,21,38,0.13438337544600168,0.09215826541185379,0.034473709762096405,0.010196834802627563,0.25,8.07332863099873
old,common20,156,libero_spatial,2,25,0,21,23,0.11181441800934928,0.036021530628204346,0.008453900925815105,0.004867045674473047,0.25,6.19634411111474
old,common20,156,libero_goal,29,25,0,21,35,0.16831739601634796,0.15817271173000336,0.014878133311867714,0.01525816135108471,0.25,7.590833622962236
old,common20,156,libero_spatial,0,25,0,21,21,0.19088603485198247,0.06913740932941437,0.016407163813710213,0.00721804890781641,0.25,5.719852773472667
old,old_only4,156,libero_object,16,25,0,21,30,0.1117087723243804,0.04084637761116028,0.011154173873364925,0.00642213923856616,0.25,6.857658631168306
old,common20,157,libero_spatial,0,26,0,21,20,0.20972720781962073,0.04735613241791725,0.01899479329586029,0.0065543209202587605,0.25,5.656387735158205
old,old_only4,157,libero_object,16,26,0,21,31,0.07477664131493796,0.03225087746977806,0.006831626873463392,0.005961897782981396,0.25,7.022298065945506
old,common20,157,libero_10,37,26,0,21,57,0.14689205444994427,0.06537564098834991,0.012794206850230694,0.005000881385058165,0.25,10.782063229009509
old,common20,157,libero_object,14,26,0,21,32,0.07528222866711162,0.07340950518846512,0.010410090908408165,0.007573048584163189,0.25,7.385522527620196
old,common20,158,libero_spatial,7,26,0,21,31,0.14163486659526825,0.09545554220676422,0.014269750565290451,0.00607357919216156,0.25,7.210203506983817
old,old_only4,158,libero_10,39,26,0,21,68,0.1860687569493339,0.03753156214952469,0.03420506790280342,0.0047730449587106705,0.25,12.708883279003203
old,common20,158,libero_goal,21,26,0,21,21,0.12019982224419004,0.03517714515328407,0.012102918699383736,0.004127465654164553,0.25,5.557240176014602
old,common20,158,libero_object,19,26,0,21,26,0.09035490878990718,0.018588118255138397,0.009937619790434837,0.00417383061721921,0.25,6.437565237283707
old,old_only4,159,libero_object,18,26,0,21,35,0.10140826127358846,0.07926412671804428,0.00631403923034668,0.010042899288237095,0.25,8.022989036515355
old,common20,159,libero_goal,28,26,0,21,22,0.10590720105738867,0.057263411581516266,0.0099636884406209,0.00805707648396492,0.25,5.794645084068179
old,common20,159,libero_goal,29,26,0,21,39,0.15980745993909382,0.1134890615940094,0.02515496499836445,0.01657310500741005,0.25,8.32068803627044
old,old_only4,159,libero_spatial,9,26,0,21,29,0.15065114696820575,0.07066294550895691,0.010347704403102398,0.006838352885097265,0.25,6.734239094890654
old,common20,160,libero_goal,20,26,0,21,26,0.1421867311000824,0.07997502386569977,0.017765721306204796,0.023516204208135605,0.25,6.328118976205587
old,common20,160,libero_object,15,26,0,21,28,0.12058509034769875,0.050889935344457626,0.009747848846018314,0.009242736734449863,0.25,6.799491944722831
old,common20,160,libero_spatial,5,26,0,21,25,0.15406987354868934,0.0748719796538353,0.014505413360893726,0.006959331687539816,0.25,6.1935904724523425
old,common20,160,libero_goal,22,26,0,21,27,0.18266412970565613,0.09948348253965378,0.03485485538840294,0.010822231881320477,0.25,6.285069862380624
old,common20,161,libero_10,36,26,0,21,48,0.12041790038347244,0.05247976630926132,0.016187282279133797,0.008471254259347916,0.25,9.282670826651156
old,common20,161,libero_spatial,4,26,0,21,36,0.14002494691383272,0.05247550085186958,0.012194257229566574,0.009944375604391098,0.25,7.78956329356879
old,common20,161,libero_10,35,26,0,21,39,0.07796034287838709,0.035703931003808975,0.010685510002076626,0.005652628839015961,0.25,8.48637481406331
old,common20,161,libero_10,38,26,0,21,88,0.1569069716192427,0.04552401974797249,0.034207992255687714,0.012470296584069729,0.25,15.000865135341883
old,common20,162,libero_spatial,2,26,0,21,26,0.11405351545129501,0.05082574859261513,0.011563293635845184,0.008542003110051155,0.25,6.374300766736269
old,common20,162,libero_10,34,26,0,21,48,0.12598571323213123,0.052766695618629456,0.008092964999377728,0.006963829509913921,0.25,9.510557467117906
old,common20,162,libero_object,12,26,0,21,29,0.09387305059603282,0.025051049888134003,0.013955566100776196,0.004500262439250946,0.25,6.928373344242573
old,common20,162,libero_goal,25,26,0,21,32,0.15675735544590721,0.06797429174184799,0.01953256130218506,0.008398105390369892,0.25,7.170493668876588
old,common20,163,libero_10,38,27,0,21,92,0.12625393874588467,0.06582232564687729,0.01632559299468994,0.006227916106581688,0.25,15.339080885984004
old,common20,163,libero_goal,21,27,0,21,22,0.09589682590393793,0.0552857369184494,0.01573813147842884,0.008639422245323658,0.25,5.681835888884962
old,common20,163,libero_spatial,0,27,0,21,20,0.16649842510620752,0.05127688869833946,0.014965667389333248,0.0062970309518277645,0.25,5.636600685305893
old,common20,163,libero_goal,20,27,0,21,30,0.11837237718559447,0.07889556884765625,0.008530187420547009,0.010296326130628586,0.25,6.954345749691129
old,common20,164,libero_goal,29,27,0,21,71,0.15761673414991015,0.07726351171731949,0.021134069189429283,0.009587997570633888,0.25,12.724648734554648
old,common20,164,libero_10,34,27,0,21,52,0.12167953877221971,0.03735418990254402,0.014623609371483326,0.006347807124257088,0.25,9.832416352815926
old,common20,164,libero_spatial,7,27,0,21,35,0.12307726343472797,0.10349234193563461,0.013184726238250732,0.008926835842430592,0.25,7.6733004366979
old,common20,164,libero_goal,28,27,0,21,22,0.10376391595318205,0.06806813180446625,0.01351118553429842,0.00983711238950491,0.25,5.811463321559131
old,old_only4,165,libero_spatial,9,27,0,21,30,0.12773958912917543,0.07009726762771606,0.011847625486552715,0.012522016651928425,0.25,6.9287183387205005
old,common20,165,libero_object,14,27,0,21,32,0.10835368807117145,0.031522542238235474,0.010860848240554333,0.0062680793926119804,0.25,7.2934863325208426
old,old_only4,165,libero_10,39,27,0,21,80,0.18023418883482614,0.1505415290594101,0.018896929919719696,0.013178020715713501,0.25,14.26478878967464
old,common20,165,libero_object,15,27,0,21,27,0.10495089775040037,0.058405354619026184,0.013420707546174526,0.010595807805657387,0.25,6.501590181142092
old,common20,166,libero_goal,25,27,0,21,28,0.11812078881831393,0.02986186556518078,0.019139248877763748,0.014014272019267082,0.25,6.826903493143618
old,common20,166,libero_spatial,2,27,0,21,30,0.08501547716912769,0.0436396449804306,0.009603352285921574,0.011017070151865482,0.25,7.08124091476202
old,common20,166,libero_object,12,27,0,21,31,0.0831700073821204,0.04616992920637131,0.009662693366408348,0.00600795540958643,0.25,7.164811371825635
old,common20,166,libero_spatial,5,27,0,21,21,0.15815819728942143,0.055458951741456985,0.017022626474499702,0.013140846975147724,0.25,5.642771186307073
old,common20,167,libero_spatial,4,27,0,21,32,0.16172105286802566,0.14790447056293488,0.01362435333430767,0.018384698778390884,0.25,7.070811297744513
old,old_only4,167,libero_object,16,27,0,21,32,0.11752216624362129,0.04821024462580681,0.011777363717556,0.008361071348190308,0.25,7.352469276636839
old,common20,167,libero_10,35,27,0,21,38,0.08669606418836684,0.021749049425125122,0.012555421330034733,0.006640370935201645,0.25,8.188366807065904
old,common20,167,libero_goal,22,27,0,21,21,0.1327199950104668,0.10024218261241913,0.02272186055779457,0.01610996387898922,0.25,5.591848489828408
old,common20,168,libero_object,19,27,0,21,28,0.10188877014886766,0.05104956030845642,0.007416288834065199,0.005569992121309042,0.25,7.085795276798308
old,common20,168,libero_10,37,27,0,21,57,0.15741954601946329,0.06492941081523895,0.011995728127658367,0.008185861632227898,0.25,10.817821202799678
old,common20,168,libero_10,36,27,0,21,70,0.10130708771092552,0.06393995881080627,0.016378041356801987,0.008207308128476143,0.25,13.494741713628173
old,old_only4,168,libero_object,18,27,0,21,33,0.09340289412509827,0.03565061837434769,0.010214692912995815,0.007764055859297514,0.25,7.827363439835608
old,old_only4,169,libero_object,16,28,0,21,30,0.08912011910052525,0.04400475695729256,0.006539698224514723,0.007761875167489052,0.25,6.977939076721668
old,common20,169,libero_spatial,2,28,0,21,23,0.1120279413603601,0.07792270928621292,0.012966152280569077,0.012908674776554108,0.25,6.107343647629023
old,common20,169,libero_goal,21,28,0,21,19,0.10615031846932002,0.04324306547641754,0.016394706442952156,0.0076322476379573345,0.25,5.429156124591827
old,common20,169,libero_spatial,5,28,0,21,30,0.14883262202853248,0.21669650077819824,0.01874302513897419,0.029478393495082855,0.25,6.988788723945618
old,common20,170,libero_goal,22,28,0,21,24,0.16492588250409987,0.06459465622901917,0.03811066225171089,0.02172759734094143,0.25,6.426641603000462
old,common20,170,libero_10,34,28,0,21,57,0.10260742547966185,0.12058991193771362,0.012300018221139908,0.01237447839230299,0.25,10.639849928207695
old,common20,170,libero_goal,28,28,0,21,26,0.11269297450780869,0.05968295410275459,0.016134459525346756,0.011255163699388504,0.25,6.427244348451495
old,old_only4,170,libero_10,39,28,0,21,72,0.1812274307012558,0.09025510400533676,0.016041349619627,0.007096630521118641,0.25,12.87645143084228
old,common20,171,libero_object,12,28,0,21,28,0.0890412607363292,0.031239982694387436,0.0103053729981184,0.004225851036608219,0.25,6.717116934247315
old,common20,171,libero_spatial,7,28,0,21,25,0.10673044054281144,0.042861662805080414,0.0066825770772993565,0.004057708196341991,0.25,6.429019029252231
old,common20,171,libero_spatial,0,28,0,21,22,0.15352249216465721,0.13007216155529022,0.01860465668141842,0.01367366686463356,0.25,5.985941033810377
old,common20,171,libero_10,38,28,0,21,82,0.1036796537893159,0.058834586292505264,0.014689669013023376,0.010393749922513962,0.25,14.433704353868961
old,old_only4,172,libero_spatial,9,28,0,21,28,0.1750638335943222,0.06704113632440567,0.015484250150620937,0.006967760156840086,0.25,6.550323721021414
old,common20,172,libero_goal,20,28,0,21,26,0.1204218701237724,0.0617586225271225,0.02408342808485031,0.010564902797341347,0.25,6.183340593241155
old,common20,172,libero_object,15,28,0,21,38,0.08439369606120245,0.11929788440465927,0.007211568299680948,0.009239035658538342,0.25,8.178655238822103
old,common20,172,libero_10,36,28,0,21,48,0.13454142567657287,0.02901105023920536,0.009729723446071148,0.005770869553089142,0.25,10.269392045214772
old,common20,173,libero_goal,25,28,0,21,25,0.17641182527655647,0.11380524933338165,0.035596832633018494,0.017352106049656868,0.25,6.54071382433176
old,common20,173,libero_spatial,4,28,0,21,27,0.1110499728293646,0.06191762536764145,0.00878702662885189,0.003946984186768532,0.25,6.6683145230636
old,common20,173,libero_goal,29,28,0,21,41,0.1501609200523013,0.09262335300445557,0.014577076770365238,0.017013736069202423,0.25,8.586943221278489
old,common20,173,libero_object,19,28,0,21,30,0.08220598279010682,0.050577424466609955,0.006688565947115421,0.006893165875226259,0.25,7.077265443280339
old,common20,174,libero_10,35,28,0,21,35,0.08279455204804739,0.03291347995400429,0.01142839714884758,0.00353164691478014,0.25,7.890111588872969
old,common20,174,libero_10,37,28,0,21,59,0.11768400527182077,0.047811660915613174,0.010873280465602875,0.00471029756590724,0.25,11.150785863399506
old,common20,174,libero_object,14,28,0,21,29,0.09057635423682985,0.024503620341420174,0.006300793029367924,0.0033798632211983204,0.25,6.661675202660263
old,old_only4,174,libero_object,18,28,0,21,33,0.07653692116340001,0.0725518986582756,0.006211879197508097,0.0066239857114851475,0.25,7.465256945230067
old,common20,175,libero_goal,28,29,0,21,20,0.11552977987698144,0.03773258626461029,0.010897225700318813,0.005559445358812809,0.25,5.48246814776212
old,common20,175,libero_spatial,5,29,0,21,23,0.16762873743261608,0.08294367045164108,0.01251139398664236,0.007944612763822079,0.25,5.93464317638427
old,old_only4,175,libero_object,18,29,0,21,33,0.1075887864544278,0.06684137135744095,0.010917175561189651,0.004340744577348232,0.25,7.863252894952893
old,common20,175,libero_spatial,0,29,0,21,23,0.21254968714146388,0.17379647493362427,0.012088613584637642,0.008875539526343346,0.25,5.84571420494467
old,common20,176,libero_spatial,4,29,0,21,32,0.14676293375946226,0.056719932705163956,0.013047176413238049,0.010093002580106258,0.25,7.192957492545247
old,old_only4,176,libero_spatial,9,29,0,21,26,0.1644135479416166,0.035936594009399414,0.010884289629757404,0.004022146109491587,0.25,6.36559652723372
old,common20,176,libero_spatial,2,29,0,21,29,0.08029472863390333,0.05587901547551155,0.007086418569087982,0.007422344759106636,0.25,6.797173303551972
old,common20,176,libero_goal,21,29,0,21,21,0.08043797491561798,0.04981008917093277,0.00980223435908556,0.008282805792987347,0.25,5.602450807578862
old,common20,177,libero_object,19,29,0,21,26,0.08457843107836588,0.03649541735649109,0.00858534500002861,0.00560030760243535,0.25,6.381208451464772
old,common20,177,libero_10,37,29,0,21,50,0.13692980933757054,0.016864025965332985,0.009545344859361649,0.00431122537702322,0.25,10.40895355772227
old,common20,177,libero_10,34,29,0,21,50,0.08180728732120424,0.0395825132727623,0.006864982191473246,0.004236709326505661,0.25,9.858528768643737
old,old_only4,177,libero_10,39,29,0,21,58,0.17365476205235436,0.10555705428123474,0.015966417267918587,0.01259022019803524,0.25,10.759531116113067
old,common20,178,libero_object,12,29,0,21,26,0.09416087184633526,0.05496833845973015,0.011404844000935555,0.006252672523260117,0.25,6.441092157736421
old,common20,178,libero_spatial,7,29,0,21,29,0.09397087778363909,0.065239816904068,0.011381878517568111,0.005420235451310873,0.25,6.698499557562172
old,common20,178,libero_10,35,29,0,21,53,0.08398316020057314,0.04729318246245384,0.008911808021366596,0.005368885584175587,0.25,10.222270970232785
old,old_only4,178,libero_object,16,29,0,21,31,0.08878534606524877,0.06783875077962875,0.007788131944835186,0.008637616410851479,0.25,7.103159606456757
old,common20,179,libero_10,38,29,0,21,75,0.08834867569662275,0.09857868403196335,0.015478151850402355,0.005880589131265879,0.25,13.091881660744548
old,common20,179,libero_object,14,29,0,21,31,0.08553363205421538,0.02394683100283146,0.008090861141681671,0.005801395047456026,0.25,7.2042717430740595
old,common20,179,libero_10,36,29,0,21,50,0.1342804878950119,0.06342101842164993,0.011975974775850773,0.007531918119639158,0.25,10.359123250469565
old,common20,179,libero_object,15,29,0,21,37,0.12568551018124535,0.06045247241854668,0.013570834882557392,0.006197765935212374,0.25,7.975113068707287
old,common20,180,libero_goal,29,29,0,21,38,0.15108404485952287,0.10842408984899521,0.0217673908919096,0.01196453720331192,0.25,8.236341106705368
old,common20,180,libero_goal,22,29,0,21,20,0.1674706077291852,0.055842820554971695,0.042270246893167496,0.01600242592394352,0.25,5.787200014106929
old,common20,180,libero_goal,25,29,0,21,28,0.11696442039239974,0.05530354008078575,0.05608777701854706,0.015905505046248436,0.25,6.647583482787013
old,common20,180,libero_goal,20,29,0,21,30,0.11850288510322571,0.0596935860812664,0.018443185836076736,0.013513040728867054,0.25,6.871376795694232
