study,lr_applied,step,lr_next,mean_flow_loss,mean_teaching_loss,mean_total_loss,writer_grad_norm,text_meta_grad_norm,vl_meta_grad_norm,meta_grad_norm,total_grad_norm,seconds,peak_reserved_gib,supervised_queries,teaching_queries
old,7.722772277227722e-05,26,8.01980198019802e-05,0.13611674291037376,0.1283040838316083,0.1788847708542432,2.4231278896331787,0.00024769746232777834,0.005338381975889206,2.138680429197848e-05,2.4231278896331787,20.627167927101254,35.23046875,2184,728
old,8.01980198019802e-05,27,8.316831683168316e-05,0.13676602774787516,0.07939737290143967,0.1632318187150217,0.9667884707450867,8.209383668145165e-05,0.0011033178307116032,2.2085252567194402e-05,0.9667884707450867,13.781277640722692,35.23046875,2268,756
old,8.316831683168316e-05,28,8.613861386138613e-05,0.14446112823983032,0.10522310808300972,0.17953549760083357,1.1602686643600464,7.532940071541816e-05,0.002088715322315693,3.0375529604498297e-05,1.1602686643600464,20.36872692219913,35.23046875,2352,784
old,8.613861386138613e-05,29,8.910891089108909e-05,0.12834561123911822,0.10933879017829895,0.16479187463188455,0.7257394790649414,6.836064858362079e-05,0.0015065863262861967,1.548859836475458e-05,0.7257394790649414,16.562230648472905,35.23046875,2436,812
old,8.910891089108909e-05,30,9.207920792079207e-05,0.11861231160305795,0.0998430266045034,0.15189332047122575,0.6479923129081726,0.0001000292322714813,0.0023608477786183357,1.29344307424617e-05,0.6479923129081726,16.98477811086923,35.23046875,2520,840
old,9.207920792079207e-05,31,9.504950495049504e-05,0.14657053502187842,0.06031098589301109,0.16667419698621544,1.0384687185287476,0.00026312918635085225,0.005846256855875254,0.00010162188846152276,1.0384687185287476,13.786528212949634,35.23046875,2604,868
old,9.504950495049504e-05,32,9.801980198019801e-05,0.10290829704276153,0.08324915915727615,0.13065801676185357,0.6121465563774109,0.0001000714983092621,0.0012868726626038551,6.282693357206881e-05,0.6121465563774109,16.92396854236722,35.23046875,2688,896
old,9.801980198019801e-05,33,0.00010099009900990099,0.14502706786706335,0.06648557912558317,0.16718892757559106,1.2180231809616089,0.00012793618952855468,0.0024419028777629137,2.3747244995320216e-05,1.2180233001708984,15.220528729259968,35.23046875,2772,924
old,0.00010099009900990099,34,0.00010396039603960394,0.12117471191145125,0.07061736192554235,0.1447138325532987,1.3324942588806152,0.00012462606537155807,0.0032681114971637726,3.783342253882438e-05,1.3324942588806152,14.292496245354414,35.232421875,2856,952
old,0.00010396039603960394,35,0.00010693069306930692,0.1252148173572052,0.08271084073930979,0.15278509760364178,1.084045171737671,0.0002161046868423,0.004426065366715193,0.00012787086598109454,1.084045171737671,21.41273700352758,35.232421875,2940,980
old,0.00010693069306930692,36,0.00010990099009900989,0.16480107277276967,0.09260362107306719,0.19566894646379207,1.3803647756576538,0.00010584780102362856,0.003375105792656541,6.281427340582013e-05,1.3803647756576538,19.753704976290464,35.232421875,3024,1008
old,0.00010990099009900989,37,0.00011287128712871287,0.11918012425303458,0.07685887813568115,0.14479975029826164,0.9913777112960815,0.00022893365530762821,0.0027460011187940836,0.00016388087533414364,0.9913777112960815,16.34804703388363,35.232421875,3108,1036
old,0.00011287128712871287,38,0.00011584158415841583,0.1428743675351143,0.09666586574167013,0.17509632278233767,0.9013631343841553,0.00012727174907922745,0.0033092903904616833,3.778744940063916e-05,0.9013631343841553,19.504107759334147,35.232421875,3192,1064
old,0.00011584158415841583,39,0.00011881188118811881,0.15031881905382588,0.08831457607448101,0.17975701107865288,0.9714304804801941,0.00019256399536971003,0.003095337189733982,0.00010486909013707191,0.9714304804801941,15.453245761804283,35.232421875,3276,1092
old,0.00011881188118811881,40,0.00012178217821782177,0.128695153764316,0.08038820326328278,0.1554912215187436,2.463557243347168,0.000251662393566221,0.005481950473040342,4.555331543087959e-05,2.463557243347168,14.902231622487307,35.232421875,3360,1120
old,0.00012178217821782177,41,0.00012475247524752474,0.14330123728584676,0.07424266263842583,0.16804879149865534,1.4095200300216675,0.0002722862409427762,0.007838580757379532,2.9053833713987842e-05,1.409520149230957,19.918955168686807,35.232421875,3444,1148
old,0.00012475247524752474,42,0.00012772277227722772,0.12597153681729523,0.08014571387320757,0.15268677477503106,0.8320609331130981,0.00017126828606706113,0.00442151864990592,7.355432899203151e-05,0.8320609331130981,16.77453077863902,35.232421875,3528,1176
old,0.00012772277227722772,43,0.00013069306930693067,0.12382134662142821,0.07338091917335987,0.14828165301254817,0.9265846014022827,0.00021384931460488588,0.008848588913679123,0.00018776272190734744,0.9265846014022827,14.326134401373565,35.232421875,3612,1204
old,0.00013069306930693067,44,0.00013366336633663365,0.13248739799573309,0.08255366422235966,0.16000528606985295,0.6736828088760376,0.00017321636551059783,0.0045194667764008045,0.00022497221652884036,0.6736828088760376,16.805991931818426,35.232421875,3696,1232
old,0.00013366336633663365,45,0.00013663366336633662,0.12965584945465836,0.07363622169941664,0.15420125668779724,1.3885574340820312,0.00018438271945342422,0.004146224819123745,3.0951909138821065e-05,1.3885575532913208,12.935929995030165,35.232421875,3780,1260
old,0.00013663366336633662,46,0.0001396039603960396,0.1014879471400664,0.08313708379864693,0.12920030840628202,0.7346805334091187,0.0002528100158087909,0.0041031199507415295,5.6692748330533504e-05,0.7346805930137634,21.4451372185722,35.232421875,3864,1288
old,0.0001396039603960396,47,0.00014257425742574255,0.1353559839938368,0.11146148107945919,0.1725098110203232,1.2899171113967896,0.00023640802828595042,0.0043301354162395,0.00018170209659729153,1.2899171113967896,14.5796874538064,35.232421875,3948,1316
old,0.00014257425742574255,48,0.00014554455445544553,0.1481565353682353,0.13881889497861266,0.1944295003611062,2.2687299251556396,0.0005892873741686344,0.015530641190707684,0.00023078356753103435,2.2687299251556396,16.45170332491398,35.232421875,4032,1344
old,0.00014554455445544553,49,0.0001485148514851485,0.10351214859457242,0.06679284106940031,0.1257764289510392,0.9160587787628174,0.0003070670645684004,0.003994978964328766,0.00011634476686595008,0.9160587787628174,17.1739486400038,35.232421875,4116,1372
old,0.0001485148514851485,50,0.00015148514851485146,0.13709730646085172,0.11348211113363504,0.17492467683873006,0.8189199566841125,0.00014618565910495818,0.0024082642048597336,7.234709482872859e-05,0.8189199566841125,19.949202002957463,35.232421875,4200,1400
old,0.00015148514851485146,51,0.00015445544554455444,0.13704704502153964,0.08170139882713556,0.16428084463058482,1.350698471069336,0.0002907601883634925,0.008776417002081871,0.0003002519370056689,1.350698471069336,15.14758472610265,35.232421875,4284,1428
old,0.00015445544554455444,52,0.00015742574257425742,0.11763221655218373,0.05041894130408764,0.13443853032021294,0.8004586696624756,0.000135641879751347,0.0019675116054713726,4.569099473883398e-05,0.8004586696624756,13.32423147559166,35.232421875,4368,1456
old,0.00015742574257425742,53,0.0001603960396039604,0.12131566669614542,0.0907520642504096,0.15156635477961528,0.832373321056366,0.00019635437638498843,0.003060609567910433,0.00011746182281058282,0.8323733806610107,17.841429066844285,35.232421875,4452,1484
old,0.0001603960396039604,54,0.00016336633663366338,0.12091040416132837,0.0753929978236556,0.14604140343588023,0.6531113386154175,0.0002529952034819871,0.003158919746056199,9.903783939080313e-05,0.6531113386154175,15.827135398983955,35.232421875,4536,1512
old,0.00016336633663366338,55,0.00016633663366336633,0.12054833317441599,0.05620676651597023,0.13928392201307271,0.752327024936676,0.00012541969772428274,0.0039427257142961025,8.873266051523387e-05,0.752327024936676,13.600510098040104,35.232421875,4620,1540
old,0.00016633663366336633,56,0.00016930693069306928,0.13518473053617136,0.0754476236179471,0.16033393840882038,0.9171251654624939,0.00019745434110518545,0.003863744670525193,0.00011132292274851352,0.9171251058578491,16.98738325200975,35.232421875,4704,1568
old,0.00016930693069306928,57,0.00017227722772277226,0.13139262786578565,0.07038723398000002,0.1548550391924523,1.196768045425415,0.0004497873305808753,0.005447065457701683,0.0002499590627849102,1.1967681646347046,13.79136032704264,35.232421875,4788,1596
old,0.00017227722772277226,58,0.0001752475247524752,0.10593846174223082,0.06642166152596474,0.12807901558421905,1.0492380857467651,0.00024625787045806646,0.0092270253226161,0.0001428358955308795,1.0492380857467651,15.972101416438818,35.232421875,4872,1624
old,0.0001752475247524752,59,0.00017821782178217819,0.12935143061691806,0.08053710963577032,0.1561971338288415,0.9084135890007019,0.00016026079538278282,0.0026905364356935024,8.765103848418221e-05,0.9084135890007019,17.91053467988968,35.232421875,4956,1652
old,0.00017821782178217819,60,0.00018118811881188116,0.11524843557604722,0.08881127275526524,0.14485219316113562,0.6707879304885864,0.0001660156704019755,0.0032325133215636015,9.057443821802735e-05,0.6707879304885864,20.16994550637901,35.232421875,5040,1680
old,0.00018118811881188116,61,0.00018415841584158414,0.11490535877999805,0.0654466743580997,0.1367209168993646,2.1084673404693604,0.0003539270255714655,0.009198153391480446,0.0003035779809579253,2.1084673404693604,17.278181915171444,35.232421875,5124,1708
old,0.00018415841584158414,62,0.00018712871287128712,0.17500917932816915,0.09860961884260178,0.20787905227570308,1.010691523551941,0.00034850070369429886,0.00697332201525569,0.000282342080026865,1.0106914043426514,15.289723477326334,35.232421875,5208,1736
old,0.00018712871287128712,63,0.00019009900990099007,0.0839747738625322,0.050495351664721966,0.10080655775077285,0.6109125018119812,0.00020135840168222785,0.003974298946559429,0.0001192385534523055,0.6109125018119812,15.80867957137525,35.232421875,5292,1764
old,0.00019009900990099007,64,0.00019306930693069305,0.16934765014974845,0.11855243146419525,0.2088651273044802,1.0943248271942139,0.00023528622114099562,0.002942220540717244,8.766624523559585e-05,1.0943248271942139,13.518047830089927,35.232421875,5376,1792
old,0.00019306930693069305,65,0.00019603960396039603,0.1175345532773506,0.07853909116238356,0.14371425033147844,0.8846224546432495,0.00024127430515363812,0.004545700736343861,0.00012202041398268193,0.8846225142478943,24.336611201055348,35.232421875,5460,1820
old,0.00019603960396039603,66,0.000199009900990099,0.12505125795446692,0.08520790655165911,0.15345389347168661,0.7816373109817505,0.0005309457192197442,0.004749653395265341,0.000908458256162703,0.7816373109817505,14.194043065421283,35.232421875,5544,1848
old,0.000199009900990099,67,0.00020198019801980199,0.14255750915479093,0.06290276627987623,0.16352509791474967,0.9623989462852478,0.0004404255887493491,0.004401334561407566,0.000582419685088098,0.9623990058898926,13.507925073616207,35.232421875,5628,1876
old,0.00020198019801980199,68,0.00020495049504950494,0.13825154313374133,0.10781210474669933,0.1741889113826411,1.0227326154708862,0.0005302279023453593,0.01083323173224926,0.0002799141511786729,1.0227326154708862,16.948163800872862,35.232421875,5712,1904
old,0.00020495049504950494,69,0.0002079207920792079,0.11506996498931021,0.05903442855924368,0.13474810784239144,0.8064755797386169,0.0002529511693865061,0.00465424545109272,0.00014367297990247607,0.8064755797386169,15.445227081887424,35.232421875,5796,1932
old,0.0002079207920792079,70,0.00021089108910891087,0.14330671151124297,0.0791337052360177,0.16968461325658218,0.9173807501792908,0.0003724663984030485,0.006934629287570715,0.0005001954850740731,0.9173807501792908,21.31146225705743,35.232421875,5880,1960
old,0.00021089108910891087,71,0.00021386138613861385,0.10550667123780363,0.08048686711117625,0.13233562694152906,0.9780563116073608,0.0002885601425077766,0.003250736277550459,0.00046251664753071964,0.9780563116073608,13.654785396531224,35.232421875,5964,1988
old,0.00021386138613861385,72,0.0002168316831683168,0.13371990621089935,0.06474321987479925,0.1553009795024991,0.9706056714057922,0.0009188546682707965,0.00810618232935667,0.000540314067620784,0.9706056714057922,17.51228006184101,35.232421875,6048,2016
old,0.0002168316831683168,73,0.00021980198019801977,0.15257250242644832,0.07984991278499365,0.17918914002144617,1.2566114664077759,0.0005148057825863361,0.013618060387670994,0.0005284629878588021,1.2566114664077759,17.752044763416052,35.232421875,6132,2044
old,0.00021980198019801977,74,0.00022277227722772275,0.08727569461223625,0.04841726878657937,0.1034147842077627,0.8183971643447876,0.0003511441173031926,0.011427996680140495,0.0018788442248478532,0.8183971643447876,13.943276481702924,35.232421875,6216,2072
old,0.00022277227722772275,75,0.00022574257425742573,0.14089264454586164,0.05741963488981128,0.1600325228424654,0.6015294194221497,0.0008576063555665314,0.008119159378111362,0.0006873409729450941,0.6015294194221497,15.748503842391074,35.232421875,6300,2100
old,0.00022574257425742573,76,0.00022871287128712868,0.11832733439015491,0.08646432776004076,0.14714877697683515,1.7786638736724854,0.00042412601760588586,0.007453872822225094,0.00023196317488327622,1.7786638736724854,12.232952398248017,35.232421875,6384,2128
old,0.00022871287128712868,77,0.00023168316831683166,0.12444740001644407,0.07332933228462934,0.14889051077798718,0.43199995160102844,0.00020746621885336936,0.003273192560300231,0.0004279095446690917,0.43199995160102844,20.182013005949557,35.232421875,6468,2156
old,0.00023168316831683166,78,0.00023465346534653464,0.1278681821588959,0.06779306381940842,0.1504658700986987,0.8632504343986511,0.0003806381137110293,0.0069326236844062805,0.0007871623383834958,0.8632504343986511,13.369754179380834,35.232421875,6552,2184
old,0.00023465346534653464,79,0.00023762376237623762,0.12628641352057457,0.06329655088484287,0.1473852638155222,0.7155796885490417,0.0004966823616996408,0.011750785633921623,0.001645840471610427,0.7155796885490417,15.379783852025867,35.232421875,6636,2212
old,0.00023762376237623762,80,0.0002405940594059406,0.13668160805744783,0.09881153423339128,0.16961878613524495,0.9265039563179016,0.00036717246985062957,0.014744621701538563,0.0017385351238772273,0.9265039563179016,17.161919819191098,35.232421875,6720,2240
old,0.0002405940594059406,81,0.00024356435643564355,0.1051525521934742,0.051299676299095154,0.12225244429317259,0.5522446036338806,0.0003008583444170654,0.003722441615536809,0.0004005616356153041,0.5522446036338806,13.87318974826485,35.232421875,6804,2268
old,0.00024356435643564355,82,0.0002465346534653465,0.13182935446855568,0.07680902164429426,0.15743236168332042,0.677256166934967,0.0005441147950477898,0.004315165337175131,0.0003228721034247428,0.677256166934967,17.450715642422438,35.232421875,6888,2296
old,0.0002465346534653465,83,0.0002495049504950495,0.12841131156753927,0.10278988815844059,0.1626746076203528,0.893272876739502,0.0003089497040491551,0.009513875469565392,0.00047669856576249003,0.893272876739502,16.16738808248192,35.232421875,6972,2324
old,0.0002495049504950495,84,0.00025247524752475243,0.1115868009094681,0.0851865978911519,0.13998233353985207,0.7474616169929504,0.0006058797589503229,0.009513759054243565,0.0008526526507921517,0.7474616169929504,13.850368892773986,35.232421875,7056,2352
old,0.00025247524752475243,85,0.00025544554455445543,0.1659255776376951,0.12021719571202993,0.20599797620837174,3.1547555923461914,0.0007777571445330977,0.01434767059981823,0.00031611870508641005,3.1547555923461914,19.06667590420693,35.232421875,7140,2380
old,0.00025544554455445543,86,0.0002584158415841584,0.11507902595968472,0.06955360155552626,0.1382635598115268,0.9940301775932312,0.0011211750097572803,0.015669802203774452,0.0009907258208841085,0.994030237197876,16.13532979786396,35.232421875,7224,2408
old,0.0002584158415841584,87,0.00026138613861386134,0.1049526718755563,0.09301402419805527,0.13595734660824138,0.5118434429168701,0.0009699066868051887,0.010021389462053776,0.001962460344657302,0.5118434429168701,13.124332079663873,35.232421875,7308,2436
old,0.00026138613861386134,88,0.00026435643564356434,0.10410221856797025,0.08316207025200129,0.13182290865197066,0.5825797319412231,0.0005508582689799368,0.006835893727838993,0.0008793579181656241,0.5825797319412231,14.886585369706154,35.232421875,7392,2464
old,0.00026435643564356434,89,0.0002673267326732673,0.12431805217195124,0.08054400328546762,0.1511660532671071,0.627037525177002,0.0003438528801780194,0.009138734079897404,0.0007339231669902802,0.6270375847816467,16.402861665934324,35.232421875,7476,2492
old,0.0002673267326732673,90,0.0002702970297029703,0.13264973940593855,0.1460540285333991,0.18133441558373825,0.9154483675956726,0.0004791439860127866,0.009371700696647167,0.00010015720908995718,0.9154483675956726,19.698465675115585,35.232421875,7560,2520
old,0.0002702970297029703,91,0.00027326732673267325,0.1149139025115541,0.04499149648472667,0.129911068006463,0.5601422786712646,0.0003505434433463961,0.004386471584439278,5.7260767789557576e-05,0.5601422786712646,21.369992683641613,35.232421875,7644,2548
old,0.00027326732673267325,92,0.0002762376237623762,0.11152904108166695,0.0572695666924119,0.13061889664580423,0.4762062728404999,0.0002443144330754876,0.004308823496103287,0.0001291157241212204,0.47620630264282227,17.82805424463004,35.232421875,7728,2576
old,0.0002762376237623762,93,0.0002792079207920792,0.1498380795653377,0.10065312683582306,0.1833891218439454,0.9424845576286316,0.0004792845866177231,0.006900984328240156,0.00017606877372600138,0.9424846172332764,18.76494039222598,35.232421875,7812,2604
old,0.0002792079207920792,94,0.00028217821782178216,0.12090298152040867,0.1213369071483612,0.16134861723652907,1.3751535415649414,0.00108054478187114,0.00847352109849453,0.00019020933541469276,1.3751535415649414,13.770481962710619,35.232421875,7896,2632
old,0.00028217821782178216,95,0.0002851485148514851,0.10522734684248765,0.06665564188733697,0.12744589413826662,0.5781918168067932,0.0005874370108358562,0.0033666682429611683,0.00039186226786114275,0.578191876411438,20.570981017313898,35.232421875,7980,2660
old,0.0002851485148514851,96,0.00028811881188118806,0.13317792153074626,0.09472724609076977,0.1647536702276695,0.9120943546295166,0.000517462205607444,0.005942901596426964,0.0005270876572467387,0.9120943546295166,13.04528163652867,35.232421875,8064,2688
old,0.00028811881188118806,97,0.00029108910891089107,0.11539260209316299,0.08921719528734684,0.14513166718894527,0.6276187896728516,0.0004623413260560483,0.004285141360014677,0.00011821086809504777,0.6276187896728516,12.901679071597755,35.232421875,8148,2716
old,0.00029108910891089107,98,0.000294059405940594,0.13939584153039114,0.07728348486125469,0.1651570031508094,0.6159444451332092,0.000760536000598222,0.003938307054340839,0.00010609392484184355,0.615944504737854,18.139651188626885,35.232421875,8232,2744
old,0.000294059405940594,99,0.000297029702970297,0.12334242702594825,0.05259240884333849,0.14087322997372775,0.873088538646698,0.0006645244429819286,0.005883724894374609,0.0006896697450429201,0.873088538646698,14.95378892775625,35.232421875,8316,2772
old,0.000297029702970297,100,0.00029995031212145574,0.1145928261269416,0.09188778419047594,0.14522208752376692,0.43698492646217346,0.00018704620015341789,0.002654109848663211,0.0002620135492179543,0.43698492646217346,15.313195541501045,35.232421875,8400,2800
old,0.00029995031212145574,101,0.0002999493134532873,0.11480492619531496,0.06544158980250359,0.13661878946281614,0.6283418536186218,0.0012192880967631936,0.01753317378461361,0.00028878290322609246,0.6283419132232666,21.245478058233857,35.232421875,8484,2828
old,0.0002999493134532873,102,0.0002999483048504495,0.15363025195187044,0.11151645518839359,0.19080240368133497,0.6605356931686401,0.0004066796973347664,0.003213023766875267,0.0004508504061959684,0.6605356931686401,16.190388639457524,35.232421875,8568,2856
old,0.0002999483048504495,103,0.0002999472863130116,0.1285405344374123,0.11705661565065384,0.16755940632096358,0.9604114890098572,0.0005558789125643671,0.007713612634688616,0.000736441754270345,0.9604114890098572,16.44019132759422,35.232421875,8652,2884
old,0.0002999472863130116,104,0.0002999462578410433,0.123719549693522,0.07401559734717011,0.14839141547591203,1.04487144947052,0.0006703390390612185,0.0163817647844553,0.0036740186624228954,1.04487144947052,18.846533056348562,35.232421875,8736,2912
old,0.0002999462578410433,105,0.0002999452194346153,0.12225917460662977,0.05035230703651905,0.1390432769521361,0.45425575971603394,0.0006261959206312895,0.00922376662492752,0.0018812813796103,0.45425572991371155,17.964376727119088,35.232421875,8820,2940
old,0.0002999452194346153,106,0.00029994417109379854,0.13592701848773728,0.07593994773924351,0.16124033440081845,0.5787633061408997,0.00015893395175226033,0.0023528567980974913,0.0001285001344513148,0.5787633061408997,17.378261668607593,35.232421875,8904,2968
old,0.00029994417109379854,107,0.000299943112818665,0.1494230700745469,0.09603629168123007,0.18143516730162357,0.5714694857597351,0.00017835336620919406,0.004303556866943836,0.00011562360305106267,0.5714694857597351,18.78074452932924,35.232421875,8988,2996
old,0.000299943112818665,108,0.00029994204460928717,0.1324101673173053,0.0940352794714272,0.1637552604744477,0.4582606554031372,0.00031875577406026423,0.011288808658719063,0.001362749026156962,0.4582606852054596,15.144970300607383,35.232421875,9072,3024
old,0.00029994204460928717,109,0.0002999409664657383,0.13141545555776074,0.10685054585337639,0.16703230417555287,0.6997509598731995,0.00031296166707761586,0.008050300180912018,0.0005348055274225771,0.6997509598731995,12.751204646192491,35.232421875,9156,3052
old,0.0002999409664657383,110,0.00029993987838809223,0.12421892006837186,0.0906938910484314,0.15445021708451567,0.9739569425582886,0.0007187522132880986,0.008224895223975182,0.000236769366892986,0.9739570021629333,17.64507306739688,35.232421875,9240,3080
old,0.00029993987838809223,111,0.00029993878037642356,0.09432754736571083,0.04626541119068861,0.10974935109594036,0.3060414791107178,0.0004486905818339437,0.005586644634604454,0.0011074359063059092,0.3060414791107178,20.381418935023248,35.232421875,9324,3108
old,0.00029993878037642356,112,0.0002999376724308076,0.1381155044017803,0.08136819675564766,0.16523823665366286,0.48442646861076355,0.0008853147155605257,0.006744978483766317,0.00047349801752716303,0.48442646861076355,19.856723508797586,35.232421875,9408,3136
old,0.0002999376724308076,113,0.0002999365545513202,0.12574273933257374,0.06364025454968214,0.14695615751580113,0.38418734073638916,0.0006848144694231451,0.0055893282406032085,0.00038335725548677146,0.38418734073638916,15.099417429417372,35.232421875,9492,3164
old,0.0002999365545513202,114,0.00029993542673803806,0.13458127262336866,0.06363211572170258,0.1557919778639362,0.4113430380821228,0.0011861142702400684,0.0085288155823946,0.0007990250596776605,0.4113430380821228,14.32707622088492,35.232421875,9576,3192
