optimizer_step,applied_lr,next_lr,mean_action_loss,gradient_norm_before_clip_max,global_action_queries,global_samples_per_task_this_step,global_task_count_this_step,step_seconds_max,max_cuda_reserved_bytes
229,0.000296069241681321,0.00029596827959200213,0.10908547333545154,0.020576637238264084,131904,16,36,75.31037452491,35362177024
230,0.00029596827959200213,0.0002958660555524657,0.10540118316809335,0.017350483685731888,132480,16,36,75.29041644511744,35362177024
231,0.0002958660555524657,0.0002957625704778231,0.09990099320809046,0.018415572121739388,133056,16,36,75.21337862173095,35362177024
232,0.0002957625704778231,0.00029565782529447415,0.10193451783723301,0.02159886620938778,133632,16,36,75.12879953114316,35362177024
233,0.00029565782529447415,0.0002955518209400994,0.09986610503660308,0.019386328756809235,134208,16,36,75.27761066704988,35362177024
234,0.0002955518209400994,0.0002954445583636515,0.10487842932343483,0.017866171896457672,134784,16,36,75.2991975909099,35362177024
235,0.0002954445583636515,0.00029533603852534664,0.10429031898578006,0.02346174605190754,135360,16,36,75.44933306192979,35362177024
236,0.00029533603852534664,0.00029522626239665605,0.10113670552770296,0.018642306327819824,135936,16,36,75.38733620010316,35362177024
237,0.00029522626239665605,0.0002951152309602975,0.10410604005058606,0.017542783170938492,136512,16,36,75.17771261325106,35362177024
238,0.0002951152309602975,0.0002950029452102259,0.10086021448175111,0.015990514308214188,137088,16,36,75.42826461466029,35362177024
239,0.0002950029452102259,0.0002948894061516252,0.10455479472875592,0.019118377938866615,137664,16,36,75.2811951348558,35362177024
240,0.0002948894061516252,0.0002947746148008987,0.10252629551622602,0.019866440445184708,138240,16,36,75.24806203506887,35362177024
241,0.0002947746148008987,0.0002946585721856604,0.10031187948253419,0.016106901690363884,138816,16,36,75.15455325180665,35362177024
242,0.0002946585721856604,0.00029454127934472557,0.09950900574525197,0.017282767221331596,139392,16,36,75.2096983641386,35362177024
243,0.00029454127934472557,0.0002944227373281016,0.10051390073365635,0.020270690321922302,139968,16,36,75.26218230696395,35362177024
244,0.0002944227373281016,0.00029430294719697827,0.10205979810820684,0.01712094433605671,140544,16,36,75.20036103809252,35362177024
245,0.00029430294719697827,0.0002941819100237189,0.09812311869528559,0.017103996127843857,141120,16,36,75.38164159003645,35362177024
246,0.0002941819100237189,0.00029405962689185,0.10329587136705715,0.01672952063381672,141696,16,36,75.222079356201,35362177024
247,0.00029405962689185,0.0002939360988960521,0.09904132948981391,0.017307020723819733,142272,16,36,75.25943050300702,35362177024
248,0.0002939360988960521,0.0002938113271421497,0.09602134053905804,0.015947572886943817,142848,16,36,75.21074439724907,35362177024
249,0.0002938113271421497,0.00029368531274710156,0.10047550168302323,0.015486313961446285,143424,16,36,75.27204496785998,35362177024
250,0.00029368531274710156,0.0002935580568389904,0.1054790678123633,0.01673721708357334,144000,16,36,74.59144806535915,35362177024
251,0.0002935580568389904,0.0002934295605570131,0.10160155947475383,0.015672717243433,144576,16,36,31.847303299233317,35362177024
252,0.0002934295605570131,0.00029329982505147035,0.09786464209254417,0.02052118442952633,145152,16,36,31.221133172046393,35362177024
253,0.00029329982505147035,0.0002931688514837564,0.1015442092385557,0.01709665358066559,145728,16,36,31.410973302088678,35362177024
254,0.0002931688514837564,0.00029303664102634864,0.09802029810897592,0.0171209704130888,146304,16,36,31.44289642525837,35362177024
255,0.00029303664102634864,0.00029290319486279724,0.10434970132903092,0.020489191636443138,146880,16,36,31.541278156917542,35362177024
256,0.00029290319486279724,0.0002927685141877142,0.10213298742504169,0.01985842175781727,147456,16,36,31.474193019326776,35362177024
257,0.0002927685141877142,0.000292632600206763,0.09959712113615955,0.01890881173312664,148032,16,36,31.45807277597487,35362177024
258,0.000292632600206763,0.00029249545413664776,0.10596429457008424,0.02134575881063938,148608,16,36,31.460691209416837,35362177024
259,0.00029249545413664776,0.00029235707720510226,0.10300337167508486,0.020463204011321068,149184,16,36,31.493357041850686,35362177024
260,0.00029235707720510226,0.0002922174706508788,0.09900723177836174,0.015985820442438126,149760,16,36,31.47025188570842,35362177024
261,0.0002922174706508788,0.00029207663572373743,0.10678084869869053,0.016071604564785957,150336,16,36,31.647539949044585,35362177024
262,0.00029207663572373743,0.00029193457368443474,0.09831563163445228,0.01680392026901245,150912,16,36,31.546096197795123,35362177024
263,0.00029193457368443474,0.00029179128580471216,0.10207044401775218,0.020881827920675278,151488,16,36,31.5271088257432,35362177024
264,0.00029179128580471216,0.00029164677336728504,0.10219068153916548,0.01992844231426716,152064,16,36,31.560997894965112,35362177024
265,0.00029164677336728504,0.00029150103766583096,0.09870544748587741,0.014128614217042923,152640,16,36,31.24408554797992,35362177024
266,0.00029150103766583096,0.00029135408000497814,0.09903151305237164,0.016193518415093422,153216,16,36,31.461959799285978,35362177024
267,0.00029135408000497814,0.0002912059017002939,0.10237393459667347,0.0190644022077322,153792,16,36,31.38343131914735,35362177024
268,0.0002912059017002939,0.00029105650407827265,0.09966266331159405,0.023547083139419556,154368,16,36,31.39239898091182,35362177024
269,0.00029105650407827265,0.00029090588847632424,0.09740948796065317,0.0172160342335701,154944,16,36,31.432667009998113,35362177024
270,0.00029090588847632424,0.00029075405624276186,0.09960088709421042,0.021253148093819618,155520,16,36,31.47279641777277,35362177024
271,0.00029075405624276186,0.00029060100873679,0.10175703581060387,0.019763799384236336,156096,16,36,31.457085319794714,35362177024
272,0.00029060100873679,0.00029044674732849236,0.10480199557625584,0.01540597714483738,156672,16,36,31.409757013898343,35362177024
273,0.00029044674732849236,0.0002902912733988194,0.1049038119898695,0.0172943864017725,157248,16,36,31.374999368097633,35362177024
274,0.0002902912733988194,0.0002901345883395761,0.10098274013337989,0.01657375693321228,157824,16,36,31.286046599969268,35362177024
275,0.0002901345883395761,0.0002899766935534096,0.10173686117761664,0.016125155612826347,158400,16,36,31.455820410046726,35362177024
276,0.0002899766935534096,0.0002898175904537964,0.09861455732283908,0.016233552247285843,158976,16,36,31.343622900079936,35362177024
277,0.0002898175904537964,0.00028965728046503,0.09593421370825835,0.01682988367974758,159552,16,36,31.4679017146118,35362177024
278,0.00028965728046503,0.0002894957650222078,0.0988236823791845,0.017221730202436447,160128,16,36,31.40225438401103,35362177024
279,0.0002894957650222078,0.00028933304557121864,0.10321152047254145,0.015702493488788605,160704,16,36,31.398941080085933,35362177024
280,0.00028933304557121864,0.0002891691235687295,0.10160917301093124,0.01620054431259632,161280,16,36,31.383845144882798,35362177024
281,0.0002891691235687295,0.00028900400048217266,0.10165942601290427,0.016654249280691147,161856,16,36,31.354298351798207,35362177024
282,0.00028900400048217266,0.0002888376777897326,0.09398499199758388,0.018845895305275917,162432,16,36,31.280335950199515,35362177024
283,0.0002888376777897326,0.00028867015698033253,0.10470563588508715,0.018955189734697342,163008,16,36,31.554751728195697,35362177024
284,0.00028867015698033253,0.00028850143955362145,0.09875977686088946,0.019815078005194664,163584,16,36,31.4152262955904,35362177024
285,0.00028850143955362145,0.00028833152701996035,0.10087931180735014,0.01876227743923664,164160,16,36,31.422747815027833,35362177024
286,0.00028833152701996035,0.00028816042090040874,0.10096267111495964,0.01701638288795948,164736,16,36,31.45080812415108,35362177024
287,0.00028816042090040874,0.00028798812272671137,0.09847860872590293,0.018304254859685898,165312,16,36,31.40741375600919,35362177024
288,0.00028798812272671137,0.0002878146340412841,0.09514862985815854,0.017390798777341843,165888,16,36,31.423292821273208,35362177024
289,0.0002878146340412841,0.0002876399563972004,0.10041047269219741,0.01808413304388523,166464,16,36,31.49017323879525,35362177024
290,0.0002876399563972004,0.00028746409135817707,0.09914714711097379,0.017367396503686905,167040,16,36,31.24655138142407,35362177024
291,0.00028746409135817707,0.0002872870404985609,0.09689847789963502,0.01809101179242134,167616,16,36,31.411822147201747,35362177024
292,0.0002872870404985609,0.0002871088054033137,0.10049197381724499,0.01706736907362938,168192,16,36,31.395530365407467,35362177024
293,0.0002871088054033137,0.0002869293876679989,0.09850027666996336,0.017728719860315323,168768,16,36,31.390657446347177,35362177024
294,0.0002869293876679989,0.00028674878889876676,0.09757953283325252,0.016852278262376785,169344,16,36,31.431492482777685,35362177024
295,0.00028674878889876676,0.0002865670107123404,0.09842796754350679,0.018424907699227333,169920,16,36,31.398457730654627,35362177024
296,0.0002865670107123404,0.0002863840547360008,0.10021804010547283,0.01946932077407837,170496,16,36,31.467599522788078,35362177024
297,0.0002863840547360008,0.0002861999226075728,0.0929579526030769,0.020801279693841934,171072,16,36,31.37527742004022,35362177024
298,0.0002861999226075728,0.00028601461597541,0.09815888250401864,0.01841024123132229,171648,16,36,31.402945035137236,35362177024
299,0.00028601461597541,0.00028582813649838027,0.10023377278250538,0.020534276962280273,172224,16,36,29.80710410932079,35362177024
300,0.00028582813649838027,0.00028564048584585073,0.10543524260477473,0.017304157838225365,172800,16,36,29.836232784669846,35362177024
301,0.00028564048584585073,0.00028545166569767297,0.09628024178608838,0.0194995179772377,173376,16,36,32.00962693290785,35362177024
302,0.00028545166569767297,0.00028526167774416784,0.09859386685356084,0.019045133143663406,173952,16,36,31.215290474705398,35362177024
303,0.00028526167774416784,0.00028507052368611043,0.10516293418024565,0.018051376566290855,174528,16,36,31.316189968027174,35362177024
304,0.00028507052368611043,0.0002848782052347148,0.09910428062236556,0.01974990963935852,175104,16,36,31.461155395023525,35362177024
305,0.0002848782052347148,0.0002846847241116188,0.10400942181392261,0.024340027943253517,175680,16,36,31.483835191000253,35362177024
306,0.0002846847241116188,0.0002844900820488684,0.1017820640053186,0.021809939295053482,176256,16,36,31.360013084951788,35362177024
307,0.0002844900820488684,0.0002842942807889022,0.09829125535260472,0.01962410844862461,176832,16,36,31.345217244699597,35362177024
308,0.0002842942807889022,0.0002840973220845363,0.09764480354109159,0.026454050093889236,177408,16,36,31.451413081027567,35362177024
309,0.0002840973220845363,0.000283899207698948,0.09841838112980543,0.028845714405179024,177984,16,36,31.392650317866355,35362177024
310,0.000283899207698948,0.00028369993940566035,0.09736252543775159,0.01657162979245186,178560,16,36,31.370687088929117,35362177024
311,0.00028369993940566035,0.0002834995189885261,0.09657258557207468,0.020268147811293602,179136,16,36,31.43558110902086,35362177024
312,0.0002834995189885261,0.00028329794824171205,0.09865801723208278,0.016761645674705505,179712,16,36,31.48080326290801,35362177024
313,0.00028329794824171205,0.0002830952289696826,0.10181052285608731,0.021739250048995018,180288,16,36,31.382079113274813,35362177024
314,0.0002830952289696826,0.0002828913629871838,0.09696914778194494,0.017468491569161415,180864,16,36,31.436941603198647,35362177024
315,0.0002828913629871838,0.000282686352119227,0.09890479007218447,0.017131643369793892,181440,16,36,31.449268037918955,35362177024
316,0.000282686352119227,0.00028248019820107273,0.09457446273881942,0.018721768632531166,182016,16,36,31.50395741406828,35362177024
317,0.00028248019820107273,0.0002822729030782141,0.10324029923261455,0.0168042853474617,182592,16,36,31.333039340097457,35362177024
318,0.0002822729030782141,0.0002820644686063602,0.10014673565617864,0.018375124782323837,183168,16,36,31.321000340860337,35362177024
319,0.0002820644686063602,0.0002818548966514196,0.09984181563939072,0.019887540489435196,183744,16,36,31.358692225068808,35362177024
320,0.0002818548966514196,0.00028164418908948377,0.10026088924819812,0.021315179765224457,184320,16,36,31.43229509703815,35362177024
321,0.00028164418908948377,0.00028143234780681,0.09844966407399625,0.015560582280158997,184896,16,36,31.30192394508049,35362177024
322,0.00028143234780681,0.00028121937469980475,0.09599710737044613,0.017911188304424286,185472,16,36,31.427157434169203,35362177024
323,0.00028121937469980475,0.00028100527167500657,0.1001228714853318,0.02175476774573326,186048,16,36,31.38147740671411,35362177024
324,0.00028100527167500657,0.000280790040649069,0.10060900896011542,0.01765216514468193,186624,16,36,31.328156930860132,35362177024
325,0.000280790040649069,0.0002805736835487436,0.09845234090203628,0.027357736602425575,187200,16,36,31.421179013792425,35362177024
326,0.0002805736835487436,0.0002803562023108624,0.09759346676421247,0.018338825553655624,187776,16,36,31.360565745737404,35362177024
327,0.0002803562023108624,0.00028013759888232076,0.1011024422607281,0.019913246855139732,188352,16,36,31.336502206977457,35362177024
328,0.00028013759888232076,0.0002799178752200601,0.1013627281386612,0.020555799826979637,188928,16,36,31.41131017403677,35362177024
329,0.0002799178752200601,0.0002796970332910499,0.09664192408995911,0.020284520462155342,189504,16,36,31.45642288401723,35362177024
330,0.0002796970332910499,0.00027947507507227056,0.09612838168525034,0.01824808493256569,190080,16,36,31.460012273862958,35362177024
331,0.00027947507507227056,0.0002792520025506955,0.09619015065901396,0.023015478625893593,190656,16,36,31.313273794017732,35362177024
332,0.0002792520025506955,0.0002790278177232735,0.09763772943471041,0.01610838808119297,191232,16,36,31.38148014480248,35362177024
333,0.0002790278177232735,0.00027880252259691033,0.10084625906569678,0.018385721370577812,191808,16,36,31.396369052119553,35362177024
334,0.00027880252259691033,0.00027857611918845164,0.10186606426982,0.019325818866491318,192384,16,36,31.290912135969847,35362177024
335,0.00027857611918845164,0.00027834860952466423,0.09489107794231838,0.018098482862114906,192960,16,36,31.40804809331894,35362177024
336,0.00027834860952466423,0.00027811999564221804,0.09923199887594415,0.017936071380972862,193536,16,36,31.373959213960916,35362177024
337,0.00027811999564221804,0.00027789027958766816,0.09890190687858398,0.017932089045643806,194112,16,36,31.35953884292394,35362177024
338,0.00027789027958766816,0.00027765946341743624,0.09981288873435308,0.017784249037504196,194688,16,36,31.409048868808895,35362177024
339,0.00027765946341743624,0.0002774275491977922,0.09248600779877354,0.018894637003540993,195264,16,36,31.359831775072962,35362177024
340,0.0002774275491977922,0.00027719453900483564,0.09820260583526558,0.018598774448037148,195840,16,36,31.427461081184447,35362177024
341,0.00027719453900483564,0.00027696043492447754,0.09990339317462509,0.017758158966898918,196416,16,36,31.28690927568823,35362177024
342,0.00027696043492447754,0.00027672523905242116,0.09317621981932057,0.016964593902230263,196992,16,36,31.444740653038025,35362177024
343,0.00027672523905242116,0.00027648895349414364,0.10356736577685093,0.021511856466531754,197568,16,36,31.432320703286678,35362177024
344,0.00027648895349414364,0.00027625158036487685,0.10052984342392948,0.019052274525165558,198144,16,36,31.295448562130332,35362177024
345,0.00027625158036487685,0.00027601312178958886,0.09254678086532901,0.018698658794164658,198720,16,36,31.44991617789492,35362177024
346,0.00027601312178958886,0.0002757735799029644,0.09602477305775717,0.021653303876519203,199296,16,36,31.3852772237733,35362177024
347,0.0002757735799029644,0.0002755329568493862,0.09850575190244451,0.018184049054980278,199872,16,36,31.39928737701848,35362177024
348,0.0002755329568493862,0.0002752912547829155,0.09624740582269926,0.017267586663365364,200448,16,36,31.3827767749317,35362177024
349,0.0002752912547829155,0.000275048475867273,0.0963644583373227,0.016307517886161804,201024,16,36,29.9083782536909,35362177024
350,0.000275048475867273,0.0002748046222758192,0.09569009628871249,0.016384540125727654,201600,16,36,29.826276362873614,35362177024
351,0.0002748046222758192,0.00027455969619153537,0.09629351555162834,0.01859411783516407,202176,16,36,31.52980047976598,35362177024
352,0.00027455969619153537,0.0002743136998070035,0.09768106981128868,0.01588982343673706,202752,16,36,30.928385897073895,35362177024
353,0.0002743136998070035,0.00027406663532438707,0.09948788292240351,0.019108647480607033,203328,16,36,31.191015519201756,35362177024
354,0.00027406663532438707,0.0002738185049554111,0.10233546838733472,0.021593328565359116,203904,16,36,31.330958727747202,35362177024
355,0.0002738185049554111,0.00027356931092134253,0.1018900910599364,0.017181338742375374,204480,16,36,31.477592207025737,35362177024
356,0.00027356931092134253,0.0002733190554529702,0.09571806851050092,0.016714246943593025,205056,16,36,31.350550977047533,35362177024
357,0.0002733190554529702,0.00027306774079058485,0.10199536079178669,0.017417997121810913,205632,16,36,31.316372854169458,35362177024
358,0.00027306774079058485,0.0002728153691839594,0.09896692865165986,0.016830848529934883,206208,16,36,31.385150853078812,35362177024
359,0.0002728153691839594,0.0002725619428923282,0.10169181689464797,0.017454607412219048,206784,16,36,31.403557664249092,35362177024
360,0.0002725619428923282,0.0002723074641843674,0.10312412437310237,0.018599599599838257,207360,16,36,31.36360837938264,35362177024
361,0.0002723074641843674,0.00027205193533817425,0.09707969336563514,0.01680901274085045,207936,16,36,31.45420055789873,35362177024
362,0.00027205193533817425,0.0002717953586412471,0.08994762439073789,0.015870433300733566,208512,16,36,31.309876568615437,35362177024
363,0.0002717953586412471,0.0002715377363904643,0.09517308561286579,0.01673406921327114,209088,16,36,31.314290176145732,35362177024
364,0.0002715377363904643,0.00027127907089206444,0.10115432837564083,0.020772356539964676,209664,16,36,31.500136915128678,35362177024
365,0.00027127907089206444,0.0002710193644616249,0.0975711126682452,0.02060122601687908,210240,16,36,31.389431737829,35362177024
366,0.0002710193644616249,0.0002707586194240417,0.09842445304255105,0.015361088328063488,210816,16,36,31.402952309697866,35362177024
367,0.0002707586194240417,0.00027049683811350845,0.10242802475113424,0.019930601119995117,211392,16,36,31.35752546135336,35362177024
368,0.00027049683811350845,0.0002702340228734955,0.10147678880538377,0.016340646892786026,211968,16,36,31.27882172819227,35362177024
369,0.0002702340228734955,0.0002699701760567289,0.0991932999006369,0.017839543521404266,212544,16,36,31.362825606949627,35362177024
370,0.0002699701760567289,0.0002697053000251695,0.09941759991407809,0.01844601519405842,213120,16,36,31.357946334872395,35362177024
371,0.0002697053000251695,0.0002694393971499915,0.09760212014791451,0.016543271020054817,213696,16,36,31.347816376946867,35362177024
372,0.0002694393971499915,0.0002691724698115617,0.09671667990429948,0.019162725657224655,214272,16,36,31.39671000558883,35362177024
373,0.0002691724698115617,0.00026890452039941766,0.09637625316261418,0.020116060972213745,214848,16,36,31.40682202996686,35362177024
374,0.00026890452039941766,0.00026863555131224676,0.09688464087796293,0.017086787149310112,215424,16,36,31.27003540005535,35362177024
375,0.00026863555131224676,0.0002683655649578643,0.09804052616366081,0.016721932217478752,216000,16,36,31.335985052865,35362177024
376,0.0002683655649578643,0.0002680945637531924,0.09648361708968876,0.015018499456346035,216576,16,36,31.38848260510713,35362177024
377,0.0002680945637531924,0.0002678225501242379,0.09830385584953345,0.018707633018493652,217152,16,36,31.415959304198623,35362177024
378,0.0002678225501242379,0.00026754952650607117,0.09764984586379594,0.014834027737379074,217728,16,36,31.37867212574929,35362177024
379,0.00026754952650607117,0.00026727549534280375,0.09218600435027231,0.01690160669386387,218304,16,36,31.362113575916737,35362177024
380,0.00026727549534280375,0.0002670004590875669,0.10136779576229552,0.01985827460885048,218880,16,36,31.439676855225116,35362177024
381,0.0002670004590875669,0.0002667244202024894,0.10044206646529752,0.017786609008908272,219456,16,36,31.42983129993081,35362177024
382,0.0002667244202024894,0.00026644738115867565,0.1009285003464255,0.017558911815285683,220032,16,36,31.44441897375509,35362177024
383,0.00026644738115867565,0.0002661693444361834,0.09432405913766059,0.01984954997897148,220608,16,36,31.519836716353893,35362177024
384,0.0002661693444361834,0.00026589031252400176,0.09706478521952198,0.021586988121271133,221184,16,36,31.451059984974563,35362177024
385,0.00026589031252400176,0.0002656102879200286,0.100966172085868,0.015367111191153526,221760,16,36,31.469788713846356,35362177024
386,0.0002656102879200286,0.00026532927313104867,0.09368067270972663,0.017184734344482422,222336,16,36,31.456631746143103,35362177024
387,0.00026532927313104867,0.0002650472706727105,0.0941081182875981,0.01853630691766739,222912,16,36,31.43450747570023,35362177024
388,0.0002650472706727105,0.00026476428306950465,0.09885764704085885,0.015881532803177834,223488,16,36,31.393062819726765,35362177024
389,0.00026476428306950465,0.0002644803128547404,0.09560801246617404,0.015650060027837753,224064,16,36,31.424814342986792,35362177024
390,0.0002644803128547404,0.00026419536257052357,0.09689355412653337,0.019690869376063347,224640,16,36,31.47658360004425,35362177024
391,0.00026419536257052357,0.0002639094347677334,0.09750331031520747,0.027710530906915665,225216,16,36,31.457028119359165,35362177024
392,0.0002639094347677334,0.00026362253200600016,0.09780594908321896,0.015169237740337849,225792,16,36,31.404403820168227,35362177024
393,0.00026362253200600016,0.0002633346568536817,0.09674181195441633,0.016492288559675217,226368,16,36,31.436987473629415,35362177024
394,0.0002633346568536817,0.0002630458118878408,0.10279469289040814,0.023913951590657234,226944,16,36,31.372706598136574,35362177024
395,0.0002630458118878408,0.00026275599969422214,0.09991466260463414,0.01844705641269684,227520,16,36,31.38012621831149,35362177024
396,0.00026275599969422214,0.00026246522286722893,0.10170463373004976,0.018548380583524704,228096,16,36,31.400948544964194,35362177024
397,0.00026246522286722893,0.0002621734840098998,0.09868791691648462,0.020449161529541016,228672,16,36,31.367465746589005,35362177024
398,0.0002621734840098998,0.0002618807857338855,0.09862651026600766,0.022471796721220016,229248,16,36,31.42232255404815,35362177024
399,0.0002618807857338855,0.0002615871306594256,0.095253335001568,0.018967345356941223,229824,16,36,29.841021216008812,35362177024
400,0.0002615871306594256,0.0002612925214153248,0.10450946321038321,0.02719256468117237,230400,16,36,29.89398800395429,35362177024
401,0.0002612925214153248,0.0002609969606389296,0.09658081870939997,0.014729257673025131,230976,16,36,31.55123014980927,35362177024
402,0.0002609969606389296,0.00026070045097610465,0.10128957298325583,0.019567664712667465,231552,16,36,30.914209419395775,35362177024
403,0.00026070045097610465,0.0002604029950812091,0.09730033837776217,0.02240251563489437,232128,16,36,31.192317514214665,35362177024
404,0.0002604029950812091,0.0002601045956170725,0.09748877365038627,0.022995924577116966,232704,16,36,31.36954037984833,35362177024
405,0.0002601045956170725,0.0002598052552549718,0.1016983376401994,0.02282571792602539,233280,16,36,31.332434803247452,35362177024
406,0.0002598052552549718,0.00025950497667460624,0.09746912824145207,0.015526771545410156,233856,16,36,31.32220509601757,35362177024
407,0.00025950497667460624,0.0002592037625640745,0.09490541512301812,0.015596703626215458,234432,16,36,31.363904932979494,35362177024
408,0.0002592037625640745,0.0002589016156198498,0.09979582881917144,0.022849148139357567,235008,16,36,31.412156058941036,35362177024
409,0.0002589016156198498,0.00025859853854675647,0.09433937808757442,0.0278135035187006,235584,16,36,31.363309137988836,35362177024
410,0.00025859853854675647,0.000258294534057945,0.09803011599514219,0.02779395319521427,236160,16,36,31.30959357134998,35362177024
411,0.000258294534057945,0.00025798960487486826,0.09165798526050317,0.01603003777563572,236736,16,36,31.413632464129478,35362177024
412,0.00025798960487486826,0.0002576837537272571,0.09793080089406833,0.02725185826420784,237312,16,36,31.42876059282571,35362177024
413,0.0002576837537272571,0.0002573769833530956,0.0982141232299101,0.028648829087615013,237888,16,36,31.33498927205801,35362177024
414,0.0002573769833530956,0.000257069296498597,0.1011065071862605,0.029353542253375053,238464,16,36,31.479412047658116,35362177024
415,0.000257069296498597,0.00025676069591817874,0.09175588300503376,0.017396267503499985,239040,16,36,31.41674706991762,35362177024
416,0.00025676069591817874,0.00025645118437443796,0.09758680985153964,0.017659539356827736,239616,16,36,31.35357422567904,35362177024
417,0.00025645118437443796,0.0002561407646381268,0.09706037450167868,0.018408937379717827,240192,16,36,31.4608566891402,35362177024
418,0.0002561407646381268,0.0002558294394881276,0.09884982857490995,0.02553614228963852,240768,16,36,31.498480287380517,35362177024
419,0.0002558294394881276,0.0002555172117114278,0.09984417671027282,0.02650228515267372,241344,16,36,31.43771608080715,35362177024
420,0.0002555172117114278,0.0002552040841030954,0.09448163475220403,0.017574097961187363,241920,16,36,31.363995355088264,35362177024
421,0.0002552040841030954,0.00025489005946625345,0.10182303086751039,0.017125781625509262,242496,16,36,31.323618299793452,35362177024
422,0.00025489005946625345,0.00025457514061205547,0.0977828064804069,0.01752401515841484,243072,16,36,31.499517981894314,35362177024
423,0.00025457514061205547,0.00025425933035965983,0.09557346645225254,0.01695881597697735,243648,16,36,31.37056993925944,35362177024
424,0.00025425933035965983,0.0002539426315362049,0.09694684834943876,0.021922394633293152,244224,16,36,31.41853572567925,35362177024
425,0.0002539426315362049,0.00025362504697678325,0.097313501406461,0.022013770416378975,244800,16,36,31.417950273957103,35362177024
426,0.00025362504697678325,0.00025330657952441697,0.09461927408766416,0.017582863569259644,245376,16,36,31.403583912178874,35362177024
427,0.00025330657952441697,0.00025298723203003156,0.09408742250202018,0.01733355037868023,245952,16,36,31.38388924486935,35362177024
428,0.00025298723203003156,0.0002526670073524306,0.09512612578045163,0.02477463148534298,246528,16,36,31.400332409888506,35362177024
429,0.0002526670073524306,0.00025234590835827056,0.09712771180137578,0.021699151024222374,247104,16,36,31.375390025787055,35362177024
430,0.00025234590835827056,0.0002520239379220344,0.09792068837365757,0.023358242586255074,247680,16,36,31.41774154920131,35362177024
431,0.0002520239379220344,0.00025170109892600655,0.10178117615739919,0.018040673807263374,248256,16,36,31.367210587020963,35362177024
432,0.00025170109892600655,0.0002513773942602467,0.10123869626679353,0.017688876017928123,248832,16,36,31.45969079528004,35362177024
433,0.0002513773942602467,0.00025105282682256396,0.0954417958855629,0.021492984145879745,249408,16,36,31.266401289962232,35362177024
434,0.00025105282682256396,0.00025072739951849106,0.10076189117454407,0.018490925431251526,249984,16,36,31.428919706027955,35362177024
435,0.00025072739951849106,0.0002504011152612583,0.09659523102972242,0.017371555790305138,250560,16,36,31.428012971766293,35362177024
436,0.0002504011152612583,0.00025007397697176734,0.09420016890443447,0.01678670011460781,251136,16,36,31.351890028920025,35362177024
437,0.00025007397697176734,0.00024974598757856526,0.09620088499246372,0.016938015818595886,251712,16,36,31.434642081148922,35362177024
438,0.00024974598757856526,0.00024941715001781814,0.10167553908346842,0.01627408154308796,252288,16,36,31.399571747053415,35362177024
439,0.00024941715001781814,0.0002490874672332849,0.09713921857635595,0.016019655391573906,252864,16,36,31.391050487291068,35362177024
440,0.0002490874672332849,0.0002487569421762909,0.09912839621150246,0.01845758967101574,253440,16,36,31.496158824302256,35362177024
441,0.0002487569421762909,0.00024842557780570165,0.09776126702005665,0.017654167488217354,254016,16,36,31.39741082303226,35362177024
442,0.00024842557780570165,0.0002480933770878961,0.10223363302389368,0.018538543954491615,254592,16,36,31.363695608917624,35362177024
443,0.0002480933770878961,0.00024776034299674003,0.10156579579537113,0.020934805274009705,255168,16,36,31.44284003600478,35362177024
444,0.00024776034299674003,0.00024742647851355997,0.09685891926185125,0.01939217932522297,255744,16,36,31.543786624912173,35362177024
445,0.00024742647851355997,0.0002470917866271159,0.09721618003418876,0.020910462364554405,256320,16,36,31.412324607837945,35362177024
446,0.0002470917866271159,0.00024675627033357475,0.09783563007497124,0.01589374616742134,256896,16,36,31.573971203994006,35362177024
447,0.00024675627033357475,0.00024641993263648345,0.0935628278594878,0.018822425976395607,257472,16,36,31.582074297126383,35362177024
448,0.00024641993263648345,0.00024608277654674244,0.09441683487966657,0.013984067365527153,258048,16,36,31.569723807275295,35362177024
449,0.00024608277654674244,0.00024574480508257813,0.09744270434344394,0.01905781961977482,258624,16,36,29.94991227425635,35362177024
450,0.00024574480508257813,0.00024540602126951636,0.09772679987104818,0.016774741932749748,259200,16,36,29.911028823815286,35362177024
451,0.00024540602126951636,0.000245066428140355,0.09444972920593703,0.014706016518175602,259776,16,36,31.567852239124477,35362177024
452,0.000245066428140355,0.000244726028735137,0.09688925255452178,0.017021233215928078,260352,16,36,30.99758449709043,35362177024
453,0.000244726028735137,0.0002443848261011231,0.10103036010534398,0.01553102396428585,260928,16,36,31.165219794027507,35362177024
454,0.0002443848261011231,0.0002440428232927646,0.09947452862333094,0.019245829433202744,261504,16,36,31.377150599844754,35362177024
455,0.0002440428232927646,0.00024370002337167587,0.09080434613861144,0.015110884793102741,262080,16,36,31.389310668222606,35362177024
456,0.00024370002337167587,0.00024335642940660716,0.10383751542152217,0.017896100878715515,262656,16,36,31.426904160063714,35362177024
457,0.00024335642940660716,0.00024301204447341686,0.09428476935459508,0.015898993238806725,263232,16,36,31.34728511981666,35362177024
458,0.00024301204447341686,0.00024266687165504434,0.09643774090283033,0.017926257103681564,263808,16,36,31.355263784062117,35362177024
459,0.00024266687165504434,0.00024232091404148188,0.09666521695908159,0.01610509492456913,264384,16,36,31.269977152813226,35362177024
460,0.00024232091404148188,0.00024197417472974743,0.09922420812977685,0.015313372947275639,264960,16,36,31.537108440883458,35362177024
