panel,suite,task_id,init_state_id,success
writer/validation/wrong,libero_goal,6,33,1
writer/validation/wrong,libero_goal,6,34,1
writer/validation/wrong,libero_goal,6,35,1
writer/validation/wrong,libero_goal,6,36,1
writer/validation/wrong,libero_goal,6,37,1
writer/validation/wrong,libero_goal,6,38,1
writer/validation/wrong,libero_goal,6,39,1
writer/validation/wrong,libero_goal,6,40,1
writer/validation/wrong,libero_goal,6,41,1
writer/validation/wrong,libero_goal,6,42,1
writer/validation/wrong,libero_goal,6,43,1
writer/validation/wrong,libero_goal,6,44,1
writer/validation/wrong,libero_goal,6,45,1
writer/validation/wrong,libero_goal,6,46,1
writer/validation/wrong,libero_goal,6,47,1
writer/validation/wrong,libero_goal,6,48,0
writer/validation/wrong,libero_goal,6,49,1
writer/validation/wrong,libero_object,1,0,0
writer/validation/wrong,libero_object,1,1,0
writer/validation/wrong,libero_object,1,2,0
writer/validation/wrong,libero_object,1,3,1
writer/validation/wrong,libero_object,1,4,0
writer/validation/wrong,libero_object,1,5,0
writer/validation/wrong,libero_object,1,6,1
writer/validation/wrong,libero_object,1,7,0
writer/validation/wrong,libero_object,1,8,1
writer/validation/wrong,libero_object,1,9,0
writer/validation/wrong,libero_object,1,10,0
writer/validation/wrong,libero_object,1,11,0
writer/validation/wrong,libero_object,1,12,0
writer/validation/wrong,libero_object,1,13,1
writer/validation/wrong,libero_object,1,14,0
writer/validation/wrong,libero_object,1,15,1
writer/validation/wrong,libero_object,1,16,1
writer/validation/wrong,libero_object,1,17,0
writer/validation/wrong,libero_object,1,18,0
writer/validation/wrong,libero_object,1,19,0
writer/validation/wrong,libero_object,1,20,0
writer/validation/wrong,libero_object,1,21,0
writer/validation/wrong,libero_object,1,22,0
writer/validation/wrong,libero_object,1,23,1
writer/validation/wrong,libero_object,1,24,1
writer/validation/wrong,libero_object,1,25,1
writer/validation/wrong,libero_object,1,26,1
writer/validation/wrong,libero_object,1,27,0
writer/validation/wrong,libero_object,1,28,1
writer/validation/wrong,libero_object,1,29,0
writer/validation/wrong,libero_object,1,30,0
writer/validation/wrong,libero_object,1,31,0
writer/validation/wrong,libero_object,1,32,1
writer/validation/wrong,libero_object,1,33,1
writer/validation/wrong,libero_object,1,34,0
writer/validation/wrong,libero_object,1,35,0
writer/validation/wrong,libero_object,1,36,1
writer/validation/wrong,libero_object,1,37,1
writer/validation/wrong,libero_object,1,38,0
writer/validation/wrong,libero_object,1,39,1
writer/validation/wrong,libero_object,1,40,1
writer/validation/wrong,libero_object,1,41,1
writer/validation/wrong,libero_object,1,42,0
writer/validation/wrong,libero_object,1,43,1
writer/validation/wrong,libero_object,1,44,1
writer/validation/wrong,libero_object,1,45,1
writer/validation/wrong,libero_object,1,46,1
writer/validation/wrong,libero_object,1,47,1
writer/validation/wrong,libero_object,1,48,0
writer/validation/wrong,libero_object,1,49,0
writer/validation/wrong,libero_object,6,0,0
writer/validation/wrong,libero_object,6,1,0
writer/validation/wrong,libero_object,6,2,0
writer/validation/wrong,libero_object,6,3,0
writer/validation/wrong,libero_object,6,4,0
writer/validation/wrong,libero_object,6,5,0
writer/validation/wrong,libero_object,6,6,0
writer/validation/wrong,libero_object,6,7,0
writer/validation/wrong,libero_object,6,8,0
writer/validation/wrong,libero_object,6,9,0
writer/validation/wrong,libero_object,6,10,0
writer/validation/wrong,libero_object,6,11,0
writer/validation/wrong,libero_object,6,12,0
writer/validation/wrong,libero_object,6,13,0
writer/validation/wrong,libero_object,6,14,0
writer/validation/wrong,libero_object,6,15,0
writer/validation/wrong,libero_object,6,16,0
writer/validation/wrong,libero_object,6,17,0
writer/validation/wrong,libero_object,6,18,0
writer/validation/wrong,libero_object,6,19,0
writer/validation/wrong,libero_object,6,20,0
writer/validation/wrong,libero_object,6,21,0
writer/validation/wrong,libero_object,6,22,0
writer/validation/wrong,libero_object,6,23,0
writer/validation/wrong,libero_object,6,24,0
writer/validation/wrong,libero_object,6,25,0
writer/validation/wrong,libero_object,6,26,0
writer/validation/wrong,libero_object,6,27,0
writer/validation/wrong,libero_object,6,28,0
writer/validation/wrong,libero_object,6,29,0
writer/validation/wrong,libero_object,6,30,0
writer/validation/wrong,libero_object,6,31,0
writer/validation/wrong,libero_object,6,32,0
writer/validation/wrong,libero_object,6,33,0
writer/validation/wrong,libero_object,6,34,0
writer/validation/wrong,libero_object,6,35,0
writer/validation/wrong,libero_object,6,36,0
writer/validation/wrong,libero_object,6,37,0
writer/validation/wrong,libero_object,6,38,0
writer/validation/wrong,libero_object,6,39,0
writer/validation/wrong,libero_object,6,40,0
writer/validation/wrong,libero_object,6,41,0
writer/validation/wrong,libero_object,6,42,0
writer/validation/wrong,libero_object,6,43,0
writer/validation/wrong,libero_object,6,44,0
writer/validation/wrong,libero_object,6,45,0
writer/validation/wrong,libero_object,6,46,0
writer/validation/wrong,libero_object,6,47,0
writer/validation/wrong,libero_object,6,48,0
writer/validation/wrong,libero_object,6,49,0
writer/validation/wrong,libero_spatial,3,0,0
writer/validation/wrong,libero_spatial,3,1,0
writer/validation/wrong,libero_spatial,3,2,0
writer/validation/wrong,libero_spatial,3,3,0
writer/validation/wrong,libero_spatial,3,4,0
writer/validation/wrong,libero_spatial,3,5,0
writer/validation/wrong,libero_spatial,3,6,0
writer/validation/wrong,libero_spatial,3,7,0
writer/validation/wrong,libero_spatial,3,8,0
writer/validation/wrong,libero_spatial,3,9,0
writer/validation/wrong,libero_spatial,3,10,0
writer/validation/wrong,libero_spatial,3,11,0
writer/validation/wrong,libero_spatial,3,12,0
writer/validation/wrong,libero_spatial,3,13,0
writer/validation/wrong,libero_spatial,3,14,0
writer/validation/wrong,libero_spatial,3,15,1
writer/validation/wrong,libero_spatial,3,16,0
writer/validation/wrong,libero_spatial,3,17,0
writer/validation/wrong,libero_spatial,3,18,0
writer/validation/wrong,libero_spatial,3,19,0
writer/validation/wrong,libero_spatial,3,20,0
writer/validation/wrong,libero_spatial,3,21,0
writer/validation/wrong,libero_spatial,3,22,0
writer/validation/wrong,libero_spatial,3,23,0
writer/validation/wrong,libero_spatial,3,24,0
writer/validation/wrong,libero_spatial,3,25,0
writer/validation/wrong,libero_spatial,3,26,0
writer/validation/wrong,libero_spatial,3,27,0
writer/validation/wrong,libero_spatial,3,28,0
writer/validation/wrong,libero_spatial,3,29,0
writer/validation/wrong,libero_spatial,3,30,0
writer/validation/wrong,libero_spatial,3,31,0
writer/validation/wrong,libero_spatial,3,32,1
writer/validation/wrong,libero_spatial,3,33,0
writer/validation/wrong,libero_spatial,3,34,0
writer/validation/wrong,libero_spatial,3,35,0
writer/validation/wrong,libero_spatial,3,36,0
writer/validation/wrong,libero_spatial,3,37,0
writer/validation/wrong,libero_spatial,3,38,0
writer/validation/wrong,libero_spatial,3,39,0
writer/validation/wrong,libero_spatial,3,40,0
writer/validation/wrong,libero_spatial,3,41,0
writer/validation/wrong,libero_spatial,3,42,0
writer/validation/wrong,libero_spatial,3,43,0
writer/validation/wrong,libero_spatial,3,44,0
writer/validation/wrong,libero_spatial,3,45,0
writer/validation/wrong,libero_spatial,3,46,0
writer/validation/wrong,libero_spatial,3,47,0
writer/validation/wrong,libero_spatial,3,48,0
writer/validation/wrong,libero_spatial,3,49,0
writer/validation/wrong,libero_spatial,6,0,0
writer/validation/wrong,libero_spatial,6,1,0
writer/validation/wrong,libero_spatial,6,2,0
writer/validation/wrong,libero_spatial,6,3,0
writer/validation/wrong,libero_spatial,6,4,0
writer/validation/wrong,libero_spatial,6,5,0
writer/validation/wrong,libero_spatial,6,6,1
writer/validation/wrong,libero_spatial,6,7,1
writer/validation/wrong,libero_spatial,6,8,0
writer/validation/wrong,libero_spatial,6,9,1
writer/validation/wrong,libero_spatial,6,10,0
writer/validation/wrong,libero_spatial,6,11,0
writer/validation/wrong,libero_spatial,6,12,0
writer/validation/wrong,libero_spatial,6,13,0
writer/validation/wrong,libero_spatial,6,14,0
writer/validation/wrong,libero_spatial,6,15,0
writer/validation/wrong,libero_spatial,6,16,0
writer/validation/wrong,libero_spatial,6,17,0
writer/validation/wrong,libero_spatial,6,18,1
writer/validation/wrong,libero_spatial,6,19,0
writer/validation/wrong,libero_spatial,6,20,1
writer/validation/wrong,libero_spatial,6,21,0
writer/validation/wrong,libero_spatial,6,22,0
writer/validation/wrong,libero_spatial,6,23,0
writer/validation/wrong,libero_spatial,6,24,0
writer/validation/wrong,libero_spatial,6,25,1
writer/validation/wrong,libero_spatial,6,26,1
writer/validation/wrong,libero_spatial,6,27,0
writer/validation/wrong,libero_spatial,6,28,0
writer/validation/wrong,libero_spatial,6,29,1
writer/validation/wrong,libero_spatial,6,30,0
writer/validation/wrong,libero_spatial,6,31,0
writer/validation/wrong,libero_spatial,6,32,1
writer/validation/wrong,libero_spatial,6,33,0
writer/validation/wrong,libero_spatial,6,34,0
writer/validation/wrong,libero_spatial,6,35,0
writer/validation/wrong,libero_spatial,6,36,1
writer/validation/wrong,libero_spatial,6,37,1
writer/validation/wrong,libero_spatial,6,38,0
writer/validation/wrong,libero_spatial,6,39,1
writer/validation/wrong,libero_spatial,6,40,1
writer/validation/wrong,libero_spatial,6,41,1
writer/validation/wrong,libero_spatial,6,42,0
writer/validation/wrong,libero_spatial,6,43,0
writer/validation/wrong,libero_spatial,6,44,0
writer/validation/wrong,libero_spatial,6,45,1
writer/validation/wrong,libero_spatial,6,46,0
writer/validation/wrong,libero_spatial,6,47,1
writer/validation/wrong,libero_spatial,6,48,1
writer/validation/wrong,libero_spatial,6,49,1
