step,global_step,lr_applied,lr_next,mean_flow_loss,mean_teaching_loss,mean_total_loss,writer_grad_norm,text_meta_grad_norm,vl_meta_grad_norm,meta_grad_norm,total_grad_norm,seconds,gradient_sync_seconds,optimizer_seconds,peak_allocated_gib,peak_reserved_gib,condition_exposures,task_exposures,supervised_queries,teaching_queries,total_queries,optimizer_updates,rank_peak_allocated_gib_max,rank_peak_reserved_gib_max
742,742,0.00029878905689000994,0.00029878579085440674,0.10921270941339788,0.0708563094958663,0.1328314792453533,0.10640235990285873,2.4903472876758315e-05,0.0029714873526245356,0.0002823207760229707,0.10640235990285873,10.816100877709687,0.03087115753442049,0.006468345411121845,20.6797456741333,22.787109375,2968,2968,62328,20776,83104,742,20.6797456741333,22.787109375
743,743,0.00029878579085440674,0.00029878252043883785,0.09983522604618753,0.042602334171533585,0.11403600410336538,0.13401556015014648,0.00010671182826627046,0.0036526531912386417,0.0003031842643395066,0.13401556015014648,6.702945914119482,0.030413481406867504,0.006286457180976868,20.6797456741333,22.787109375,2972,2972,62412,20804,83216,743,20.6797456741333,22.787109375
744,744,0.00029878252043883785,0.0002987792456434029,0.12933364062614383,0.07851766142994165,0.15550619443612437,0.16804616153240204,3.3222055208170786e-05,0.003227658336982131,8.922188862925395e-05,0.16804616153240204,10.5678442819044,0.03079378232359886,0.006233370862901211,20.6797456741333,22.787109375,2976,2976,62496,20832,83328,744,20.6797456741333,22.787109375
745,745,0.0002987792456434029,0.00029877596646820173,0.09818786280673174,0.03930531768128276,0.11128963536715933,0.10386139899492264,0.00010671438212739304,0.004262021742761135,0.0001393738348269835,0.10386139899492264,7.3204573933035135,0.03152533620595932,0.006132320500910282,20.6797456741333,22.787109375,2980,2980,62580,20860,83440,745,20.6797456741333,22.787109375
746,746,0.00029877596646820173,0.00029877268291333416,0.08650745655454341,0.038733440451323986,0.0994186033716514,0.0965217798948288,7.077790360199288e-05,0.004392570350319147,0.00016878603491932154,0.0965217798948288,8.437534241005778,0.034415037371218204,0.00621755700558424,20.6797456741333,22.787109375,2984,2984,62664,20888,83552,746,20.6797456741333,22.787109375
747,747,0.00029877268291333416,0.00029876939497890017,0.10098354114840427,0.04995525092817843,0.11763529145779708,0.16591137647628784,2.4069377104751766e-05,0.002950579859316349,0.00023595255333930254,0.16591137647628784,8.46297599747777,0.033983588218688965,0.0067412881180644035,20.6797456741333,22.787109375,2988,2988,62748,20916,83664,747,20.6797456741333,22.787109375
748,748,0.00029876939497890017,0.0002987661026650001,0.08856157878679889,0.032782798167318106,0.09948917817590493,0.09967686980962753,1.3614826457342133e-05,0.0016674582147970796,0.00010423557250760496,0.09967687726020813,10.338834952563047,0.03103354386985302,0.006893615238368511,20.6797456741333,22.787109375,2992,2992,62832,20944,83776,748,20.6797456741333,22.787109375
749,749,0.0002987661026650001,0.000298762805971734,0.11226223559961432,0.0846905130892992,0.14049240662938073,0.17251262068748474,4.2429513996466994e-05,0.0046814484521746635,0.000584176043048501,0.17251262068748474,10.172876549884677,0.03104009386152029,0.0061087580397725105,20.6797456741333,22.787109375,2996,2996,62916,20972,83888,749,20.6797456741333,22.787109375
750,750,0.000298762805971734,0.0002987595048992025,0.09985499651659102,0.041441624984145164,0.11366887151130607,0.10592373460531235,3.327247759443708e-05,0.002783329226076603,0.00019527178665157408,0.10592373460531235,10.861058557406068,0.03347731474786997,0.006121182814240456,20.6797456741333,22.787109375,3000,3000,63000,21000,84000,750,20.6797456741333,22.787109375
751,751,0.0002987595048992025,0.00029875619944750605,0.07654891970256963,0.06849056575447321,0.09937910828739405,0.056971434503793716,4.8184232582570985e-05,0.004080383572727442,0.0002104264567606151,0.056971434503793716,7.041919603943825,0.030535347759723663,0.0061769019812345505,20.6797456741333,22.787109375,3004,3004,63084,21028,84112,751,20.6797456741333,22.787109375
752,752,0.00029875619944750605,0.0002987528896167453,0.10707133250044926,0.035574839916080236,0.11892961247247599,0.160416379570961,3.6668039683718234e-05,0.004140509758144617,0.00018616917077451944,0.160416379570961,8.76686380803585,0.030351140536367893,0.006199558265507221,20.6797456741333,22.787109375,3008,3008,63168,21056,84224,752,20.6797456741333,22.787109375
753,753,0.0002987528896167453,0.00029874957540702114,0.08606681626822267,0.05962835252285004,0.10594293377583935,0.10737603157758713,0.00021783725242130458,0.005610863212496042,0.0004713954695034772,0.10737602412700653,10.611616833135486,0.03069934342056513,0.006181846372783184,20.6797456741333,22.787109375,3012,3012,63252,21084,84336,753,20.6797456741333,22.787109375
754,754,0.00029874957540702114,0.00029874625681843454,0.11628668187629608,0.0413185628131032,0.13005953614733048,0.1162019819021225,2.239128662040457e-05,0.0020879891235381365,6.950043461984023e-05,0.1162019819021225,7.111668328754604,0.03077548835426569,0.006027604453265667,20.6797456741333,22.787109375,3016,3016,63336,21112,84448,754,20.6797456741333,22.787109375
755,755,0.00029874625681843454,0.0002987429338510866,0.1239892438586269,0.04418221767991781,0.13871664975193285,0.13016797602176666,4.853285645367578e-05,0.006454283371567726,0.00016318187408614904,0.13016797602176666,6.897976552136242,0.030249477364122868,0.006357595324516296,20.6797456741333,22.787109375,3020,3020,63420,21140,84560,755,20.6797456741333,22.787109375
756,756,0.0002987429338510866,0.00029873960650507843,0.11057425432261966,0.09031386021524668,0.14067887439436855,0.1783505380153656,5.24122551723849e-05,0.004699599463492632,0.00027059554122388363,0.1783505380153656,16.449783511459827,0.03360321372747421,0.006774320267140865,20.6797456741333,22.787109375,3024,3024,63504,21168,84672,756,20.6797456741333,22.787109375
757,757,0.00029873960650507843,0.0002987362747805115,0.10035265503185135,0.07666129386052489,0.1259064196520263,0.2696441411972046,4.426311716088094e-05,0.0017945911968126893,5.6456839956808835e-05,0.2696441411972046,7.673519127070904,0.031521180644631386,0.006553582847118378,20.6797456741333,22.787109375,3028,3028,63588,21196,84784,757,20.6797456741333,22.787109375
758,758,0.0002987362747805115,0.00029873293867748726,0.08848192698011796,0.058701371774077415,0.10804905090481043,0.14633840322494507,2.9043063477729447e-05,0.0025363434106111526,0.00010712251969380304,0.14633840322494507,6.965166984125972,0.03084047418087721,0.006664617918431759,20.6797456741333,22.787109375,3032,3032,63672,21224,84896,758,20.6797456741333,22.787109375
759,759,0.00029873293867748726,0.0002987295981961074,0.0916835373888413,0.03290162282064557,0.10265074499572316,0.10557727515697479,4.6125762310111895e-05,0.0038397416938096285,0.00025729183107614517,0.10557727515697479,8.825006482191384,0.03035506047308445,0.006519515998661518,20.6797456741333,22.787109375,3036,3036,63756,21252,85008,759,20.6797456741333,22.787109375
760,760,0.0002987295981961074,0.0002987262533364735,0.09590644992533183,0.04582486394792795,0.11118140457464115,0.12096773833036423,5.5043361498974264e-05,0.0060243248008191586,0.00037801984581165016,0.12096773087978363,6.612713743001223,0.031033084727823734,0.006205925717949867,20.6797456741333,22.787109375,3040,3040,63840,21280,85120,760,20.6797456741333,22.787109375
761,761,0.0002987262533364735,0.0002987229040986877,0.1090815459333715,0.06655091606080532,0.1312651846203066,0.2361767590045929,5.614229303319007e-05,0.005539903417229652,8.146276377374306e-05,0.2361767590045929,12.975400039926171,0.03142288140952587,0.006396103650331497,20.6797456741333,22.787109375,3044,3044,63924,21308,85232,761,20.6797456741333,22.787109375
762,762,0.0002987229040986877,0.00029871955048285176,0.10897142182858216,0.054038047790527344,0.12698410442542463,0.08142957091331482,2.000564563786611e-05,0.0024682984221726656,0.00020759190374519676,0.08142957091331482,8.023356495425105,0.03248123358935118,0.006900200620293617,20.6797456741333,22.787109375,3048,3048,64008,21336,85344,762,20.6797456741333,22.787109375
763,763,0.00029871955048285176,0.00029871619248906806,0.11273559448974473,0.049346670508384705,0.1291844846592063,0.12982140481472015,5.7269662647740915e-05,0.003964690957218409,0.0003183077205903828,0.12982140481472015,8.735233916901052,0.03020215965807438,0.006198834627866745,20.6797456741333,22.787109375,3052,3052,64092,21364,85456,763,20.6797456741333,22.787109375
764,764,0.00029871619248906806,0.00029871283011743873,0.09696643320577485,0.07156900502741337,0.12082276821491264,0.16031795740127563,3.451099473750219e-05,0.003060418413951993,0.00011263046326348558,0.16031795740127563,10.161125095561147,0.03414977062493563,0.006955110467970371,20.6797456741333,22.787109375,3056,3056,64176,21392,85568,764,20.6797456741333,22.787109375
765,765,0.00029871283011743873,0.00029870946336806633,0.09695004902425265,0.0569237619638443,0.11592463634553409,0.17927834391593933,4.958312274538912e-05,0.004884614143520594,0.00023636285914108157,0.17927834391593933,8.962071786634624,0.031964789144694805,0.006975839845836163,20.6797456741333,22.787109375,3060,3060,64260,21420,85680,765,20.6797456741333,22.787109375
766,766,0.00029870946336806633,0.00029870609224105327,0.11287707037159375,0.045482933754101396,0.12803804828962756,0.1416119486093521,6.749929889338091e-05,0.0027037342078983784,0.0001819330354919657,0.1416119486093521,8.990456843748689,0.03241693414747715,0.006295298226177692,20.6797456741333,22.787109375,3064,3064,64344,21448,85792,766,20.6797456741333,22.787109375
767,767,0.00029870609224105327,0.00029870271673650237,0.10987735725939274,0.11845121998339891,0.14936109725385904,0.1834477037191391,5.211322059039958e-05,0.004072381183505058,0.0002775689063128084,0.1834477037191391,9.566450024023652,0.03214453998953104,0.0061769140884280205,20.6797456741333,22.787109375,3068,3068,64428,21476,85904,767,20.6797456741333,22.787109375
768,768,0.00029870271673650237,0.00029869933685451643,0.12207238074569474,0.08191260416060686,0.14937658213256372,0.21047398447990417,4.606729999068193e-05,0.0045078229159116745,0.0005030697793699801,0.21047398447990417,11.189601311460137,0.03592658694833517,0.006256847642362118,20.6797456741333,22.787109375,3072,3072,64512,21504,86016,768,20.6797456741333,22.787109375
769,769,0.00029869933685451643,0.00029869595259519833,0.13649415517491953,0.05398349883034825,0.15448865478503562,0.10763005912303925,4.6418474084930494e-05,0.0017441590316593647,9.430063073523343e-05,0.10763005912303925,6.898710446432233,0.0309156384319067,0.006224288605153561,20.6797456741333,22.787109375,3076,3076,64596,21532,86128,769,20.6797456741333,22.787109375
770,770,0.00029869595259519833,0.0002986925639586512,0.08109524970253308,0.03312052460387349,0.09213542457049091,0.1399913877248764,6.124595529399812e-05,0.002924748230725527,0.00024843175197020173,0.1399913877248764,10.414083135314286,0.034228138625621796,0.00626152940094471,20.6797456741333,22.787109375,3080,3080,64680,21560,86240,770,20.6797456741333,22.787109375
771,771,0.0002986925639586512,0.0002986891709449783,0.08871524869686082,0.05470334133133292,0.10694969580730512,0.0985785573720932,3.346691664773971e-05,0.0018987664952874184,0.00010598996595945209,0.0985785573720932,8.729532358236611,0.0303775267675519,0.006446773186326027,20.6797456741333,22.787109375,3084,3084,64764,21588,86352,771,20.6797456741333,22.787109375
772,772,0.0002986891709449783,0.000298685773554283,0.11522399341421467,0.08426035288721323,0.1433107777099524,0.11485128849744797,6.251147715374827e-05,0.003378794528543949,0.00016088456322904676,0.11485128849744797,11.79447263944894,0.032156456261873245,0.006355133838951588,20.6797456741333,22.787109375,3088,3088,64848,21616,86464,772,20.6797456741333,22.787109375
773,773,0.000298685773554283,0.0002986823717866687,0.09441842285117932,0.037919259862974286,0.10705817613883742,0.13454073667526245,4.298818384995684e-05,0.0024468940682709217,0.0002813665196299553,0.13454073667526245,9.082392544485629,0.03191326465457678,0.006177278235554695,20.6797456741333,22.787109375,3092,3092,64932,21644,86576,773,20.6797456741333,22.787109375
774,774,0.0002986823717866687,0.00029867896564223905,0.09512587388356528,0.05940671265125275,0.11492811143398285,0.08529844880104065,7.079820352373645e-05,0.0031579635106027126,0.000247322692302987,0.08529844880104065,14.303599439561367,0.035547928884625435,0.006604887545108795,20.6797456741333,22.787109375,3096,3096,65016,21672,86688,774,20.6797456741333,22.787109375
775,775,0.00029867896564223905,0.0002986755551210979,0.11487667856826668,0.07036704709753394,0.13833236093411133,0.15342067182064056,4.6594050218118355e-05,0.0023479843512177467,0.00016705594316590577,0.15342067182064056,11.158309018239379,0.03110026940703392,0.006432543508708477,20.6797456741333,22.787109375,3100,3100,65100,21700,86800,775,20.6797456741333,22.787109375
776,776,0.0002986755551210979,0.00029867214022334903,0.09727292232924983,0.06629681400954723,0.11937186033243223,0.11128131300210953,4.142022589803673e-05,0.002331939758732915,0.00021459405252244323,0.11128131300210953,8.933147677220404,0.031009042635560036,0.006259995512664318,20.6797456741333,22.787109375,3104,3104,65184,21728,86912,776,20.6797456741333,22.787109375
777,777,0.00029867214022334903,0.00029866872094909657,0.09900597172478834,0.06422226037830114,0.12041339185088872,0.1488768756389618,4.094812902621925e-05,0.0018453067168593407,0.00010880667832680047,0.1488768756389618,11.619613030925393,0.030537722632288933,0.006421240046620369,20.6797456741333,22.787109375,3108,3108,65268,21756,87024,777,20.6797456741333,22.787109375
778,778,0.00029866872094909657,0.0002986652972984445,0.08739820938734781,0.06348801497370005,0.10856088104524782,0.10009727627038956,4.838346649194136e-05,0.0022878553718328476,0.00015329929010476917,0.10009727627038956,7.884216433390975,0.03082089778035879,0.006159362383186817,20.6797456741333,22.787109375,3112,3112,65352,21784,87136,778,20.6797456741333,22.787109375
779,779,0.0002986652972984445,0.0002986618692714973,0.10762076106454645,0.06950523518025875,0.13078917279129937,0.16212937235832214,0.00010159485827898607,0.005844135768711567,0.0002354906901018694,0.16212937235832214,10.244180403649807,0.03349874448031187,0.006411855109035969,20.6797456741333,22.787109375,3116,3116,65436,21812,87248,779,20.6797456741333,22.787109375
780,780,0.0002986618692714973,0.0002986584368683593,0.09995255663636184,0.046560368966311216,0.11547267962513225,0.1305771768093109,7.30807296349667e-05,0.0037274803034961224,0.0002876461949199438,0.1305771768093109,7.768152573145926,0.03068490419536829,0.006457329727709293,20.6797456741333,22.787109375,3120,3120,65520,21840,87360,780,20.6797456741333,22.787109375
781,781,0.0002986584368683593,0.00029865500008913507,0.13130942004777135,0.03892994672060013,0.14428606895463805,0.1748778223991394,0.00013565753761213273,0.006820635870099068,0.0001953635801328346,0.1748778223991394,16.70472032763064,0.03433379903435707,0.006609984673559666,20.6797456741333,22.787109375,3124,3124,65604,21868,87472,781,20.6797456741333,22.787109375
782,782,0.00029865500008913507,0.0002986515589339293,0.0895920775919443,0.03658531093969941,0.10178718123851077,0.15933796763420105,3.334626308060251e-05,0.004079154226928949,0.00019396204152144492,0.15933796763420105,6.94865951500833,0.030825955793261528,0.0062209004536271095,20.6797456741333,22.787109375,3128,3128,65688,21896,87584,782,20.6797456741333,22.787109375
