action_delta_mse_vs_cc,arm,asset,branch,cc_reconstruction_max_abs,cohort,core_norm,core_reference_norm,core_reference_shape,core_relative_l2,core_shape,core_shape_match,donor_global_task_id,e_norm,e_reference_norm,e_reference_shape,e_relative_l2,e_shape,e_shape_match,first5_dimension_mse,first5_mse,first5_time_mse,full_mse,fused_norm,fused_reference_norm,fused_reference_shape,fused_relative_l2,fused_shape,fused_shape_match,global_task_id,h_norm,h_reference_norm,h_reference_shape,h_relative_l2,h_shape,h_shape_match,inference_first5_actions,inference_first5_dimension_mse,inference_first5_mse,inference_first5_time_mse,lora_a_norm,lora_a_relative_l2,lora_b_norm,lora_b_relative_l2,noise_seed,other_demo,procedure_norm,procedure_reference_norm,procedure_reference_shape,procedure_relative_l2,procedure_shape,procedure_shape_match,query_demo,query_fraction,query_position,suite,suite_task_id,target_first5_actions,tau1_first5_dimension_mse,tau1_first5_mse,tau1_first5_time_mse,teacher_demo
1.3827620023221243e-05,WW,C600,J,,B,241.09893798828125,240.02325439453125,"[1,11,256]",0.03328968584537506,"[1,11,256]",True,14,509.6596374511719,485.4877014160156,"[27,11,256]",,"[30,11,256]",False,"[0.6030317544937134,0.9553086161613464,0.2811228632926941,0.2660437226295471,0.4575366973876953,0.6232748627662659,0.021834423765540123]",0.45830753445625305,"[0.47620707750320435,0.6324214935302734,0.6170614957809448,0.43859225511550903,0.12725554406642914]",0.38047319650650024,281.8277893066406,281.8355712890625,[81920],0.05472394451498985,[81920],True,12,483.5940246582031,456.7268981933594,"[27,50,1024]",,"[30,50,1024]",False,"[[[-0.2991063594818115,0.10871537029743195,-0.8946561217308044,-0.0006319554522633553,-0.0690339133143425,-0.04482022672891617,1.004309892654419],[-0.3307550847530365,0.08594269305467606,-0.8958536982536316,-0.011500287801027298,-0.08253637701272964,-0.032323867082595825,0.9971016645431519],[-0.3811221718788147,0.05380144715309143,-0.8859831094741821,-0.03650331869721413,-0.07007579505443573,-0.04390033334493637,1.0032551288604736],[-0.40417033433914185,0.04812222719192505,-0.8834547400474548,-0.0818205401301384,-0.059094399213790894,-0.03970158100128174,1.0032824277877808],[-0.39384791254997253,0.0726810097694397,-0.8705913424491882,-0.14024323225021362,-0.07513810694217682,-0.030641235411167145,1.0041929483413696]]]","[0.0075173452496528625,0.1490737646818161,0.0981648787856102,0.04067341610789299,8.941554551711306e-05,0.02260148525238037,1.318994054599898e-05]",0.04544764384627342,"[0.09171134978532791,0.0678534284234047,0.03915220499038696,0.016585800796747208,0.011935434304177761]",26.811739050464197,0.043897309722796214,45.77204646381949,0.08310377900383692,8916442828729476527,46,1012.818115234375,955.812255859375,"[1,27,256]",,"[1,30,256]",False,49,0.75,99,libero_object,2,"[[[-0.22142904996871948,0.6947031021118164,-0.42441892623901367,-0.2659956216812134,-0.0820695161819458,-0.015930891036987305,0.9999990463256836],[-0.3428575396537781,0.5856688022613525,-0.5000002980232239,-0.2659956216812134,-0.06991147994995117,0.026546835899353027,0.9999990463256836],[-0.45357179641723633,0.3987530469894409,-0.6046513319015503,-0.2659956216812134,-0.06991147994995117,0.09026360511779785,0.9999990463256836],[-0.5035717487335205,0.21495270729064941,-0.7238373756408691,-0.20538973808288574,-0.06991147994995117,0.15398037433624268,0.9999990463256836],[-0.5214288830757141,0.1464167833328247,-0.7790699005126953,-0.12458193302154541,-0.07599043846130371,0.1999979019165039,0.9999990463256836]]]","[0.012291645631194115,0.08710300177335739,0.07223955541849136,0.03999047726392746,0.012520340271294117,0.03556748479604721,0.001649973331950605]",0.037337493151426315,"[0.06494513154029846,0.04974288120865822,0.03241480886936188,0.02150934748351574,0.018075330182909966]",48
0.0,CC,C600,J,,A,226.00921630859375,226.00921630859375,"[1,10,256]",0.0,"[1,10,256]",True,12,582.3355712890625,582.3355712890625,"[51,10,256]",0.0,"[51,10,256]",True,"[0.018535828217864037,0.02221534214913845,0.05577343702316284,0.00025305632152594626,0.007992698810994625,0.0025532853323966265,0.0005120976129546762]",0.015405106358230114,"[0.005789923015981913,0.00566506665199995,0.009194527752697468,0.019661109894514084,0.03671490401029587]",0.09544391930103302,281.7841796875,281.7841796875,[81920],0.0,[81920],True,14,626.4783935546875,626.4783935546875,"[51,50,1024]",0.0,"[51,50,1024]",True,"[[[-0.11727099865674973,0.025523986667394638,-0.4190579950809479,-0.2893522083759308,-0.06666076183319092,-0.09628035128116608,-1.0017484426498413],[-0.13613739609718323,0.02703683078289032,-0.44670772552490234,-0.2878422737121582,-0.07568193227052689,-0.09071210026741028,-1.0014746189117432],[-0.1503118872642517,0.015813954174518585,-0.48043298721313477,-0.29493969678878784,-0.07640869170427322,-0.07927903532981873,-1.0082054138183594],[-0.1518968790769577,0.010089047253131866,-0.5260624885559082,-0.29176297783851624,-0.07134789228439331,-0.06520571559667587,-1.0002490282058716],[-0.1373012661933899,-0.016853705048561096,-0.5710369944572449,-0.2840283513069153,-0.07852330058813095,-0.06487713009119034,-1.002253532409668]]]","[0.018561793491244316,0.013607218861579895,0.03454587981104851,0.000569940370041877,3.2461157388752326e-05,0.0016520166536793113,1.5540157619398087e-05]",0.009854978881776333,"[0.008099767379462719,0.0063834842294454575,0.006304207257926464,0.011466839350759983,0.01702059619128704]",25.937804227216787,0.0,42.95461711723753,0.0,6673264783416593914,48,1346.9808349609375,1346.9808349609375,"[1,51,256]",0.0,"[1,51,256]",True,47,0.25,40,libero_object,4,"[[[-0.1285719871520996,-0.16199421882629395,-0.5523258447647095,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.17142915725708008,-0.08099734783172607,-0.6162792444229126,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.22857189178466797,0.0031147003173828125,-0.668604850769043,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.3357146978378296,0.02180635929107666,-0.738372266292572,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.3642861247062683,0.1277252435684204,-0.7848838567733765,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.004924565088003874,0.01284710317850113,0.02426096610724926,0.00031214216141961515,0.013689221814274788,0.00017300898616667837,0.00032728860969655216]",0.008076326921582222,"[0.003970829304307699,0.004289174452424049,0.007527107838541269,0.010029522702097893,0.014565006829798222]",46
0.0005464413552545011,WW,C600,J,,A,226.03565979003906,226.00921630859375,"[1,10,256]",0.03998492658138275,"[1,10,256]",True,12,408.923583984375,582.3355712890625,"[51,10,256]",,"[25,10,256]",False,"[0.02315107360482216,0.023070141673088074,0.032824646681547165,0.0021362456027418375,0.01435624249279499,0.005074965301901102,0.0007459852495230734]",0.014479899778962135,"[0.008494257926940918,0.004850963596254587,0.008611313998699188,0.015251641161739826,0.03519132360816002]",0.09200115501880646,281.77044677734375,281.7841796875,[81920],0.14609502255916595,[81920],True,14,438.49725341796875,626.4783935546875,"[51,50,1024]",,"[25,50,1024]",False,"[[[-0.14255689084529877,0.010551869869232178,-0.47698408365249634,-0.27808812260627747,-0.07674219459295273,-0.12513820827007294,-1.0032179355621338],[-0.1587672233581543,0.015542730689048767,-0.5039854645729065,-0.2753811776638031,-0.08432821184396744,-0.11793805658817291,-1.0061182975769043],[-0.16944822669029236,0.007892560213804245,-0.5364968180656433,-0.28267931938171387,-0.08322764933109283,-0.10220874845981598,-1.0095499753952026],[-0.16578932106494904,0.005887292325496674,-0.5723291635513306,-0.28398388624191284,-0.07736131548881531,-0.08012331277132034,-1.002558708190918],[-0.1497126817703247,-0.01762126386165619,-0.6103193163871765,-0.27843359112739563,-0.08332359045743942,-0.07879305630922318,-1.0049325227737427]]]","[0.015753580257296562,0.012098799459636211,0.018756380304694176,0.00019818874716293067,0.00013344119361136109,0.0039756703190505505,3.397349428269081e-05]",0.007278576027601957,"[0.006139363162219524,0.004055400379002094,0.0036142829339951277,0.008376775309443474,0.014207059517502785]",26.34164825779932,0.10949734434711532,48.393934063836,0.20158781389452995,6673264783416593914,48,952.61865234375,1346.9808349609375,"[1,51,256]",,"[1,25,256]",False,47,0.25,40,libero_object,4,"[[[-0.1285719871520996,-0.16199421882629395,-0.5523258447647095,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.17142915725708008,-0.08099734783172607,-0.6162792444229126,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.22857189178466797,0.0031147003173828125,-0.668604850769043,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.3357146978378296,0.02180635929107666,-0.738372266292572,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.3642861247062683,0.1277252435684204,-0.7848838567733765,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.013962718658149242,0.014182092621922493,0.0218836460262537,0.00012679149222094566,0.018625875934958458,0.00012066840281477198,0.0004438601899892092]",0.009906521998345852,"[0.007562439888715744,0.007107769139111042,0.009778117761015892,0.009767691604793072,0.015316592529416084]",46
0.0,CC,C600,J,,A,226.00921630859375,226.00921630859375,"[1,10,256]",0.0,"[1,10,256]",True,12,582.3355712890625,582.3355712890625,"[51,10,256]",0.0,"[51,10,256]",True,"[0.09822368621826172,0.0023222616873681545,0.003965708892792463,0.002072246978059411,0.001974282553419471,0.0023034268524497747,0.001539395423606038]",0.016057288274168968,"[0.010386763140559196,0.008805573917925358,0.015711665153503418,0.0204082652926445,0.024974174797534943]",0.03857506439089775,281.7841796875,281.7841796875,[81920],0.0,[81920],True,14,626.4783935546875,626.4783935546875,"[51,50,1024]",0.0,"[51,50,1024]",True,"[[[-0.2998940348625183,0.8872520923614502,-0.10827342420816422,-0.3419358432292938,-0.7797061204910278,-0.015794966369867325,0.9983595609664917],[-0.2815895974636078,0.8878487944602966,-0.14384208619594574,-0.39757585525512695,-0.7754100561141968,-0.0140981525182724,0.993730366230011],[-0.2627064287662506,0.8722466230392456,-0.21851572394371033,-0.4355143904685974,-0.7373374700546265,-0.02137376368045807,1.001474380493164],[-0.2334325909614563,0.8731575608253479,-0.26808127760887146,-0.43893617391586304,-0.7344335317611694,-0.021139364689588547,1.001975178718567],[-0.2099865972995758,0.8543069362640381,-0.34074437618255615,-0.4407070279121399,-0.7628776431083679,-0.023746058344841003,1.0033410787582397]]]","[0.18623904883861542,0.012601606547832489,0.00379729806445539,0.029402289539575577,0.20902195572853088,0.0009668418206274509,1.184702978207497e-05]",0.06314869970083237,"[0.06282971799373627,0.06362877786159515,0.05946195870637894,0.05929066613316536,0.07053238153457642]",25.937804227216787,0.0,42.95461711723753,0.0,4112929797682724988,48,1346.9808349609375,1346.9808349609375,"[1,51,256]",0.0,"[1,51,256]",True,47,0.75,121,libero_object,4,"[[[0.10357069969177246,0.9906531572341919,-0.1133725643157959,-0.20538973808288574,-0.2826768159866333,-0.040709614753723145,0.9999990463256836],[0.13214218616485596,0.9906531572341919,-0.13953536748886108,-0.2188577651977539,-0.29483485221862793,-0.040709614753723145,0.9999990463256836],[0.17142772674560547,0.9906531572341919,-0.16860508918762207,-0.24579370021820068,-0.3191508650779724,-0.040709614753723145,0.9999990463256836],[0.21428489685058594,0.9844224452972412,-0.20930272340774536,-0.2659956216812134,-0.3252299427986145,-0.05840873718261719,0.9999990463256836],[0.2464277744293213,0.9781920909881592,-0.22674459218978882,-0.2659956216812134,-0.2887558937072754,-0.06548833847045898,0.9999990463256836]]]","[0.05504969507455826,0.00795790459960699,0.00036312066367827356,0.0018238647608086467,0.004565416369587183,0.0015124197816476226,7.540924707427621e-05]",0.010192547924816608,"[0.004469310864806175,0.005440474953502417,0.010888384655117989,0.015118828043341637,0.01504573691636324]",46
0.0005435322527773678,WW,C600,J,,A,226.03565979003906,226.00921630859375,"[1,10,256]",0.03998492658138275,"[1,10,256]",True,12,408.923583984375,582.3355712890625,"[51,10,256]",,"[25,10,256]",False,"[0.08748167008161545,0.0069085354916751385,0.006880293134599924,0.0009718186338432133,0.0019049689872190356,0.001867951825261116,0.0030064736492931843]",0.015574530698359013,"[0.008494854904711246,0.007600004319101572,0.015213117003440857,0.020342573523521423,0.026222102344036102]",0.03955307602882385,281.77044677734375,281.7841796875,[81920],0.14609502255916595,[81920],True,14,438.49725341796875,626.4783935546875,"[51,50,1024]",,"[25,50,1024]",False,"[[[-0.28072741627693176,0.8485568165779114,-0.13245052099227905,-0.3119502365589142,-0.8160817623138428,-0.01707116886973381,1.0012588500976562],[-0.26433873176574707,0.8574856519699097,-0.168705552816391,-0.3711419403553009,-0.8134636282920837,-0.013268359005451202,0.9953891634941101],[-0.2448626458644867,0.8454992771148682,-0.24541360139846802,-0.40307122468948364,-0.7674261927604675,-0.018895070999860764,1.0031838417053223],[-0.21865274012088776,0.8467230796813965,-0.29437875747680664,-0.40439462661743164,-0.7604485750198364,-0.01964394375681877,1.0047975778579712],[-0.1977633684873581,0.8310137391090393,-0.36560532450675964,-0.40591707825660706,-0.7874805927276611,-0.021518506109714508,1.0065455436706543]]]","[0.17258411645889282,0.019923439249396324,0.006726929452270269,0.019602825865149498,0.23851779103279114,0.0010447457898408175,1.9772714949795045e-05]",0.06548851728439331,"[0.06638239324092865,0.06696031242609024,0.06091998517513275,0.06053275987505913,0.07264715433120728]",26.34164825779932,0.10949734434711532,48.393934063836,0.20158781389452995,4112929797682724988,48,952.61865234375,1346.9808349609375,"[1,51,256]",,"[1,25,256]",False,47,0.75,121,libero_object,4,"[[[0.10357069969177246,0.9906531572341919,-0.1133725643157959,-0.20538973808288574,-0.2826768159866333,-0.040709614753723145,0.9999990463256836],[0.13214218616485596,0.9906531572341919,-0.13953536748886108,-0.2188577651977539,-0.29483485221862793,-0.040709614753723145,0.9999990463256836],[0.17142772674560547,0.9906531572341919,-0.16860508918762207,-0.24579370021820068,-0.3191508650779724,-0.040709614753723145,0.9999990463256836],[0.21428489685058594,0.9844224452972412,-0.20930272340774536,-0.2659956216812134,-0.3252299427986145,-0.05840873718261719,0.9999990463256836],[0.2464277744293213,0.9781920909881592,-0.22674459218978882,-0.2659956216812134,-0.2887558937072754,-0.06548833847045898,0.9999990463256836]]]","[0.05744175240397453,0.01460566371679306,0.0006159275071695447,0.0010509680723771453,0.00460879085585475,0.0009734276100061834,0.00016524134844075888]",0.011351682245731354,"[0.005353929009288549,0.006448859348893166,0.012278947047889233,0.015887675806879997,0.01678900234401226]",46
0.0,CC,C600,J,,B,227.8928680419922,227.8928680419922,"[1,10,256]",0.0,"[1,10,256]",True,12,446.2380676269531,446.2380676269531,"[30,10,256]",0.0,"[30,10,256]",True,"[0.22263827919960022,0.01893678866326809,0.012162715196609497,0.0022927639074623585,0.050364650785923004,0.03980293497443199,0.00217951787635684]",0.04976823553442955,"[0.02387688122689724,0.022872237488627434,0.02408508025109768,0.07238356024026871,0.10562343895435333]",0.12815043330192566,281.799560546875,281.799560546875,[81920],0.0,[81920],True,14,480.32159423828125,480.32159423828125,"[30,50,1024]",0.0,"[30,50,1024]",True,"[[[-0.26864486932754517,0.006868422031402588,-0.770381510257721,-0.2603062391281128,-0.12806564569473267,0.035208702087402344,-1.0071113109588623],[-0.33643221855163574,-0.0030827000737190247,-0.7781898379325867,-0.27266794443130493,-0.13234440982341766,0.035006191581487656,-1.0066428184509277],[-0.3597891628742218,-0.018705975264310837,-0.778606116771698,-0.26837974786758423,-0.14289788901805878,0.030331920832395554,-1.0030370950698853],[-0.37682169675827026,-0.026415850967168808,-0.7635098099708557,-0.27411961555480957,-0.14026837050914764,0.033590033650398254,-1.0084712505340576],[-0.4045761525630951,-0.03168729692697525,-0.7433083653450012,-0.2833371162414551,-0.15014417469501495,0.03115513175725937,-1.0139527320861816]]]","[0.12633442878723145,0.0014907604781910777,0.010788309387862682,8.985995373222977e-05,0.04303040727972984,0.006180858705192804,7.407250814139843e-05]",0.026855526491999626,"[0.011606758460402489,0.015793729573488235,0.020098214969038963,0.0369415245950222,0.04983740672469139]",26.256225374533063,0.0,48.80874967203488,0.0,6941690631084841007,46,1043.4305419921875,1043.4305419921875,"[1,30,256]",0.0,"[1,30,256]",True,49,0.25,39,libero_object,4,"[[[-0.38571470975875854,0.009345293045043945,-0.8895349502563477,-0.2659956216812134,-0.33738791942596436,-0.061948537826538086,-1.0],[-0.5285717248916626,0.02180635929107666,-0.9098837971687317,-0.2659956216812134,-0.3556249737739563,-0.040709614753723145,-1.0],[-0.6428573727607727,0.02180635929107666,-0.8953489065170288,-0.2659956216812134,-0.34346693754196167,-0.040709614753723145,-1.0],[-0.8321429491043091,0.02180635929107666,-0.8459303379058838,-0.2659956216812134,-0.33130890130996704,-0.040709614753723145,-1.0],[-0.9464285969734192,0.02180635929107666,-0.7877907752990723,-0.2659956216812134,-0.3617039918899536,-0.040709614753723145,-1.0]]]","[0.15778039395809174,0.0005746104870922863,0.06642145663499832,0.0002722717763390392,0.005758009850978851,0.0008080895058810711,0.0003071954706683755]",0.03313171863555908,"[0.017372911795973778,0.022934172302484512,0.029717251658439636,0.04159213975071907,0.05404212325811386]",48
2.5028577510965988e-05,WW,C600,J,,B,225.16439819335938,227.8928680419922,"[1,10,256]",0.032010868191719055,"[1,10,256]",True,12,422.1840515136719,446.2380676269531,"[30,10,256]",,"[27,10,256]",False,"[0.2265961915254593,0.020738570019602776,0.01320860255509615,0.0032050914596766233,0.04685268923640251,0.03654162958264351,0.00230336538515985]",0.04992087930440903,"[0.02318459004163742,0.02163304015994072,0.02440100722014904,0.07453792542219162,0.10584784299135208]",0.12941598892211914,281.7878723144531,281.799560546875,[81920],0.06016872078180313,[81920],True,14,455.5765380859375,480.32159423828125,"[30,50,1024]",,"[27,50,1024]",False,"[[[-0.27302002906799316,0.005463741719722748,-0.769423246383667,-0.25660043954849243,-0.13922461867332458,0.03109678626060486,-1.0078901052474976],[-0.3415670394897461,-0.004175655543804169,-0.7769011855125427,-0.2697114646434784,-0.14430299401283264,0.03173951059579849,-1.0082505941390991],[-0.36362046003341675,-0.020656704902648926,-0.7765721082687378,-0.26516032218933105,-0.15290361642837524,0.026560243219137192,-1.0052868127822876],[-0.3812459111213684,-0.027791302651166916,-0.7618506550788879,-0.27286821603775024,-0.15165872871875763,0.030488571152091026,-1.0090044736862183],[-0.40807294845581055,-0.03203475847840309,-0.7417817711830139,-0.28078925609588623,-0.16193251311779022,0.026421695947647095,-1.0158538818359375]]]","[0.1237558126449585,0.001570407534018159,0.011081069707870483,7.377177098533139e-05,0.03848457708954811,0.005601467564702034,9.814051736611873e-05]",0.02580931968986988,"[0.0107455188408494,0.014759705401957035,0.01925036683678627,0.035758450627326965,0.04853256791830063]",26.04435067853858,0.042127450716070665,49.881381343662206,0.052948108671705726,6941690631084841007,46,987.0569458007812,1043.4305419921875,"[1,30,256]",,"[1,27,256]",False,49,0.25,39,libero_object,4,"[[[-0.38571470975875854,0.009345293045043945,-0.8895349502563477,-0.2659956216812134,-0.33738791942596436,-0.061948537826538086,-1.0],[-0.5285717248916626,0.02180635929107666,-0.9098837971687317,-0.2659956216812134,-0.3556249737739563,-0.040709614753723145,-1.0],[-0.6428573727607727,0.02180635929107666,-0.8953489065170288,-0.2659956216812134,-0.34346693754196167,-0.040709614753723145,-1.0],[-0.8321429491043091,0.02180635929107666,-0.8459303379058838,-0.2659956216812134,-0.33130890130996704,-0.040709614753723145,-1.0],[-0.9464285969734192,0.02180635929107666,-0.7877907752990723,-0.2659956216812134,-0.3617039918899536,-0.040709614753723145,-1.0]]]","[0.14764504134655,0.0007584404083900154,0.06605268269777298,0.0001996843930101022,0.004136629402637482,0.0006512579857371747,0.0004376811848487705]",0.031411632895469666,"[0.014983895234763622,0.02135160006582737,0.028087949380278587,0.04026956483721733,0.052365150302648544]",48
0.0,CC,C600,J,,B,227.8928680419922,227.8928680419922,"[1,10,256]",0.0,"[1,10,256]",True,12,446.2380676269531,446.2380676269531,"[30,10,256]",0.0,"[30,10,256]",True,"[0.0017396871699020267,0.06315582990646362,0.05502160266041756,0.0033237531315535307,0.009351151064038277,0.003147775772958994,0.0030126054771244526]",0.019821772351861,"[0.03162778541445732,0.027518486604094505,0.019823964685201645,0.010243065655231476,0.009895561262965202]",0.04843463376164436,281.799560546875,281.799560546875,[81920],0.0,[81920],True,14,480.32159423828125,480.32159423828125,"[30,50,1024]",0.0,"[30,50,1024]",True,"[[[-0.061552830040454865,0.7818212509155273,-0.1849273145198822,-0.32364097237586975,-0.6672335267066956,-0.005168542265892029,1.0022531747817993],[-0.10772276669740677,0.7091835737228394,-0.28754502534866333,-0.29592734575271606,-0.6934226751327515,-0.01217147707939148,0.9967077970504761],[-0.16751696169376373,0.60117107629776,-0.452623575925827,-0.2687358260154724,-0.7289963364601135,-0.018864121288061142,0.9959818124771118],[-0.17490357160568237,0.5022182464599609,-0.5714289546012878,-0.23842385411262512,-0.7167247533798218,-0.03135302662849426,0.9905418157577515],[-0.1655610054731369,0.40645360946655273,-0.6461026668548584,-0.22055551409721375,-0.6956025958061218,-0.0289137065410614,0.989392876625061]]]","[0.004983268212527037,0.05498049408197403,0.017096450552344322,0.010733849368989468,0.40734100341796875,0.0005563015583902597,4.679632911575027e-05]",0.07081974297761917,"[0.05638297647237778,0.06364171952009201,0.07702980935573578,0.07731786370277405,0.07972636073827744]",26.256225374533063,0.0,48.80874967203488,0.0,7799883917981918442,46,1043.4305419921875,1043.4305419921875,"[1,30,256]",0.0,"[1,30,256]",True,49,0.75,116,libero_object,4,"[[[-6.556510925292969e-07,0.9563851356506348,-0.13953536748886108,-0.30639952421188354,-0.06991147994995117,-0.040709614753723145,0.9999990463256836],[-0.02857208251953125,0.9190021753311157,-0.23255854845046997,-0.3468034863471985,-0.06991147994995117,-0.040709614753723145,0.9999990463256836],[-0.0750005841255188,0.8504661321640015,-0.302325963973999,-0.3737393617630005,-0.06991147994995117,-0.040709614753723145,0.9999990463256836],[-0.11428624391555786,0.7445472478866577,-0.4098840355873108,-0.3737393617630005,-0.05775344371795654,-0.040709614753723145,0.9999990463256836],[-0.11428624391555786,0.6884726285934448,-0.46802353858947754,-0.3670054078102112,-0.04559546709060669,-0.040709614753723145,0.9999990463256836]]]","[0.0016595926135778427,0.05299375578761101,0.04288182780146599,0.0032897372730076313,0.006905210204422474,0.0036899701226502657,0.001008167746476829]",0.01606117933988571,"[0.02600797638297081,0.021955106407403946,0.016489103436470032,0.00817437656223774,0.007679344154894352]",48
1.4937336345610674e-05,WW,C600,J,,B,225.16439819335938,227.8928680419922,"[1,10,256]",0.032010868191719055,"[1,10,256]",True,12,422.1840515136719,446.2380676269531,"[30,10,256]",,"[27,10,256]",False,"[0.0021593833807855844,0.06391515582799911,0.05495985224843025,0.0031890757381916046,0.008961761370301247,0.003469223855063319,0.0034012042451649904]",0.02000795118510723,"[0.03169934079051018,0.028072381392121315,0.01964382641017437,0.010890069417655468,0.00973413698375225]",0.048509422689676285,281.7878723144531,281.799560546875,[81920],0.06016872078180313,[81920],True,14,455.5765380859375,480.32159423828125,"[30,50,1024]",,"[27,50,1024]",False,"[[[-0.0598803386092186,0.7734910249710083,-0.19450244307518005,-0.31990593671798706,-0.6753280758857727,-0.004807852208614349,1.0002706050872803],[-0.1021609678864479,0.7049716114997864,-0.29269883036613464,-0.29546549916267395,-0.6985505819320679,-0.012507453560829163,0.9968338012695312],[-0.16085028648376465,0.5996618866920471,-0.45187848806381226,-0.2676354646682739,-0.7324258685112,-0.018542390316724777,0.9946447610855103],[-0.1690843403339386,0.5015425682067871,-0.5702899694442749,-0.2378065288066864,-0.7207872271537781,-0.03217080980539322,0.9904689788818359],[-0.1605701893568039,0.4070584774017334,-0.6411257982254028,-0.2220216989517212,-0.6943888664245605,-0.0300593301653862,0.9911905527114868]]]","[0.004303221590816975,0.056081462651491165,0.01693972945213318,0.010714812204241753,0.4122377038002014,0.0005524048465304077,4.143452679272741e-05]",0.07155295461416245,"[0.058293987065553665,0.06478133797645569,0.07762034237384796,0.07800563424825668,0.0790635272860527]",26.04435067853858,0.042127450716070665,49.881381343662206,0.052948108671705726,7799883917981918442,46,987.0569458007812,1043.4305419921875,"[1,30,256]",,"[1,27,256]",False,49,0.75,116,libero_object,4,"[[[-6.556510925292969e-07,0.9563851356506348,-0.13953536748886108,-0.30639952421188354,-0.06991147994995117,-0.040709614753723145,0.9999990463256836],[-0.02857208251953125,0.9190021753311157,-0.23255854845046997,-0.3468034863471985,-0.06991147994995117,-0.040709614753723145,0.9999990463256836],[-0.0750005841255188,0.8504661321640015,-0.302325963973999,-0.3737393617630005,-0.06991147994995117,-0.040709614753723145,0.9999990463256836],[-0.11428624391555786,0.7445472478866577,-0.4098840355873108,-0.3737393617630005,-0.05775344371795654,-0.040709614753723145,0.9999990463256836],[-0.11428624391555786,0.6884726285934448,-0.46802353858947754,-0.3670054078102112,-0.04559546709060669,-0.040709614753723145,0.9999990463256836]]]","[0.002098439261317253,0.055035389959812164,0.04301384091377258,0.0033774971961975098,0.006825004704296589,0.003534246701747179,0.0011542952852323651]",0.01643410325050354,"[0.02644115313887596,0.02241881564259529,0.016731124371290207,0.008472314104437828,0.008107108995318413]",48
0.0,CC,C600,J,,A,133.87339782714844,133.87339782714844,"[1,7,256]",0.0,"[1,7,256]",True,25,356.0007629394531,356.0007629394531,"[26,7,256]",0.0,"[26,7,256]",True,"[0.07747267931699753,0.04462062194943428,0.0033018626272678375,0.08684926480054855,0.02926972508430481,0.16726776957511902,0.00125423155259341]",0.058576591312885284,"[0.06309965997934341,0.061341673135757446,0.05544053018093109,0.051646776497364044,0.06135432794690132]",0.05021160468459129,281.85174560546875,281.85174560546875,[81920],0.0,[81920],True,20,445.63720703125,445.63720703125,"[26,50,1024]",0.0,"[26,50,1024]",True,"[[[-0.2242593616247177,-0.20262543857097626,-0.2831156253814697,-1.0358625650405884,0.7107872366905212,1.0834379196166992,-1.0030856132507324],[-0.22118130326271057,-0.21557500958442688,-0.319943904876709,-1.0910226106643677,0.7216266393661499,1.0623512268066406,-1.0074970722198486],[-0.21097543835639954,-0.22494834661483765,-0.3443332016468048,-1.1217650175094604,0.7243313193321228,1.028003215789795,-1.0025825500488281],[-0.1982784867286682,-0.2323346883058548,-0.3660171926021576,-1.1658527851104736,0.7874986529350281,1.0207206010818481,-1.009451985359192],[-0.1793748289346695,-0.23524267971515656,-0.37993913888931274,-1.2005560398101807,0.8719146847724915,0.9921936392784119,-1.0058428049087524]]]","[0.07785164564847946,0.059653859585523605,0.011319298297166824,0.06742452085018158,0.05215867981314659,0.08798112720251083,3.917501453543082e-05]",0.050918325781822205,"[0.03795839846134186,0.044055867940187454,0.05135250464081764,0.058410078287124634,0.06281481683254242]",29.318200962095347,0.0,38.11594263180361,0.0,3228420230932740579,48,793.3683471679688,793.3683471679688,"[1,26,256]",0.0,"[1,26,256]",True,47,0.25,31,libero_goal,0,"[[[0.07499933242797852,0.02180635929107666,-0.2034887671470642,-0.8922562599182129,0.7629129886627197,0.7734483480453491,-1.0],[0.07499933242797852,0.02180635929107666,-0.2151166796684265,-0.8855222463607788,0.8601770401000977,0.7592891454696655,-1.0],[0.07499933242797852,0.02180635929107666,-0.2296515703201294,-0.8720543384552002,0.9635201692581177,0.738050103187561,-1.0],[0.06785643100738525,0.02180635929107666,-0.2500004172325134,-0.8653203248977661,1.0729424953460693,0.7238909006118774,-1.0],[0.0642850399017334,0.02180635929107666,-0.2674422860145569,-0.8518523573875427,1.188443660736084,0.7097315788269043,-1.0]]]","[0.009859894402325153,0.024574628099799156,0.0007477191975340247,0.0023619020357728004,0.09378734230995178,0.09518951177597046,0.0003282016550656408]",0.03240702673792839,"[0.013975637964904308,0.019652996212244034,0.03156384453177452,0.03641549497842789,0.06042717769742012]",46
